mol,smiles,fingerprint
mol192,S(C1C=CC=CC=1)(=O)(=O)N(CC(=O)N/N=C/C1C=CC(=C(OCC)C=1)OCC1C=CC(=CC=1)Cl)C1C=CC=CC=1OC,0000000000000000000000000100000001000000010000100000000000000000100000000000000010000000000000100000000000010000000000000000000010010000000000000000000000000000000000100000000100000000000000000000000000100000000000101000000000000000000001000000000001000000000000000000000000000000000000000000001000000000000001100000001100000000000000000010000000000010000010000000000000000000000000000010010000000000000000000001000000000000010010000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000001000000000000011000000000000000000000000000000000000000000000000000000000000000000000000010000000011000000000000000000000000000000000110000000000000000000000000000011000100000000000000101000000000000000000000000000000000000000000000000010000001001000000011000000000000000000000000101000001001000000010001000000010010000010000000000010000000000000000000000000000101000000000000000000000100000000000000000000000000000000000000000000000100000000000000100000000100000
mol193,N(=O)(=O)C1=CC=CC=C1C1=CC=C(C(=O)NC2=C(OC)C=C(C(OC)=C2)Cl)O1,0000000000000000010000000000000001100000000000000000000000000000100000000000000000000010000000000000000000000000000000000100000010000000000000000000000000000000000010000001000100000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000101010000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000001100000000000000000100000000000000000000000000000000000000000000000000000000000001000000010010010010000000000000000000000000000000000010000000000000000000111000000001000100000000000000000000001000000000000000000000000000000010000001000000000000001000000000000000000000000000000100100000001000000000000000000000010010000000000000000010000000000000000000100000000000000000000000001000000110000000000000000000000000000000000001000000000000000000000000000000000010000
mol194,S(=O)(=O)(C1C=CC(=CC=1)F)NC1=CC=C(C(F)=C1)F,0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010001000000000000000000000000000000000000000000001000000000000000100000000001000000000000000011000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000001000001000000000000000000000000010000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol195,S(C1C=CC=CC=1)(=O)(=O)N(C1C=CC(=CC=1)OCC)CC(=O)N/N=C(\C)/C1C=CC(=CC=1)I,0000000000000000000000000000000001000000010000000000000000000000101001001000000010000000000000000000001000000000000000000000000010000000000000000000000000000000000000100000000100000000000000000000000000000000000000100000000100000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000001100100000000000000000000000000010000010000100000000000000000000000000010000000000000000000000000000000000000010000000000000000000000010000000000000000010010000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000010000000001100000000000100000000000000000000010000100000000000000000100000011000010000000000000000000000000000000000000000000000000000000000000000010000000001000000010000000000000000000000000000000001000000000000000000000010000000010000000000010000000000000000000000000000100000000000000000100000010000000000001000000000000000000000000000000000000100000000000000000001000000
mol196,C(=O)(C1C=CC=C(F)C=1)NC1=CC=C(C=C1)CCCC,0000000000000001000001000000000001000000000000000000010000000000100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000011000000000000000100000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000001000000000000000000000000001000100000000000000000000000000000000000000001000000000000000000001010000000000001000000000000000000000000000000000001000001000000000000000000000000010000000000010000010000000000100000000000000000000000000000000000000000000000001000000100000000000001001000000000000000000000000000000000000000000000
mol197,S(C1=CC=CC=C1)(=O)(=O)N(C1=CC=CC(Cl)=C1)CC(=O)N/N=C(\C)/C1C=CC(=CC=1)I,0000000000000001000000000000000001000000010000000000000000000000100000001000000010000000000000000000000000000000000000000000000010000001000000000000000000000000000001100000000100000000000000000000000000000000000000001100000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000001100000000000000000000000000000010000010000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000010010000000000000000000000000000010000000000000000000000000000000000000000000000001000000001000000001000010000000000000000100000000000000000000000000000000000000000000000000000000010000000011100000000000100000000000000000000000000100000000000000000000000011000010000000000000000000000000000000000000000000000000000000000000000010000000001000000010000000000000000000000000000000001000000000000000000000010010000010000000000010000000000000000000000000000100000000000000000100000010000000000001000000000000000000000000000000000000100000000000000000001000000
mol198,S(C1=CC=CC=C1)(=O)(=O)N(CC(=O)N/N=C(\C)/C1C=CC(=CC=1)I)C1C=CC(=CC=1C)C,0000000000000000000000000000000001000000010000100000000000000000100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000100000000000000000000000000001000000000000000000100000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000001100000000000000000000000000000010000010000100000100000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000001000011000000000000000000000000000000000000000000000000000000000000000000000000010000000001100000000000100000000010000000000000010100000000000000000000000011000010000000000000000000000000000000000000000000000000000000000000000010100000001000000010000000000000000000000000000000001000000000000000000000010010000010000000000010000000000000000000000000000100000000000000000100000010000000000001000000000000000000000000000000000100100000000000000010001000000
mol199,S(C1=CC=CC=C1)(=O)(=O)N(C1=CC=C(C(Cl)=C1)Cl)CC(=O)N/N=C(\C)/C1C=CC(=CC=1)I,0000000000000000000000000000000001000000010000000000000000000000100000001000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000100000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000010000010000100011000000000001000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000010010000000000000000000000000000010000000000000000000000000010000000000000000000001000000001000000001000010000000000000000000000000000000000000000000000000000000000000000000000000010000000011100001000000100000000000000000000000000100000000000000000000000011000010000000000000000000000000000000000000000000000000000000000000000010000000001000000010000000000000000000000000000000001000000000000000000000010010000010000000000010000000000000000000000000000100000000000000000100000010000000000001000000000000000000000000000000000000100000000000000000001000000
mol200,C(=O)(C1C=CC=C(Cl)C=1)N1CCN(CC1)C1=CC=CC(Cl)=C1,0000000000000001000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000001000100000000000110000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000100000000000000000000000001000000000000000000000000000000010000000010000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000001000000000000001000000000000000000000000010000000000000000010000000000000000000000000000000010000000010000001000000000000000000100000000000000000000000100000000000000000000000000000000000000
mol201,C(OC1=CC=CC(=C1)C(=O)NC1=CC=C(C=C1)OCC)(=S)NC1=CC=C(C=C1)Br,0000000000000001000000000000000001000000000000000000010000000000100001000000000010000000000000000100001000000010000000000000000010000100000000000000000000000000000000000000000000000000000000010000000000000000000000100000000000000001000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000010001100000000000000000000000000000000000000000000000000000000000000000010000000000000001000000100000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000001000000100000000000000000100000000000000000000000000100000000000000000100000000000000000000000010000000000000000000000000000000000000000000010000000001000000000000100000001010000000000000000000000000000000000000000001000000000000000000001000000000000001000000000000000000000000000000000001000001000000000000000000000000010000000000000000010000000000000001000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000
mol202,N12C(=O)CSC1=NC(C)=C(C(=O)OC(C)C)C2C1C=CC(=CC=1)OC,0100000000000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000001000000000000100000000000000000000000000000000000001000001000000000000000000000100000000000000000000000000000010000000100000000000000000000000000000000010000000000000000000001000000000000000010000000100000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000010010000000000000000010000000000000000000000010000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000010000000000000000000000001000000000000000000010010000000000000000000100000001000000000000000000000000000100000000000000000000000010100000000000000001000000001000000000000000000000001000000000100000001000000000100000000000000000010000000000000010000100000000000000000000000000011000000010000000000000000001000000000000000000000000000000000000000000000000000000000000000010000
mol203,C1(C2C=CC(=CC=2)C)(C2=CC=C(C=C2)C)CC1C(=O)NC1=CC=C(C=C1)Br,0000000000000000000000000000000001001000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000010000100000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000010000000000000000000000000000100000000010000000010000000000000000000000000001010000000000000000000000010000000000000000000000000000000000000001000000100000001000000000000000000000000000000000001000001000000001000000000000000000000000000000000010010000000000001000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000
mol204,C1(=CC2C=CC=C(OC)C=2OC1=O)C1=CN2C(C(C)=CC=C2)=N1,0000000000000001000000000000000001000000000000000000000000000001100000000000010000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000100000000000000000000001000000000000000000000000000000000001000000000000000000000000000010000001000000000000000000000000000000100010000000000100000000001000000010000000100000000000000000000000000000000000000000000000001000000000000000000010000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000001100100000000000000000000000000000000000000000000000000000000000000000010000010000000000000001000000000000000000000010010000000000000000000000000001000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000100000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000100000000000010000000000010001000010000000000000000100000000000000000000000000
mol205,S(C1=CC=CC=C1)(=O)(=O)N(C1=CC=C(C(Cl)=C1)Cl)CC(=O)N/N=C/C1C=CC(=C(OCC)C=1)OCC1=CC=C(C=C1)Cl,0000000000000000000000000100000001000000010000100000000000000000100000001000000010000000000000100000000000010000000000000000000010010000000000000000000000000000000000100000000100000000000000000000000000100000000000101100000000000000000001000000000000000000000000000000000000000000000000000000001000000000000001100000001100000000000000000000000000000010000010000000011000000000001000000000010000000000000000000001000000000000010010000000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000010000000000000000000001000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000011000001000000000000000000000000000110000000000000000000000000000011000100000000000000101000000000000000000000000000000000000000000000000010000001001000000011000000000000000000000000001000001001000000000001000000010010000010000000000010000000000000000000000000000101000000000000000000000100000000000001000000000000000000000000000000000000000000000000100000000100000
mol206,C(=S)(NC1C=CC=C(C)N=1)NC(=O)C1=CC=CC(OC)=C1,0000000000000001000000000000000001000000000000000000000000000000100000000001000000000000000000010100000000000010000000000000000010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000010001100000000000000001000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000010000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010010000000010000000000000000001000000000000000000000000000000000000000000000000000100100000000001000000000000001000000000000000000000001000000000100000001000000000010000000000000010000000000000000010000000000010000000000000000000000001000000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000
mol207,C1(C2C=CC(=CC=2)C)(C2=CC=C(C=C2)C)CC1C(=O)NC1=CC=CC(C)=C1,0000000000000001000000000000000101001000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000100000010000000000000000000000001000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000010000000010000100000000000000000000001010000000000000000000000010000000000000000000000000000000000000001000000100000001000000000000000000000000000000000000000001000000001000000000000000010000000000000000010010000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000
mol208,C12SC3=C(CCCC3)C=1C(NC(C1=CC(OC)=C(C(OC)=C1)O)=N2)=O,0000100000000000000000000000000001000000001000000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000100000001000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000010000100000100000100001000000000000100000000000000100000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000000000000010100000000000000000000001000000000000000000010000000000000000001000000100000000000000000000000000001000000000000000000000000000000000000000000100000000000001000000000000000000000001000000000100010001000000000000000000000000010000000000000001000000000000000000000000000000000010000000000000000000100000000000001000000000000000000000000000000000000100000000000000000000000000
mol209,N1(C2C=CC(=CC=2)Br)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O,0000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000001000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000001010010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000001000000000000000001000000000000000000000000010001000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000000000000000000000000
mol210,N(NC(CNC1=CC=C(C=C1)OC)=O)=C(C)C1=CC=CC=C1O,0000000000000000000000000000100001000000010000000000000000000010100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000100010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000010000000000000000000000000100000000010000000000000000000000010000001000000000000000000000000000000000000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000000000010000100000000000000000100000011100010000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000001000000000101000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000001000000
mol211,C(=O)(NC1C=CC(=C(C)C=1)C)C1=CC=CO1,0000000000000000010000000000000001000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000100000010000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000010000000000100000000000000000000000000000010000000000000000000000000001000100000000000000000000000000000000000000000000000000000000100001000000000000001000000000000000000000000000000000001000001000000000000000000000000011000000000000000010000000010000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000
mol212,N(=O)(=O)C1=CC=C(C=C1)C(=O)NC1C=CC(=CC=1)C(C)CC,0100000000000000000000000000000001000000000000000000010000000000000000000000000010000000000000000000000000000000000100000000000010000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000100000000001000000000000000000000000000000000000000000000010000010000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000100000000000000000000000000000000000000000100000000001000000000000000000000000001000000000000000101000000000000010000101000000000000001000000000000000000000100000000100001000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000
mol213,C(=O)(N/N=C(\C)/CC(=O)NC1C=CC(=CC=1)OCC)C(NCCOC)=O,0000000000000100000000000000000001000000010000000000010000000000000001000000000010000000000000000000001000000000000000000000000010000000000000001000000000000000000000000000000000000000001000010000010000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000001000000000010000000000001000100000000010000001000000000000000010000000000000000000000000000000000000000000000000010000100000000000000010000000000000000000000000010000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000100000000000000000000000000010000100000000000000000100000011000000000000000000000000000000000000000100000000000000000000000001000000000000001000000000000000000000000000000000101000001000000000000000000000000000000000000000000010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000
mol214,C1(C=CC(=CC=1Br)C)OC(COC1=CC=C(C=C1)Cl)=O,0100000000000000000000000000000001000000000000100000000000100000000000000000000010000000000000100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000100000010000000010000000000000000000000000000000000010010000001000000000000100000001010000000000000000000000000000000000000000000000000010000000000000000000100000001000000001000000000000000010000000000000001000000000000110000000000010000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000010000000000
mol215,C(CC1=CC=C(C=C1)Br)(=O)NCC(CCCC)CC,0100000000000000000000000000000001000000010000000000000000000000000000000000000010000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000010010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000100000000000000100000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000001000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000001000000000000001100000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000001010100000000100000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000010000010000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol216,C(CC1=CC=CC=C1)(=O)NCC1=CC=CO1,0000000000000000000000000000000000000000011000000000000000000000100000000000000010000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000100000000000000000000010000000000010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000010000000100100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000
mol217,N12C3=CC=CC=C3N=C1SC(=CC1C=CC=CC=1OCCOC1C=C(CC)C=C(C)C=1)C2=O,0000000000100100000000000000000001000000000001000000000000000000100100000100000010000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000100001000100001000000000010000000100000000000000000000000000000000011000000000000000000001000000010000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000010000000001000000000000000000000000001000000000000000010000000000100000000000000000000000000000000000000000000000000100000000000000000100000000000000000000010000000000000000000000011100000000000000000110010000000000000000000000000001000100000000000000000000000100000000000000000000100000000000000000000010100000000000000000000000000000001000100000000100001000000000000000000000000010000000000000000010000000000000000000000000000000000010000010000001000100000000000000100000000000000000000000000000000000010000000000000000000000000
mol218,C(=O)(NNC(=O)C1C=CC=C(I)C=1)C(F)(F)F,0000000000000001001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000010000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000001000100000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000010000000000100000000000000000000000000000000000001000010000000000000100000000000000000000000000000000000000000000000000000000000000
mol219,N1(C2C=CC(=CC=2)C(OC)=O)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O,0000000000000000000000000000000001000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000010000000000000000100000010000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000001000000000000000000000100010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000010000000000100000000000000000100010000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000001000001000000000000001000000001000000000100000001000000000000000000000000010001000000000000010000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000000000000000000000000
mol220,C1(N2CCCC2)N=C(NN=CC2=CC=CC=C2O)C=C(N2CCCC2)N=1,0000100000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000000000000010000100000000000000000100000000000000000000000100000000000000000000000001000000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010001000000000000000001000000000000000000000000000010000000000000000000000010000000001000000000000001000000000000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000010000000010000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000100000000000000000000000000000011000000000000000000000000000010000000000000000000001000000000000000000000000000001000000000000000000000001000000000001000001000000000000001000000000010000000000000001000000000000000000000000000000000010000000010000000000001000000000000100000000000010000000000000000000000000000000000000000000000000
mol221,C(OCC1=CC=C(C=C1)OC)(=O)N/N=C(\C)/CC(=O)NC1C=CC(=CC=1)C(C)C,0100000000000000000000000000000001000000010000000000010000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000010000100000001000100000000010000101010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000100000000000000000100000011000100110000000000100000000000000000000000000000000001100000000001000000000000001000000000000000000000101000000000101000001000000000000000000000000000000000000000010010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000
mol222,C1(=C/C2=CC=C(C(OC)=C2)OCCOC2C=CC=CC=2)\C(=O)N(C)C(N(C)C\1=O)=O,0000000000100100000000000100000001000000000000000000000000000000100000000000000010000000000010101100001000000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000010000000100000000000000000000000000000000010100000000000000000000000000000010000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000110010000000000000000000000000100000000000000000110000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010000100000001000000000000000000000000010001000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000001000000000000000000000100000000000000
mol223,C(=C/C1=CC=C(C=C1)N(=O)=O)(/C(=O)N/N=C/C1=CC=CC=C1O)\C(=O)N/N=C/C1=CC=CC=C1O,0000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000100000000000000000000100000000000000001000100000000001000000000000001000000000000000000000000000000000000000000000000100000000000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000010010000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000010000000100000010011000000000000000000000000001000000000000000100000000000000010000100000001000000001000000000000000000000000000000100001000001000000000000001000000000000000000000000000010000000000000000000000000000001000000000000001000000000000000000000100000000000000000000000000000000000000000000000100000000000000
mol224,C1(NC(C)C2C=CC=CC=2O)=C(C)N(N(C2C=CC=CC=2)C1=O)C,0100000000000000000000000100000001000000000000000000000000000000100000000001000000000000000000000000000000000000001000000110000010000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000010100000000001000000000000000000000000000010000000001000000000000001000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000010010100000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000010000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100000100000000000000000000000000000000000000
mol225,N1(C2=CC=CC3C=CC=CC2=3)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O,0000000000000001000000000000000000000000000000000000000000000001100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000100000001001000000000000000000100010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000010000000000000000000000000000000000000000000000000001000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000001000000000000000000000000010001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000000000000000000000000
