mol,smiles,fingerprint
mol565,N(=O)(=O)C1C=C(C=CC=1Cl)/C=N/NC(COC1=CC=C(C=C1)C(C)(C)CC(C)(C)C)=O,0000000000000000000000000100000001000000010000000000000000000000000000000000000010000000000000000000001000000000001000000000000010010000000000000000000000000000000000000001000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000001000110000000000000000000000000010001010000000001000000000000000000000000011000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000100000000000000000000000000000000000001000000000010000000010000000010000001000000000000000100000010000110000000000000000000110100000011000000100000000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000100001000001001000000000011000000000010000000000000000010000000000000000000000000000001000000000000001000000000000000000000000000000000000000010000000000000000100000000000100000000000000
mol566,C1(OC)C(OC)=CC(=CC=1OC)/C=N/NC(=O)CC1C=CC=C2C=CC=CC=12,0000000000000001000000000000000001000000010000000000000000000001100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000001000000000000000000000000001000000001000000100000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000110000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000001000000000101000001001000000000001000100000010000000000000000010000000000000000000000000001001000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000
mol567,N1C(=O)C(SC1=S)=CC1=CC=CC=C1OCCOC1C=CC=CC=1OC,0000000000000100000000000000000101001000000000000000000000000000101100000000000010000000001000000100000000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000010000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000010000000000000000000000001000000000000000110000000000001000000000000000000000000000000000000000000000000000010000000000000000010000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000000000000001100000100000000001110000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000100000000000010000000000000000000100000000000000100000000000000000000000000000000000000000000000000000000001000
mol568,N(=O)(=O)C1=CC=C(C(Br)=C1)OCC(=O)N/N=C/C1C=C(Br)C=C(Br)C=1OC(=O)C1=CC=CO1,0000000000000000000100000000000000000000011000000000000000100000100000000000000010000000000000100000000000000000000000000000000010000000000000000100000000000000000100000001000000000000000000001000000001000000010000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000001000010000000001000000000000000000000010000000001000000000000000001000000000000000000000000000000000000000000010000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000001000000000000000000010000011000000000000000100000000000000000000110000000001000000000100000000011010100000000000000000000001000000000000000000000000000000010100100000000000000001000000000000000000000000010000100001000001001000001000001000000000010000000000000000010000000010000011000000100000001000000000000001000000100000000000000100000000000000000010000000000000000000000000000000000000000000
mol569,N1(C2=CC=CC=C2)C(SCC(=O)NN=CC2=CC=C(C(OC)=C2OC)OC)=NN=C1C1C=CC=CC=1,0000000000010000000000000100000001000000010000000000000000100000100000000100000010000000000000100000000000000000000010000000000010000000100010000000000000000000000000010000000100000000000000000000000001000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000010000000000100010000000000000000000001000001000010000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000010110000100000000000000000000010000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000110010000000000000000000000000011000000000100000000001000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000101000001001000000000001000000000000000000000000000010000010000000000000000000000001000000000010000000000100000000000000100000001000000000000000000000000000000000000000000000000000000
mol570,C1(=N/NC(COC2=C(C)C=CC=C2C)=O)/C2C=C(Br)C=CC=2NC/1=O,0001000000000001000000000000000001001000010000000000000000000000100000000010000010000000001000000000000000000000000000000000000010000100000000100000000000000100000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000010001000010000000001000000100000000000100010000000000101000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000010000000000000000000000000000000000000000000010010000000000000000000000000011010000000000000000000000000000000100000100000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000010000000000000001000000000000000000100000000000000000000000000000100000000000000001000010000100000000000000000000000000000000000000
mol571,C(=O)(NC1=CC=C(C=C1)Cl)NC1=CC(C)=CC=C1C,0000000000000000000000000000000001000000000000100000010010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000010000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000001000000000000000000000000000000000000000010000000110000000100000000000000000000000000000010000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000001000000100000001000000001000000000000000000000000001000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000010000000000
mol572,C1(C(Br)=CC(=CC=1/C=N/NC(COC1=CC=C(C=C1)C(C)(C)CC(C)(C)C)=O)Br)OC(=O)C1=CC=CO1,0000000000000000000100000000000001000000011000000000000000000000100000000000000010000000000000000000001000000000001000000000000010000000000000000100000000000000000000000000000000000000000000001000000001000000010000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000110000000001000000000000000010000010000000000000000000000000001000000011000000000000000000000000000000000010000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000001000000001000000000010000000010000011000000000000000100000000100000010000110000000001000000000000100000011010100100000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000010000000001000001001000000000011000000000010000000000000000010000000010000011000000000000001000000000000000000000000000000000000100000000000000000010000000000000000100000000000000000000000000
mol573,C(NN=CC1C=C(C)C=CC=1OCCOC1=CC=C(C=C1)OC)(=S)NC1C=CC(=CC=1)C,0000000000100100000000000010000001000000000000000000010000000000000000000000000010000000000000100100001000000010000000000000000010000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000010000000000001000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000110010000000000000000000100000011000000000000000000001000000000000000000000000000000000100000000001000000100000001000000000000000000000001000000000101000001000000000000001000000000010000000000000000000010000000000000000000000000001000000000001000000000100000000000000100000000000000000000000000000000000000000000000000010000000000
mol574,C1(=CC2C=C(N(C3C=CC4C(=CC=CC=4)C=3)C=2C)C)C(=O)NC(N(C)C1=O)=O,0000000000000000000000000000000001001000000000000000000000000001100000000000100000000000001000001000000000000000000000000100000000000000000000000000000000000000100000000000000100000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000010000000010000000000000000000000010000000100000000010000000000000000000000010000000000000000000000000000000100000000000000000000000000000000110000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000100010000000000000000000000000000000000000000000100010000100000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000100001000000000000000000000000000001000000000000000001000000000000000000000000010011000100000000000000000000000000000000000000000000000000010000000001000000000000000100000001000000000000000001000000000000000000000000000000000000
mol575,C(=CC1=CC=C(C=C1)OC(C)C)(NC(C1C=CC=CC=1)=O)C(=O)N1CCCCC1,0110100000000000000000000100000001000000000000000000000000000010100000000000000000000010000000110000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000100000000000100000000000000000000000000000000000000100000000000000000000000000000000010000100000001000000100000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000100000000000000000000000000000110000000000000000000000100010001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000010001000010000000000000000001000001100000010000010000000000100000000000000000000000100000000000000
mol576,C1(=CC(O)=CC=C1O)/C(/C)=N/NC(COC1=C(C)C=CC=C1C)=O,0000000000000001000000000000000001000000010000000000000000001000100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000001000010000000001000000000000000000000010000000000100000000000001000000000000000000000000000001000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010010100000000000000000000000011100010000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000010000000000000000000000000000000000100000000000000000001000000000000000000100000001000010000000000000000100000000000000000001000000
mol577,N(C1C=CC=CC=1Cl)C(CCC(=O)N/N=C1/CCCC/1)=O,0000100000000000001000000000000000000000010000000000000000000000100000000000000010001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000100000001000000000000000000000100000000000000010100000001001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000001000000001000000000000000000000000000000000000000000010000000000000000000000000000001010000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000
mol578,N(C1=CC(C)=CC=N1)C(CC1=CC=C(C=C1)Cl)=O,0000000000000000000000000000000001000000010000100000000000000000000000000001000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000100010000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000010000000000000000000000000001000101000000000000000000000000000000000000000000000000000000100001000000100000001000000001000000000000000000000000010000001000000000000000000000000010000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000000
mol579,N(/NC(=O)CC1C=CC=C2C=CC=CC=12)=C(/C)\C1=CC=C2C(OCCO2)=C1,0000000000010001000000000000000001000000010000000000000000000001100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000100000001000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000110000010000000000000000100000000000000000000000000100000000000000000000000011000010000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000010000000000101000000000000000000000000010000010000000000010001000000000000000000000001000010000000000000100000000010000000000000000000000000000000000000000000000100000000000000000001000000
mol580,N1(N=C(CC1(O)C(F)(F)F)CCCCC)C(=O)C1C=CC=CC=1Cl,0000000000000000000000000000000001001000000000000000000001000000100000000000000010000000000000000000100000000000001000000000000000100000000000000000000000000000100000000000000100000000000000000010000000000000000000000001000000000000010000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000010000000001000000000001000000000000000000000000000000000000000001001000001000000000000000000000000000000000000000000000000001000001001000000000000000000010000000000000000000000000100000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000010000000000010000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000010000010000000000100000000000000000000010010000010000100000000000000000000000000100000010000000000010000000000000000000000000000000000000
mol581,C1(=N/NC(=O)CC2C=CC=C3C=CC=CC=23)/C(=O)NC2C=CC(=CC/1=2)N(=O)=O,0001000000000001000000000000000000001000010000000000000000000001100000000010000010000000001000000000000000000000000000000000000010000000000000100000000000000100000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000001000000000000010001000000100000001000000100000000000100010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001000000000000000000010000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000001000000000000000110000000000000000000000000000000000000000000000000000000000000000100000000011000000000000000000000000001000000100000000000000000000000010000100000000000000001000000000000000000000001000000100000000001000000000000000000000000010000000000000000010000000000000000000000100001000000000000000001000000000000000000100000000000000000000000000100000000000000000000000000000000000000
mol582,C(=O)(C1C=CC=CC=1C)NC1C=CC(=CC=1)C(=O)NNC(COC1C=CC(=CC=1Br)C)=O,0000000000000000000000000000000001000000010000000000010000100000100000000000000010000000000000100000000000000000000000000000000010000000000000000000000000000000000100000000000100000000000000011000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000010000100001100000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000010000000000000000000000100000000000000000000010010000000000000000000000000001010000000000000000100000000000000000000000000000000000000000000001000000100000101000000000000000000000000010000000001000101000000000000100000000000010000000000000000010000000000000000000000000000000001000000000000001000100000001000000000000100000001000010000000000000000000000000000000010000000000
mol583,C12N=CN(CC(=O)NC3C=CC(=CC=3)S(=O)(=O)NC(C)=O)C=1C(N(C)C(=O)N2C)=O,1000000000000000000000100000000001000000010000000000010000000000000000000000000010000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000010000100000010000000000000000000000000000000000000000001000000000010000000000000010000000000000000000000100001000000000000000000100000010000110000000000100000000000000000011000010000000000000000000001000000000000000000000100000000000000010001000000010010000000000000000000010000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000001000000000000000000001000000000000001000000000000000000000000000000000001000001000000000000000000000000000000000100000000010000000100000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
mol584,C1(Br)OC(=CC=1Br)/C=N/NC(COC1=C(C)C=CC=C1C)=O,0000000000000001000000000000000001000000010000000000000000000000100000000001000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000001000000000000000000000010000000000100000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000100000000000000000000000000000000000000000010000010000000000000000000000000000000000000110010000000000000000000001000011010000000000000000000000000000000000000000010000000000000000000000010000000000001000000000000000000000000010000000001000001001000000000001000000000010000000000000000010000000000000000000000000000001000100000000000000000000000010000000001000000000001000010000000000000000000100000000000000000000000
mol585,S(=O)(=O)(N(CC)CC)C1=CC=C(C=C1)NC(=S)NC(COC1C=CC=CC=1)=O,0000001000000000000000000000000001000000010000000000010000000000100000000000000010000000000000010100001010000010000000000000000010000000000000000000000000000000000000000000000100000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000100000000000000100100000000000000000000000000010000010000000000000000000000000000000010000000000000000000000100000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000100000000001000000000000000000000000000000000000000000000000000000000010000001000000000000101000000010000000000000000000000000101000001000000000000010000000000000000010000000000010000000000000000000000000000100000000010001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000
mol586,C1(=CC=C(/C=N/NC(COC2=CC=C(C(C)=C2)C)=O)O1)C1=CC(Cl)=CC=C1Cl,0000000000000000000000000000000001000000010000000000000000000001000000000000000010000000000000000000000000000000000000000100000010000000000000000000000000000000000001000000000000000000000000001000000000000000000000001000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000001000110000000010000000000000000000100010000000101100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000001000000010000010010000001100000000000000000000000000110010000000000000000000100000011000000000000000000000000100000000000000000010000000000000000000000010000000000001000000001000000000000000000000000001000001001000000000011000000000010000000000000000010100000000000000000100000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000
mol587,N1(C2CCCCC2)C(SCC(=O)NN=CC2=CC=CC=C2C(O)=O)=NN=C1C1=CC=C(C=C1)Cl,0010100000000000000000010000000000000000010000100000000001000000100000000000000010000000000000000000000000000000000010010000000010000000100010000000000000000000000000000000000100000000000000000000000001000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000010000000000000010000000000000000000001000001000010000000000000000000000000000000001010000000000000001000000000000001000000000000000000000000010100000100000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000110000000010000000000000000000000000000000000100010000000000000000000000000011000000000000000000001000000000000000000000000000000000000000000000000000000000001000000001001000000000000000000000001000001001000000000001000000000000000000000100010010010000000000000000000000000001010000000010000000000000000000000000100000101000000000000000000000000000000000000000000000000010010
mol588,C1(=N/NC(COC2C(C)=CC=CC=2C)=O)\C(=O)NC2C(=CC(Br)=CC\1=2)Br,0001000000000001000000000000000001001000010000000000000000000000100000000000000010000000001000000000000000000000000000000000000010000000000000000001000000000100000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100000001001000000000000010001000010000000001000000100000000000100010000000000101000000000000000000000000000000001000000001000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001000100000000000000000000000001000000000000000010000000000000000000000000000000000000000000010010000000000000000000000000011010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000001000000000000000000000000010000000000000000010000000000000011000000000000000000100000000000000000000000000000000000000000000001000010000100000000000000000000000000000000000000
mol589,C12N(C)C(=O)NC(=O)C=1N(C(SCCCCCCCC)=N2)C(C)C,0100010000000000000000000000000001000000000000000000000000000000000000000000000010001000001000000000000000000000000010010100000000000000000000000000000000000110000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000100000000001000000000000000000010000000000000000000000000010000000000000010000000000000000000001100000000000000000000000000000000000010001000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000001000000100000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000001001000000010000001000000000000000000000000000010000000000000000000000000000010000001000000000000000000000100000000100000000000000000000000010000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol590,C12C=C(C=CC=1C(C)=CC(=O)O2)OCC(=O)NCC(O)=O,0001000000000010000000000000000001000001010000000000000000000000000000000000000010010000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000000001000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000001000001000000000000000010000000000100000000000000000000011000000000000000100000000010000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000010010000000000100010000100000001000000000000000000000000000000000000000000000000000010000100000000000000000010001000000000000000000000000000000000000000001001000000000010000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000
mol591,N(=O)(=O)C1=CC=C(C(Br)=C1)OCC(=O)N/N=C/C1=CC=C(C(OC)=C1)OC(C)=O,0000000000010000000000000100000001000000010000000000000000100000000000000000000010000000000000100000000000000000000000000000000010010000000000000000000000000000000100000001000000000000000000001000000000000000000000000000010000000000000000000000000001100000000000000000000000000000000000000000000000000000000001000000001000010000000000000000000000000000000010000000001000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000110000000001000000000100000000011010000000000000000000000101000000000000000000000000000000010000100000000000001001000000000000000000000000010000100101000001001000001000001000000000010000000000000000010000000000000000000000100000001000000000100001000000100000000000000000000000000000000010000000000000000000000000000100000001000000
mol592,C1(C(=O)NNC(=O)C2=CC=CC=C2Cl)=C(O)C2C=CC=CC=2N(CCC)C1=O,0000000000000000000000000000000001000001000001000000000000000000100000000000000010000000000000000000000000000000000000000100000010000000000000000000000000000000100000000000000100000000000000000000000000100000000000010000000000000000000000000000000000000000000001000000000000000000000000000000001000000000000000000010000000000000000001000000000000000000000010000000001000000000000000000000000010000000000000000000000000000001000000000000000000000000000000010000000000000000000100000000001000000000000000001000000000000000000000000000000000000000000001000000000001000000000001000010000000100000000000000000000000000000000000000000000000000000000000000010100000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000010000000101001000000000000100000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000001000000000000000000000000100000010000000000000000000000000000000000000000000010000
mol593,C1(/C=N/NC(COC2=CC=C(C(C)=C2)C)=O)C=C(Cl)C=CC=1O,0000000000000000000000000000000001000000010000000000000000000000000000000000000010000000000000000000000000000000000000000000000010000100000000000000000000000000000001000000000000000000000000001000000001000000000000001000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000110000000000000000000000000000000010000010000100000000000000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000010000100000000000000000000000000000000000000000000000000000000000000000010000000010000000100000000000000000000000000110010000000000000000000100000011000000000000000000000000100000000000000000000000000000000000000000000000000000001000000001000000000000000000000000001000001001000000000011000000000010000000000000000010000000000000000000000000000001000000000000000000000000000000000010100000000000000000010000000000000000000000000000000000000000000
mol594,S(C)(=O)(=O)N(C1C=CC=CC=1)CC1C=CC(=CC=1)C(=O)NC1=CC=CC=C1C(=O)NC(C)CC,0100000000000000000000000000000001000000000000100000000000000000101000001000000011000000001000000000000000000000000001000101000010000000000000000000000000000010000000000000000100000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000100001000001000000000000000100000000000000000000000000000000000000010000010000100000000000000000000000000010000000000000000000000000000000001000000000000000000000000000010001000000000000000000000000000001000000000000000000001000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000001001000000000001100000000000000000010000000000000000000000000000000001000100000000000000100000000000000000000000001000000000000000000001000000000000001000000000000000000000000000000000000000001000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000100000000000000000000000000000
mol595,N1(C2=CC=CC=C2)C(SCC(=O)NN=CC=CC2=CC=CC=C2N(=O)=O)=NN=C1C1=CC=C(C=C1)C(C)(C)C,0000000000000000000000000100000001000000010000000000000000100000100000000000000010000000000000000000000000000000001010000000000010000000100010000000000000100000000010010001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000010000000000010000000000101010000000000000000000001000001000010011000000010000000000000000000000010000001000000001000000000000000000000000000000000100000010110000100000010000000000000000000000000000000000100000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000100010000000000000000110000000011000000000100000000001000001000000000000000000000000000000000000000000000001000001000000000000000000000000000100100001000001001000000000000000000000000000000000000000010010000000000000000000000000000000000000010001000000000000000000000100000001000000000000000000000000000000000000000000000000000000
mol596,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1=CC=C(C=C1)O,0000000000000001000000000100000000000000010000000000000000000001100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000100000000000000000001000000001000000100000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000100000000000000000000000000000011000000000000000000100000000100000000000000000000000000000000000000000000000000001000000000000000000000001000000000001000001001000000000001000000000000000000000000000010000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000
mol597,C(=O)(C(=O)NCC1CCCO1)NC1=CC=CC=C1OCC,0000100000000000000000000000000001000000000000000000000000000000100000001000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000001000000000010010000000000000100000000000000000000001010000000010000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000010000100000100000000000000000010000000000000000000010000000000000000010010000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000010000000000000011000000000000000000000010000000000000000000000000000101000000000000000000010000000000000010000000000000000000000000000001000000000100001000000000000010000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000010000
mol598,C1(/C=N/NC(=O)CC2C=CC=C3C=CC=CC=23)C(OCC)=CC=C2C=CC=CC=12,0000000000000001000000000000000001000000010000000000000000000001100000000000000010000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000010000000000100000000000000000000001000000000000000001000000000000000000000000000000000000001000000000000000000000001000000100000001000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000010010000100000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000110000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000001000001001000000000001000000000000000000000000000010000000000000000000000000001001000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000000000
