mol,smiles,fingerprint
mol511,N(=O)(=O)C1C=CC=C(C=1)C(=O)N1CCN(CC1)C1C=CC(=CC=1)F,0000000000000001000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000001000010000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000001010100000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000001000000000000000000000000000100010000000000000000000000000000000000001000000000001000000000000000100000000001000000000000000000000000001000000000000000000000000000000010000000000000001000001000000000000000000000000000000100000000001000000000000000000000000010000000000000000010000000000100000000000100000000010000000010001001000000000000000000100000000000000000000000100000000000000000000000000000000000000
mol512,C(=O)(N(C)C1C=CC=CC=1)C/C(/C)=N/NC(COC1C=CC=CC=1C)=O,0000000000000000000000000000000001000000010000000000001000000000100000001000000010000000000000000000000000000000000000000000000010000000000100000000000000000000000100000000000100000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000010000000000000001000000000000000010000000000100000000000000000010010000000000000000000000000000010000000010000000000000000000000000010000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000010010100000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000101000000000000000000000000001000010000000100000000100000000000000000001000000
mol513,C(=O)(C1=CC=C(C=C1)Br)NC1C=CC(=CC=1)OC1C=CC(=CC=1)C(C)(C)C1=CC=C(C=C1)OC1=CC=C(C=C1)NC(=O)C1C=CC(=CC=1)Br,0000000010000000000000000000000001000000000000000000110000000000000000000000000000000000000000000000000000000000001000000000000010000100000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000100000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000100000000000000010000000010000000000000000000000100000100000000000000010000000000000000000000100000001010000000000000000000000000000000000000000001000000000000000000001000000000000001000000000000000000000000000000000001000001000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000
mol514,C1(OC2=C(C=CC=C2)N=1)N/C(/N)=N/C(=O)C1=C(Cl)C=CC(=C1)N(=O)=O,0000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000010000000000000000000000010000000000010000001000000000000000000000001000100000000000000000000000000000000000010000000000000000000000000000000000000100000000000001000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000001000000000001000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000000001000001000000000000000000000000000000000000000000000010000010010000001000000000000000000000010000000000000000010000000100000000011000000000000001000000000001000000000000000000000010000000110000101000000000010001000000000000000000000001000000100000000001000000000000100000000000010000000000000000010000000000000000000000100000000000000000000001000000000000000000000000100100000010000000000000000000000000000000000000000001000000
mol515,C1(C=CC=CC=1OC)C(=O)N/N=C/C1=CC=C(C=C1)C#N,0000000000000000000000000100000001100000000000000000000000000000100000000000000000000000000000000000001000000000100000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000001000000000000000000000000000000000010001000000001000000000000000000000000001000000000010001000000000000000100000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000110000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000101000001000000000000001000000000000000000000000000010000000000000000000000000000001000001000000000000000100000000000000000000110000000000000000000000000000000000000000100000000000000
mol516,C(=O)(NN=CC1=CC=C(C=C1)OCC1=CC=CC=C1)C1C=CC=C(Cl)C=1,0000000000000001000000000100000000000000001000000000000000000000100000000000000010000000000000000000001000010000000000000000000010000000000000000000000000000000000001000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000001000100000000000000000000000000000000010000100000000000000000000000010010000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010001000010000000000000000000000000000000000110000000000000000000000100000011000100000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000001000000001000001000000000000001000000000010000000000000000010000000000000000000000000000001000000000000000000000000000000000000100000010000000000000000000000000000000000000000100000000100000
mol517,C1(C=O)C=C(Br)C=C(OC)C=1O,0000000000000000000000000000000001000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000000010000001000000000000000000000000000000000000110000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000001000000000000000000000000010000000000000000000000000000000011000000000000000000000100000000000010100000000000000100000000000000000000000000000000000100000010000000000000000000
mol518,C12N(C)C3=C(C=CC=C3)C1=NN(C1C=CC(=CC=1)Cl)C(=O)C=2,0000100000000000000000000000000001000000000001100000000000000000100000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000010000000000000000000000001001000000000000000000000000000000000000000000000000000010000000001000000001000000000000000000000010000000000000000000001000000000000000000000000000000000000010001000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001001000000000100000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000101000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100001000000000000001000000000001000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol519,C(=O)(N/N=C/C1=CC=C(C=C1)C#N)C1=CC=CC(Br)=C1,0000000000000001000000000100000000100000000000000000000000000000100000000000000000000000000000000000001000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000010001000000001000000000000000000000000000000000000010001100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000010000000000000000000100000000000000000000000000000011010000000000000000000000000000000000000100000000000000000000000100000000000000001000000000000000000000000000000000001000001000000000000001000000000010000000000000000010000000000000001000000000000001000001000000000000000000000000000000100000010000000000000000000000000000000000000000100000000000000
mol520,N12C(C3=CC=CC=C3)=CSC1=NC(=O)C(=CC1=CC=C(C(OC)=C1)OCC1=CC=CC=C1C)C2=N,0000000000000000000000000100000001000000000000000000000000000000100001000000000010000000000000101000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000100000000000000000010010000000000000000000000001000000000000000000000000000000010000000000000000000000000000000010000000000100000010000000000000000000000010100000000100000000001000000000010000010000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000010000001000000000000000000000010000000000000000000000001010000000000000000000000000010100010000010000100000001000000000000000000110010000000000000000000000000001000000100100000000100000000000000000000000000000000000000000000000000000100001000000000001000000000000000000010001100000011000000000000000000000000010000000000000000000000000000000000000000000000000001000000010000001000100000000000000000000000000001000000000000000000000000000000000110000000000000
mol521,S(=O)(=O)(C1=CC=C(C=C1)F)N1CCCCC1C,0000100000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000100000000000000000110000000000000000000000000000010001010000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000010000000000000000000000000100000000001000000000000000100000000001000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000100000000000000000000010000000010000000000000000000000000000000000000010000000000000000000000000000000000000000000010000
mol522,S(=O)(=O)(C1C=CC(=CC=1)Br)NC1C=CC(=CC=1)C#N,0000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000010000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000010000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000010000000000100000000000010000000000000000000000000000000000000000100000000001010000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000100000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol523,C(CSCC1C=CC=CC=1Cl)(=O)N/N=C/C1=CC=CC=C1,0000000000000000000100000000000000000000010000000000000000000000100000000000000010000000000000000000000000000000000010000000000010010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000001000000001000000100010000000000000000000000000010000010001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000100000000000000000000000000000011000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000001000001001000000000001000000000000000000000000000010000000000000000000000000000001000000000010000000000000000010000000000000000000010010000000000000000000000000000000100000000000000
mol524,C1(O)(C(C)C(C2=CC=CC=C2)=O)C2C=CC=CC=2N(CC)C1=O,0100000000000000000000000000000001101000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000100000000001000000000000000000010000000001000000000000000000000000000000010000100000000000000000000000010010000000000000100000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000001000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000010000000000000000000000010001000000000000000000000000000000000000000001000000000000000000000000000000000000000001010000000000000000000000000000000000000000010000000000000000000010000100000000000000000000000000000000000000000000000000000000000000
mol525,C1(Cl)=C(C=CC(Cl)=C1)OCC(=O)NCC(OC)=O,0000000000000000000000000000000001000000010000000000000000000000000000000000000010010010000000100000000000000000001000000000000010000000000000000000000000000000000101000000000000000000010000001001010000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010001000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000001000000001000000000000000000000000100000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000100000000000000000000000000000000
mol526,N1(CC)C(=O)C(SC1=S)=CC(C)=CC1C=CC=CC=1,0000000000000000000000000000000101100000000000000000000000000000100000000000000010000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000001000000000000000000001000000000000000000010000000000000010000000000000000000000000010000000000000000000100000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010100000000000000000000001000000000000000001100000000000000000000000100010001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000001100000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000001000000000100000001001000
mol527,C(CSCC1=CC=CC=C1Cl)(=O)N/N=C/C1=CC=C(C=C1)F,0000000000000000000100000100000000000000010000000000000000000000100000000000000010000000001000000000000000000000000010000000000010010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000001000000001000000100000000000000000000000000000010000010001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000100010000000010000000000000000000000000000000000100001000000000000000000000000011000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000001000001001000000000001000000000000000000000000000010000000000100000000000000000001000000000010000000000000000010000000000000000000010010000000000000000000000000000000100000000000000
mol528,C1(=CC=C(C(=O)NC2=CC=C(C=C2)C)O1)C1C=CC(=CC=1Cl)Cl,0000000000000000010000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000001000000000000000000010000010000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000100000000000000000000000000010000000000000000000000000000000001000000010000010010000000000000000000010000000000000000010000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000001000000100000001000000001000000000000000000000000101000001000000000000000000000000010000000000000000010010000000000000000100000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000
mol529,C(CSCC1C=CC=CC=1Cl)(=O)N/N=C/C1C=CC=C(Br)C=1,0000000000000001000100000000000000000000010000000000000000000000100000000000000010000000000000000000000000000000000010000000000010010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000001000000100010000000000000000000000000010000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000001000000000001000000000000000000000000000000000100000000000000000000000000000000000000000010000000010000000000000000000000000000000000100000000000000000000000000000011010000000000000000000000000000000001000100000000000000000000000000000000000000001000000000000000000000000000000000001000001001000000000001000000000010000000000000000010000000000000001000000000000001000000000010000001000000000010000000000000000000010010000000000000000000000000000000100000000000000
mol530,S(=O)(=O)(NC1=CC=C(C=C1OC)OC)C1=C(Cl)C=CC(Cl)=C1,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000101000000000000000000000000000000000010000000000000001000000000000000000000000000001001000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000010000010000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000110000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000010000001000000000000000000000000000010000000000000000000000100000001000000000000000000000000000000000000000100000000000000100000000000000000000000000000000001000000000000000100000000100000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000010000
mol531,N(=O)(=O)C1C=CC(=C(NC(COC2C=CC=C(C)C=2)=O)C=1)C,0000000000000001000000000000000101000000010000000000000000000000100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000010001000000000000000000001000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000001100000000000000000000000000000000000000010000000100000000100000000000000000000000000010010000000010000000100000000001000000000000000000000000001000000000000000000000000000000010000101000000100000001000000000000000000000000000000100000000001000000000000010000000000010000000000000000010000000000000000000000100000001000000000000001000000000000000000000000000000000000000010000000000000000000000000000000010000000000
mol532,C(CSCC1=CC=CC=C1Cl)(=O)N/N=C/C1=CC=C(C(OC)=C1)OCC=C,0000000000000000000100000100000001000000010000000000000000000000100000000000000010000000000000100000000000000000000010000000000010010000000000001000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000100000000000001000000001000000100000000000000001000000000000010000010001000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000100000001000000000001000000000000000000000000000000000000000000000001000000000000000000000000000010000000010000000000000000000000000000000000110000000000000000000000000000011000000000000000000000000000000000001000000000000000000000000000000000000000001001000000000000000000000000000000000101000001001000000000001000000000010000000000000000010000000000000000000000000000001000000100010000100000100000010000000000000000000010010000000000000000000000000000000100000000000000
mol533,N(C1=CC=C(C=C1)NC1C=CC=CC=1)=CC1C=CC(=CC=1)O,0000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000100000000000000000000011000000000000000000100000000100000000000000000000000000000000000000000000000000001000000000000100000000010000000000001000001000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000100000000000000
mol534,C(=O)(N1CCN(CC1)C)C1=C(C=CC=C1Cl)Cl,0000000000000011000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001001000100000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000010000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000010000000010000001000000000000000000000000000000010000000000100000000000000000000000000000000000000
