mol,smiles,fingerprint
mol800,S(=O)(=O)(C1=C(C)C=C(C=C1C)C)NC1C(CC)=CC=CC=1C,0000000000000001000000000000000001000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001000000000000000000001000000000100000000000000000000000010000010000000000100000001000001000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000010001000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000010001000001000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100
mol801,N(=O)(=O)C1=C(Cl)C=CC(=C1)C(=O)NC1=CC=C(C(C(F)(F)F)=C1)Cl,0000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000001000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010010000000000000000000000000000000000000000001010000100001000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000001000010000000010000001000000100000000000000000000000000000000000000000110000000001000000000000000000000000001000000000000000001000000000000000000001000000000000001010000000000000000000000000000100001000001000000000000000000000000010000000000000000010000000000100000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000010000
mol802,C12=C(O)CC(CC1=NC1=C(C=CC=C1)N(C(CC)=O)C2C1=CC=C(C=C1)F)C1C=CC(=CC=1)C(C)(C)C,0000000000000000000000000000000001000000000000000000000000000000100000000000100010000000001000000000000000000000001000000000010000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000001000000001000000000000001001000000000000100000000000000000000001000000000000000000001000000000000000000000000000001000000000010000000000000000000001000000010010011010000000100000000100000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000001000000000000000000010000000000000000000000000000000100000000000010000000000000000010000100010000000000000001000000000000000000000000000000001000000000000000000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000010000000000000000000000001000000000000000000000000000000000000000000010000100000100000000000000000000011000000010000000010001000000000000000000000000000100000000000000100000000000000000100000000010000
mol803,C(COC1C=CC(=CC=1)C)(=O)NC1=CC=C(C=C1)NC(COC1C=CC(=CC=1)C)=O,0000000000000000000000000000000001000000010000000000010000000000000000000000000010000000000000000000001000000000000000000000000010000000000000000000000000000000000000010000000000000000000000011000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010010000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000001000000100000001000000000000000000000000000000000001000001000000000000010000000000000000000000000000010010000100000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000
mol804,C1(=CC2C=CC(=CC=2OC1=O)OC(C)=O)C1SC=C(C2C=CC(=CC=2)OC)N=1,0000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000010000000010000001100100000000000000000000000000100010000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000001000000001001000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000010000000000100000001000000000000000000010000000001000000000000100000001000000000000000000000000100000000000000000000000000010100100000000000000000000001000000000000000000000001000000000100000001000000000000000000000000010000000000000000010010000000000000100000000000000000000000000000000000010000000000000000000000000000000010010000000000000100000000000000000001000000
mol805,C(=O)(NNC(CCC1C=C(C(C)(C)C)C(=C(C(C)(C)C)C=1)O)=O)C(=O)NNC(CCC1=CC(C(C)(C)C)=C(C(C(C)(C)C)=C1)O)=O,0000000000000010000000000000000001000000010000000000000000000000001000000000000010000000000000000000000000000000001000000000000010000000000000001000000000000000000000000000000000000000001000000000000000101000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000100000000000000000010100000000000000000000000000000000110000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000001100000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol806,N1C(N2CCCC2)=NC(=NC=1N1CCCC1)NN=CC1C2=CC=CC=C2N(CCOC2=CC=C(C=C2C)C)C=1C,0000100000000100000000000000000001000000000001100000000000000000100000000000000110000000000000100000000000000000000000000100000010000000000000000000000000000000000000000000000100000000000000000000000000001000000000010000000000000000100100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000010000000000100000000001000000000000000000000000000010000010000000000000010010100000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000110010100000000000000000000000011000100000000000100000000000010000000000000000000000000000000000000000000100100000100000000001000000000011000000000001000001000000000000001001000010010000000000000001000000000000000000000000000000000010000000010000000000100000000000000000000000000010000000000000100000000000000000000001010000000000
mol807,N(=O)(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)NC(=O)C1=CC=CC=C1C,0000000000000000000000000000000001000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000001000100000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000100000000001000000000000000000000000001000000000000000100000000000000010000101000000000000101000000000000000000000000000000100001000101000000000000000000000000000000000000000000010010000000000000000000000000000001000000000001100000000000001000000000000100000001000000000000000000000000000000000000000000000000
mol808,C1(C2=CC=CC=C2Br)OC2=C(C=C(C=C2)NC(=O)C2=CC=C(C(C)=C2)N(=O)=O)N=1,0000000000000000000000010000000001000000000000000000000001000000100000000100000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000000001000100000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000000000101010000100000100001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000000000000000000000000000000000010000010000000000000000100000000000000000000000010000000000000000110000000001010000010000000000000000001000000000000000001000000000000101000001100000100010001000000000000000000000001010000100001000001000000000000000100000000010000000000000000010000000000000000000000000000000000000000100101000000000000001000000000000000000000000000001000000000000000000000000000000000000000
mol809,S(=O)(=O)(NC1C=CC(=CC=1)I)C1C=CC2=C(C=CC=C2)C=1,0000100000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000011000001000010000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000100000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000
mol810,N1C=C(CCCCC)C=CC=1C1C=CC(=CC=1)CCCCCC,0100000000000000000001000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000100000000000000000000000000001000000000000000010000000000000000000001000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001010000000010000000000000000000000000000000000000000000000000010000000000000000000000000000001010000000000000000000000000000000000000000000
mol811,C(CCC1C=CC=CC=1)(=O)NC1=CC=C(C=C1)I,0000000000000000000001000000000000000000011000000000010000000000101000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000100000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000001000001000000000000000000000000000000000000000000010000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000
mol812,S(=O)(=O)(C1C=CC(=CC=1)OC)N(CCC1C=CC=CC=1)CC(=O)NC1=CC=CC(C(C)=O)=C1,0000000000000001000001000000000001000000011000000000000000000000100000000000000010000000000000000000000100000000000000000000000010000000000000000000000000000000000000100000000100000000100000010000000000000000000000000001000000000000000000000000000000000000100000000000100000000000001000000000000000000000100000000000000100100000000000000000000000000010000010000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000010000000100000000000100100000001000100000000000000000000000000000000000000000000000000100000000001000100000000001000010010000000000000001000000000100000001000000000000000000000000010000010000000000010000001100000000000000000000100001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000
mol813,C(=O)(C1C=CC=C(I)C=1)NC1=CC=C(C=C1)I,0000000000000001001000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000010000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000100000000000001000000000000001000000000000000000000000000000000001000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000010000001000000100000000000000000000000000000000000000000000000000000000000000
mol814,C1(NN=NN=1)C(CC1C=CC(=CC=1)OC)C(=O)NC1C=CC=CC=1OC,0100000000000000000000000000000001000000000000000000000000000000100000000110000110000000001000000000000000000000000000000000000010000000000010000000000000000000000000000000000100000000001000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000100000000000100000000000000000000000000000000010000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000001000000010000000000000000010000000000000000000001000000000000000000000010000000000000000000000100000101000100000000000000000000000000000000010000000000000000100000000001000000000010001000000000000000000000001000001000100001001000000010000000000000000000000000000000000010000000000000000000010000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000100000000000000000
mol815,S(=O)(=O)(C1=CC=C(C=C1)NC(C)=O)NC1=CC=CC(=C1)NC(C)=O,0000100000000001000000000000000001000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000100000000001000000000000000011000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000001000001000000000000000000000000010000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
mol816,N12CN(C3C=CC(=CC=3)Cl)CN=C1SC(C2=O)=C1C2C=C(OC)C=CC=2NC1=O,0000000000000000000000000000000001001000000000100000000000000100000000000010000000000000001000000000000000000000000000000000000000000000000000100000000000000000011000000000000000000000000000000000000000000000000000001001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100010000000000001000000000000100010000000000000000000001001000000000000000000000000010000000000000000000000001000000000000000000000010000000010000000100000000000000000000000000100001000000010000000000000010000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000101000000000000000010000000010000000000000001000000000000000000010000000000100000000000100000001000100000000000000000000000000000000000000000000000000100000000000000000001000000000000001000000100000000000000000100000001000000000000000000000000010000010001000000000000000000000000000000000000000010000000010000000000001000000000100000000000000000000100000000000000000000000000010000000000000000
mol817,N(=O)(=O)C1=CC=CC(=C1)C(=O)NC1C=CC(=CC=1)I,0000000000000001000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010001000000000000000010000000000000000000000100000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000100000000001000000000000000000000000001000000000000000001000000000000010000001000000000000001000000000000000000000000000000100001000001000000000000000000000000010000000000000000010000000000000000000000100000000000000000000001000000010000001000000100000000000000000000000000000000000000000000000000000000000000
mol818,C1(=CC=C(C=C1Cl)Cl)C(=O)NC1C=CC(=CC=1)I,0000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000001000000000000000000010000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000010000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000001001000000001000000000000000000000000001000101000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000010000001000000000000100000000000000000000000000000000000000000000000000000000
mol819,C(=O)(C1C=CC(=CC=1)Cl)NC1C=CC=CC=1Br,0000000000000000000000000000000000000000000000100000000001000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000010000000010000000010000000000001100000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000001000000000000000000001000000000000001000000001000000000000000010000000000000001000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000000000
mol820,C1(=NC2C=CC(=CC=2)Cl)SC(C(=O)NC2=CC=C(C=C2)OC)CC(=O)N1CCC1C=CC(=CC=1)F,0000000000000000000001000000000001000000000000100000010000000000000000000000000010000000001001000000000010000000000000000100000010000000000000000000000000000000000000000000000000000000000000010000000000100000000000001001000000000001000000000000000000000000000000010000000000000000000000000010000000000000000000100010000000100000000000000000000000000000000010000000000000000000000000000010000000100000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000001000000000000000000000010000000000001000000000000000000000000000000000101000000000000000000000000001000000000000000000000001000000000000000000000000000000000100010000000010000000000000001000000000000010000010001000000000000000000100000011000100000000000000000000000000000010000000000001000000100000000001000001000000001000000001000000000000011000000000101100001000000000000000000001000000000000000000000010000000000100000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000
mol821,C1(C(=CC=CC=1N(=O)=O)C(OCCCC)=O)C(=O)NC1=CC=C(C=C1)C(C)=O,0000000000000101000000000000000001000000000000010000010000000000100000000000000010000000000000000000000000000000000000000000000010000000000000000101000010000000000010000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000001010000100000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100001000000000000000000000000010000000000000000000000000000000110000000000000000000000100000000000000000000010000000000000010000110100000001000000000000000000000000001000000000000000000000000000000000000001010100000000001000000000000000000000000000000100001000001000000000000000000000000000000000000010000010000000000000000000000000000000000000000000001000000000000001000000000000100100000000000000000000000000000000000000000000001000000
mol822,N1(C(C)=CC=C1C)C1C(C)=CC=C(C(O)=O)C=1,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000100000000000000000000010000000000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000010000000000000000100000100000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000010000000100000000010000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000
mol823,S(=O)(=O)(NC1=CC=C(C=C1C#N)N(=O)=O)C1C=CC=C2C=1C=CC=C2S(=O)(=O)NC1C=CC(=CC=1C#N)N(=O)=O,0000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000001000100000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000010000010001100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000100001000000000000000000000110000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000100000000001000001000000000000000000001000000000000100000000000000000010000100000000000000000000000000000000000000000100001100000000001000000000000000000000000010000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000
mol824,N1(CC2=CC=CC=C2)C2C=CC=CC=2C=C1CC(=O)NC1C=CC=CC=1,0000000000000000000000000000000000000000011001000000010000000001100000000000000010000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000010000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000100000010000000000000001000101000000001000000000000000000000000000000000000000000000000001000000000100001000000000000000000000101000000000000000001000000000000000000000000010000000000000000010000000100000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol825,N(=O)(=O)C1=CC=C(C(Cl)=C1)C(=O)NC1C=C(C)C=CC=1OC,0000000000000000000000000000000001100000000000000000000000000000000100000000000000000000000000100000000000000000000000000001000010000000000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000100000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000010010000000000000000100000000011000000000000000000000000001000000000000000000000000000000010000101000000100001001000000000000000000000000000000100100000101000000000000000000000000010000000000000000010000000000000000000000100000000000000000000001000000110000000000000000000100000000000000000000000000000000000000100000010000000000
mol826,O1C(C2C=CC=CC=2)=CC=C1C(O)=O,0000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000100000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010010000010000000000000000000000000000000000000000000000000000000000000000000001000100000100000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000001100000000000000100000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol827,N1(C2C=CC=CC=2C)C(=O)C2C(C3OC2C=C3)C1=O,0000010000000000000000000000000001000000000000000000000000010000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000010000010000000000000000010000000000100000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000010000100000000000000000000010000010000010000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000001010000000000000000000000000000000000000000010000
mol828,C(C(=O)OC(C)(C)C)(C(=O)OC(C)(C)C)(N(=O)=O)C1=NC(N)=NC(C(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)=N1,0100000000000000000000000000000001000000000000000000000001000010000100100000000000000010000000000000010000000000001000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000100000000001100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000010000000000000000100000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000010010000000000000000100000010000000000000000000000000000001000000000001000000000000000000000000000000000000010001001000000000000000000001000100100000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000
mol829,C(=O)(NC1=CC=C(C=C1)NC(C)=O)C1=CC=CS1,0000000000000010000000000000000001000000000000000000010000000000100000000000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000001000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000001000001000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000
mol830,C12=CC=CC=C1C(=CC=C2C=NC1=CC=C(C=C1)OCC)OC,0000000000010000000000000000000001000000000000000000000000000000100001000100000010000000000000100000001000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000100000000000100000000000000000000001000000000001000000000000000000000000000000000000000000001000000000000000000000000000100010000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000001000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000100000000010000100000000000000000000000000000000000000000100000000000000000000
mol831,C(=O)(C1=CC=CS1)NC1=C(OC)C=CC(OC)=C1,0000000000000010000000000000000001100000000000000000000000000000100000000000000100000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000001000000000000000000010000000000000000000000100010001000000000000000000000000000000000000000000000000000000100000000001000000000000001000000000000000000000000000000000100000001000000000000000000000000010000000000000000010000000000000000000001000000000000000000000000000000111000000000000000000000000000000000000000000000000000000000100000000000000000
mol832,C1(C(OCCOC2C=CC=CC=2)=O)=C(C)NC2=C(C(=O)CC(C3C=CC(=CC=3)Cl)C2)C1C1=CC=CC=C1F,0001000010100100000000000000000001001000000000100000000000000000100000000000000010000000001000000000001000000000000000000000000000000010000000000101000000000000000000000000000100000000000000000000000000000000000100001001000000000001000000000000000000000001110000000000001000000000000000000000000001001000000000000010000000100000000000000000000000000000000010000000000000010000000000000000010000010000000000000000000000000000000010000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001100000100000000000000000000000000000000000000000000000000000000001000000000000000000000010000000010000000000000010100000000000000000010011000000000000000000000000001000000000000000000000000100000000000000000000000000010000000000000000000000000001000000001000000000000000000000000000000001000000000000000000000000100000000000000000010000000000100000000000000000001010000000000000000000000000000000000000000000000000100000000000000000000000000001000000000000010000
mol833,N1(CC)C2C=CC=CC=2C2C=C(C=CC=21)NC(=O)C1=CC=CS1,0000000000000010000000000000000001100000000001000000000000000000100000000000000110000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000100000010000000000000000000000010000000000000000000000000100000000000000000001000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000010000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000010000000000100000000000001000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000001000000000100001000000000000000000000000000000000001000001100000000000000000000000010000000000000000010000000000000000000001000000100000000000010000000000000000001000000000000000000000000000000000000000000100000000000000000000000000
