mol,smiles,fingerprint
mol761,C(=O)(C1C=CC(=CC=1)Cl)NCC(=O)N/N=C/C1=CC=C(C=C1)C,0000000000000000000000000100000001000000010000100000000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000100000000000000000000000000000100001000000000000000000000000000000000000001000000001000000000000000000000000000000000000010000100000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000010000000000000100000000000000000100100010000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000100000001000000001000000000000000000000000001000001001000000000001000000000000000000000000000010010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000
mol762,N1(C2=CC=CC=C2)C(SCC(=O)NN=CC2=CC=C(C)S2)=NN=C1C1=CC=C(C=C1)C,0000000000000000000000000100000001000000010000000000000000100000100000000000000010000000000000000001000000000000000010000000000010000000100010000000000000000000001000010000000100000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000100010000000000000000000001000001000010000000000000000000100000000000000010000000000000001000000000000000000000000000000000000000010110000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000100010000000000100000000000100011000000000000000000001000000000000000000000000000000000000000000000000000101000001000000000000000000000000000000000001000001001000000000001000000000000000000000000000010010000000000000000000000000001000000000010000000000000000000000000001000001000000000000000000000000000000000000000000000000000000
mol763,C(/O)(\NCCCO)=N\C1=CC=C(C(Cl)=C1)Cl,0000000000000000000000000000000000000000000000010000000000000010000000000000000010000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000001000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000010000001100000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000010000000000000000001001000000000000000000000010000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol764,C1(C(=O)NC2=CC=C(C=C2Cl)Cl)=C(O)C2C=CC=CC=2N(C)C1=O,0000000000000000000000000000000001000001000001000000000000000000100000000000000000000000000000000000000000000000000000000100000010000000000000000000000010000000000001000000000100000000010000000000000010100000000000001000000000000000000000000000000000000000000001000001000010000000000000000000000000000000000000000010000000000000000001000000000000000000000010000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000001000000000001001000000000000010000000100000000000000000000000000000000000000000000000000000000000000010100000010000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000001000000001000000000000000100000000000000001000000000000000000000000010000000000001000010010000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000
mol765,C(=O)(C(C1=CC=CC=C1)C1C=CC=CC=1)NNC(CCCCC(=O)NNC(=O)C(C1C=CC=CC=1)C1=CC=CC=C1)=O,0100000000000000000000000000000000000000010000000000000000000000100000000000000010000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000010000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000100000000000000000000000000000001000000100000000000100000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000
mol766,C(=O)(C1C=CC=C(F)C=1)NCC(=O)N/N=C/C1C=CC(=CC=1)F,0000000000000001000000000100000000000000010000000000000000000000100000000000000010000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000100001000000000000000000000010000000000000001000000001000000000000000000000000000000000000010000100000000000000000000100010000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000100100001000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000001001000000000001000000000010000000000000000010000000000100000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000000000000
mol767,N1(CC)C(SCC(=O)NC2=CC=C(C=C2)F)=NN=C1C1C=CC=CC=1,0000000000000000000000000000000001100000010000000000010000000000100000000000000010000000001000000000000000000000000010000000000110000000100010000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000010000000000000000000001000001010010000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000011000000000000000000000000001000000000100000000001000000000000000000000000000000000000000000001000000000100001000000000000000000000100000000000001000001100000000000000000000000000000000000000000010000000100100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000
mol768,N(=O)(=O)C1C=C(C=CC=1O)/C=N/NC(COC1=CC=CC=C1C#N)=O,0000000000000000000000000100000000000010010000010000000000000000100000000000000010000000000000000000000000000000100000000000000010010000000000000000000000010000000100000001000100000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000010000000000000000000000000000001010001100000000000001000000000010000000000000000000000000000000000000000010000000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000110000000000000000000110000000011000000000000000000000000001000000000000000000000000000000000000100000000000000001000000000000000000000000000000100001000001001000000000001000000000010000000000000000010000000000000000000000000000001000000000000001000000100000000000000000000000000000000010000000000000000000000000000100000000000000
mol769,C1(=CC(C)=CC=C1C)NC(CCC(=O)NNC(=O)C=CC1C=CC=C2C=CC=CC=12)=O,0000000000000001000000000000000101000000010000000000000000000001100000000000000010000000000000000000000000000000000000000000000010000000000000001000000000000100000000000000000100000000000000000000000010000000000000000000000000000000010100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000001000000000000000000000010100000000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000011000000001000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000010000000100000000100000000000000000000000000100010000000000000000000000000011000000000000000000100000000000000000000000000010000000000000000001000000100000001000000000000000000000001000100001000000001000000000000000000000000010000000000000000010000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000
mol770,C(COC1=CC=C(C(C)=C1)C)(=O)N/N=C/C1C=CC(=CC=1OC)OC,0000000000000000000000000000000001000000010000000000000000000000000000000100000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000110000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000000100000000000000000000000000110010000000000000000000100000011000000000000000000000000100000000000000000000000000000100000000000000000000000001000000000000000000000000000000000101000001001000000000011010000000010000000000000000010000000000000000000000000000001000000000000000000000101000000000000100000000000000000010000000000000000000000000000000000000000000
mol771,N1(CC2=CC(=CC=C2OC)C=NNC(=O)CP(OCC)(OCC)=O)C(C)=C(C(C)=N1)Br,0000000000000001000000000100000001000000010000000000000000000000000000000000000010000000000010100000000000000000000000000000000010010000000000000010000000000010000000000000000000010000000000001000000000000000000000100000000000000001000000000000000001000000000000000000000000000000000000000000001000000000000001000000011000000100000000000000000000000000000010000000000000000000001000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000001000000001000000000000000000000000010000000010000000000000000000000000000000100000000000000000000000000000000000000000000000001000100000000000000000000000000000100000000000010000010000000000000000000000000000000000010110010000000000000000000000000011010000000000001100000000000000000100000000000000000000000000000000000010000000001000000000000000000000000000000000101000001001000000000001000000000010000000000000000010000000000000000000001000000001000000010010000000010100000000000000000000000000000000000000000000000000000000000000100000000000000
mol772,N(=O)(=O)C1=CC=CC(/C(/C)=N/NC(COC2=CC=C(C(C)=C2)C)=O)=C1,0000000000000001000000000000000001000000010000000000000000000000100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000100000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000001000110000000000000000000000000000000010000100000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000100000000000000000000000000010010100000000000000100100000011000010000000000000000000101000000000000000000000000000000010000000000000000000001000000000000000000000000000000100000000101000000000000010000000000010000000000000000010000000000000000000000100000000000000000000001100000000000000000000100000000000000000010000000000000000100000000000000000001000000
mol773,N1C(=O)C(SC1=O)=CC1=CC=C(C=C1)N(CC)CC,0001000000000000000000000100000001001000000000000000010000000000000000001000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000010000000000001000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000001000000000001000000000000000000100000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000010000010000000000000000000000000001000000000000000000000000000000000000000000000000100000000001001
mol774,N1(CNC2=CC=C(C(Cl)=C2)C)N=C(OC1=S)C1=CC=CC=C1,0000000000000000000000010000000001000000010000000010000000001000100000000000000010000000000000000100000000000000000000000000000010000000100000000000000000000010000000000000000100000100000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000100000000000000000000000010000000001100000000001000000000010010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000010001000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000010010000000100000000000000000000000001000010000000000000000000001010001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000010000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol775,N(=O)(=O)C1C=CC(=C(/C=N/NC(COC2=CC=C(C(C)=C2)C)=O)C=1)O,0000000000000000000000000000000001000000010000000000000000000000000000000000000010000000000000000000000000000000000000000000000010000100000000000000000000000000000000000001000000000000000000001000000001000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000001000110000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000010000000000000000100000000000000000000000000110010000000000000000100100000011000000000000000000000000101000000000000000000000000000000010000100000000000000001000000000000000000000000000000100001000001001000000000011000000000010000000000000000010000000000000000000000100000001000000000000001000000000000000000010100000000000000000010000010000000000000000000000000000000000000
mol776,N1(C(C)C(N)=O)C(=O)C2=C(C=CC=C2)C1=O,0100000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000000000000000000000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000001000000000000000000000000000001000000000000010010000000000000000000000000000000010000010000000000000000000000000000000000000000010000001000000000000000000000000010000000000000
mol777,N12N=C(SC1=NC(=O)C(=CC1C=C(OCC)C(=C(Cl)C=1)OCC1C=CC(=CC=1)N(=O)=O)C2=N)C,0001000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000001000000100011000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000000000000000010100000000000000000000001000000000000100000000000000000001000000000010000000000001000000000000000100010000000000000100001000000000000000000000010000000001000000000001000000000000000010000000000000000000000000000010010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000001000000000010000000010000000100000001000000000000000000110010000000000000000100000001001000100100000000000100000001000000000000000100000000000000010000100000000100001000000000000000000000000000000010101000100011000000000000000000000000010000000000000000000000100000000000000000000000000001010000010001001000100000000000000000000000000000000000000000000000000000000000000100000000101100
mol778,C(COC1C(C)=CC=CC=1C)(=O)N/N=C(\C)/C=C/C1=CC=CC=C1,0000000000000001000000000000000101000000010000000000000000000000100000000000000010000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000010000010001000000000000000000000010000000000100000000000000000000010000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000110010100000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000100000000000001000000000000000000000000000010000000000000010000000000000000000000000000000000100000000100000000000000000000000000000000000001000010000000000000000100000000000100000001000000
mol779,C(=O)(C(CC)C1=CC=CC=C1)NC1C=CC(=CC=1)C(OCC)=O,0100000000000000000000000000000001000000000000000000010000000000100000000000000010000000000000000000000000000000000000000000000010000000000000000101000000000000000000000000000100000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000010000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000100000000000000000000000000000000000010000000000000001000000000000000000000000000100001000000000000000000000000000000000100000000010000000000000000000000100000000000000000000010010000000000000000000000000001000000000000000000000000000000001000010000000000000000000000010001000000000010001000000000000000000000000000000000001000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol780,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1=CC=C2C(OCO2)=C1,0000000000010001000000000100000000000000010000000000000000000001100000000000000010000000000000000000000000000000000000000000000010010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000001000000001000000100000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000110000010000000000000000000000000000000000000100000000000000000000000000000011000000000001000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000001000000010001000001001000000000001000000000010000010000000000010000000000000000000000000001001010000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000
mol781,N(=O)(=O)C1=CC=C(C=C1)C(=O)NNC(=O)C=CC(O)=O,0000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000100100000000000000000000100000000000000000000100000000001000000000000000000100000001000000000000000100000000000000010000100000000000000001000000000000000000000000000000100000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001001000000000000000000000000000000000100000000000000000000000000000000000000000000000
mol782,N(=C(/C)\C1C=CC(=CC=1)OC)/NC(COC1=C(C)C=CC=C1C)=O,0000000000000001000000000000000001000000010000000000000000000000100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000110000000001000000000000000000000010000100000100000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000010010100000000000000000100000011000010000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000001000000000100000001000000000000000000000000000000000000000000010000000000000000000000000000000000100000000000100000000000000000001000000000000001000010000000000000000100000000000000000001000000
mol783,S(C)(=O)(=O)N(C1C=CC(=CC=1)OC)C(C)C(=O)NC1=CC=C(C=C1)CC,0100000000000000000000000000000001000000000000000000010000000000000000001000000011000000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000100000000001000000000000000100100000000100000000000000000000000000010100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000001000000000000000000000000000000100000000010000000000000000000000000000000000000000010010000000000000000000000100000001000100000000000000000000000000000000000000000000100010100000000001000000000000001000000000000000000000001000000000101000001000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000
mol784,N(=O)(=O)C1C=CC(=CC=1)/C(/C)=N/NC(COC1=CC=C(C(C)=C1)C)=O,0000000000000000000000000000000001000000010000000000000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000100000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000001000110000000000000000000000000000000010000100000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100000100000000000000000000010010100000000000000100100000011000010000000000000000000101000000000000000100000000000000010000100000000000000001000000000000000000000000000000100000000001000000000000010000000000010000000000000000010000000000000000000000000000000000000000000001100000000000000000001000000000000000000010000000000000000100000000000000000001000000
mol785,C1(CNC2C=CC(=CC=2)OC)N(C)C2C(=CC=CC=2)N=1,0000000000000000000000000000000001000000000001000000000000000010100000000100000010000001000000000000000000000000000000000100000010000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000100000000000000100000000000001000100000000000000000000000000000000011010000000000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000100000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000101000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000000000000000000000000000
