i,j,tanimoto
mol293,mol925,0.25316455696202533
mol293,mol926,0.13924050632911392
mol293,mol927,0.16129032258064516
mol293,mol928,0.19047619047619047
mol293,mol929,0.15
mol293,mol930,0.11494252873563218
mol293,mol931,0.11538461538461539
mol293,mol932,0.11235955056179775
mol293,mol933,0.10784313725490197
mol293,mol934,0.15217391304347827
mol293,mol935,0.15555555555555556
mol293,mol936,0.23255813953488372
mol293,mol937,0.15476190476190477
mol293,mol938,0.12903225806451613
mol293,mol939,0.11956521739130435
mol293,mol940,0.18947368421052632
mol293,mol941,0.1308411214953271
mol293,mol942,0.15384615384615385
mol293,mol943,0.1625
mol293,mol944,0.1326530612244898
mol293,mol945,0.0989010989010989
mol293,mol946,0.14606741573033707
mol293,mol947,0.13861386138613863
mol293,mol948,0.17204301075268819
mol293,mol949,0.10526315789473684
mol293,mol950,0.14444444444444443
mol293,mol951,0.13157894736842105
mol293,mol952,0.18478260869565216
mol293,mol953,0.12048192771084337
mol293,mol954,0.17391304347826086
mol293,mol955,0.12987012987012986
mol293,mol956,0.15841584158415842
mol293,mol957,0.15306122448979592
mol293,mol958,0.15384615384615385
mol293,mol959,0.13953488372093023
mol293,mol960,0.13402061855670103
mol293,mol961,0.2159090909090909
mol293,mol962,0.2
mol293,mol963,0.13333333333333333
mol293,mol964,0.15217391304347827
mol293,mol965,0.20481927710843373
mol293,mol966,0.1595744680851064
mol293,mol967,0.09473684210526316
mol293,mol968,0.17857142857142858
mol293,mol969,0.1111111111111111
mol293,mol970,0.24705882352941178
mol293,mol971,0.2441860465116279
mol293,mol972,0.15555555555555556
mol293,mol973,0.2
mol293,mol974,0.12359550561797752
mol293,mol975,0.12371134020618557
mol293,mol976,0.11842105263157894
mol293,mol977,0.16326530612244897
mol293,mol978,0.16483516483516483
mol293,mol979,0.17391304347826086
mol293,mol980,0.1724137931034483
mol293,mol981,0.06741573033707865
mol293,mol982,0.12631578947368421
mol293,mol983,0.14772727272727273
mol293,mol984,0.18446601941747573
mol293,mol985,0.1951219512195122
mol293,mol986,0.09876543209876543
mol293,mol987,0.13924050632911392
mol293,mol988,0.19047619047619047
mol293,mol989,0.12941176470588237
mol293,mol990,0.23655913978494625
mol293,mol991,0.15853658536585366
mol293,mol992,0.32142857142857145
mol293,mol993,0.14942528735632185
mol293,mol994,0.13725490196078433
mol293,mol995,0.10975609756097561
mol293,mol996,0.44871794871794873
mol293,mol997,0.11458333333333333
mol293,mol998,0.125
mol293,mol999,0.11428571428571428
mol293,mol1000,0.15053763440860216
mol294,mol295,0.10714285714285714
mol294,mol296,0.1527777777777778
mol294,mol297,0.10126582278481013
mol294,mol298,0.16216216216216217
mol294,mol299,0.13636363636363635
mol294,mol300,0.175
mol294,mol301,0.11627906976744186
mol294,mol302,0.0967741935483871
mol294,mol303,0.1111111111111111
mol294,mol304,0.21176470588235294
mol294,mol305,0.16
mol294,mol306,0.14666666666666667
mol294,mol307,0.09090909090909091
mol294,mol308,0.07317073170731707
mol294,mol309,0.17721518987341772
mol294,mol310,0.12658227848101267
mol294,mol311,0.19101123595505617
mol294,mol312,0.13253012048192772
mol294,mol313,0.125
mol294,mol314,0.10126582278481013
mol294,mol315,0.14864864864864866
mol294,mol316,0.1875
mol294,mol317,0.14285714285714285
mol294,mol318,0.16666666666666666
mol294,mol319,0.15492957746478872
mol294,mol320,0.14457831325301204
mol294,mol321,0.16883116883116883
mol294,mol322,0.1111111111111111
mol294,mol323,0.13978494623655913
mol294,mol324,0.11428571428571428
mol294,mol325,0.14130434782608695
mol294,mol326,0.12222222222222222
mol294,mol327,0.14492753623188406
mol294,mol328,0.11904761904761904
mol294,mol329,0.05263157894736842
mol294,mol330,0.11688311688311688
mol294,mol331,0.18666666666666668
mol294,mol332,0.12643678160919541
mol294,mol333,0.16883116883116883
mol294,mol334,0.12244897959183673
mol294,mol335,0.1232876712328767
mol294,mol336,0.19736842105263158
mol294,mol337,0.15555555555555556
mol294,mol338,0.11764705882352941
mol294,mol339,0.15555555555555556
mol294,mol340,0.08974358974358974
mol294,mol341,0.12857142857142856
mol294,mol342,0.12195121951219512
mol294,mol343,0.12222222222222222
mol294,mol344,0.14864864864864866
mol294,mol345,0.11764705882352941
mol294,mol346,0.14772727272727273
mol294,mol347,0.15306122448979592
mol294,mol348,0.12222222222222222
mol294,mol349,0.12087912087912088
mol294,mol350,0.11392405063291139
mol294,mol351,0.13253012048192772
mol294,mol352,0.16666666666666666
mol294,mol353,0.09195402298850575
mol294,mol354,0.11392405063291139
mol294,mol355,0.10989010989010989
mol294,mol356,0.12222222222222222
mol294,mol357,0.18823529411764706
mol294,mol358,0.12048192771084337
mol294,mol359,0.10227272727272728
mol294,mol360,0.15294117647058825
mol294,mol361,0.10843373493975904
mol294,mol362,0.16049382716049382
mol294,mol363,0.1728395061728395
mol294,mol364,0.12987012987012986
mol294,mol365,0.12048192771084337
mol294,mol366,0.10714285714285714
mol294,mol367,0.1
mol294,mol368,0.1625
mol294,mol369,0.12359550561797752
mol294,mol370,0.10714285714285714
mol294,mol371,0.0891089108910891
mol294,mol372,0.16279069767441862
mol294,mol373,0.14285714285714285
mol294,mol374,0.1875
mol294,mol375,0.10227272727272728
mol294,mol376,0.10588235294117647
mol294,mol377,0.1111111111111111
mol294,mol378,0.12790697674418605
mol294,mol379,0.14666666666666667
mol294,mol380,0.1
mol294,mol381,0.14457831325301204
mol294,mol382,0.13580246913580246
mol294,mol383,0.1527777777777778
mol294,mol384,0.0898876404494382
mol294,mol385,0.14102564102564102
mol294,mol386,0.1864406779661017
mol294,mol387,0.1728395061728395
mol294,mol388,0.12903225806451613
mol294,mol389,0.10526315789473684
mol294,mol390,0.1625
mol294,mol391,0.1411764705882353
mol294,mol392,0.10344827586206896
mol294,mol393,0.12087912087912088
mol294,mol394,0.15492957746478872
mol294,mol395,0.12941176470588237
mol294,mol396,0.1566265060240964
mol294,mol397,0.12087912087912088
mol294,mol398,0.12987012987012986
mol294,mol399,0.16216216216216217
mol294,mol400,0.09195402298850575
mol294,mol401,0.14102564102564102
mol294,mol402,0.14285714285714285
mol294,mol403,0.12222222222222222
mol294,mol404,0.07777777777777778
mol294,mol405,0.10989010989010989
mol294,mol406,0.15384615384615385
mol294,mol407,0.16666666666666666
mol294,mol408,0.1686746987951807
mol294,mol409,0.10227272727272728
mol294,mol410,0.08974358974358974
mol294,mol411,0.2054794520547945
mol294,mol412,0.11494252873563218
mol294,mol413,0.22784810126582278
mol294,mol414,0.10989010989010989
mol294,mol415,0.16883116883116883
mol294,mol416,0.125
mol294,mol417,0.13414634146341464
mol294,mol418,0.1038961038961039
mol294,mol419,0.1728395061728395
mol294,mol420,0.12222222222222222
mol294,mol421,0.17721518987341772
mol294,mol422,0.15
mol294,mol423,0.1232876712328767
mol294,mol424,0.16455696202531644
mol294,mol425,0.06329113924050633
mol294,mol426,0.12643678160919541
mol294,mol427,0.14130434782608695
mol294,mol428,0.1794871794871795
mol294,mol429,0.1232876712328767
mol294,mol430,0.15476190476190477
mol294,mol431,0.18604651162790697
mol294,mol432,0.14102564102564102
mol294,mol433,0.17073170731707318
mol294,mol434,0.14864864864864866
mol294,mol435,0.14102564102564102
mol294,mol436,0.125
mol294,mol437,0.16842105263157894
mol294,mol438,0.18518518518518517
mol294,mol439,0.12048192771084337
mol294,mol440,0.08235294117647059
mol294,mol441,0.125
mol294,mol442,0.15476190476190477
mol294,mol443,0.12345679012345678
mol294,mol444,0.11363636363636363
mol294,mol445,0.10843373493975904
mol294,mol446,0.10843373493975904
mol294,mol447,0.13043478260869565
mol294,mol448,0.14772727272727273
mol294,mol449,0.10112359550561797
mol294,mol450,0.12631578947368421
mol294,mol451,0.11267605633802817
mol294,mol452,0.08641975308641975
mol294,mol453,0.12048192771084337
mol294,mol454,0.12987012987012986
mol294,mol455,0.10465116279069768
mol294,mol456,0.11494252873563218
mol294,mol457,0.1875
mol294,mol458,0.1891891891891892
mol294,mol459,0.07608695652173914
mol294,mol460,0.1
mol294,mol461,0.09876543209876543
mol294,mol462,0.1
mol294,mol463,0.12195121951219512
mol294,mol464,0.15853658536585366
mol294,mol465,0.11538461538461539
mol294,mol466,0.16666666666666666
mol294,mol467,0.1506849315068493
mol294,mol468,0.14457831325301204
mol294,mol469,0.1411764705882353
mol294,mol470,0.12903225806451613
mol294,mol471,0.08450704225352113
mol294,mol472,0.18072289156626506
mol294,mol473,0.1267605633802817
mol294,mol474,0.16666666666666666
mol294,mol475,0.18181818181818182
mol294,mol476,0.08333333333333333
mol294,mol477,0.15384615384615385
mol294,mol478,0.14814814814814814
mol294,mol479,0.16049382716049382
mol294,mol480,0.14473684210526316
mol294,mol481,0.136986301369863
mol294,mol482,0.12048192771084337
mol294,mol483,0.14666666666666667
mol294,mol484,0.14705882352941177
mol294,mol485,0.13414634146341464
mol294,mol486,0.14444444444444443
mol294,mol487,0.13793103448275862
mol294,mol488,0.125
mol294,mol489,0.12222222222222222
mol294,mol490,0.15463917525773196
mol294,mol491,0.08
mol294,mol492,0.11764705882352941
mol294,mol493,0.16853932584269662
mol294,mol494,0.15476190476190477
mol294,mol495,0.12987012987012986
mol294,mol496,0.12162162162162163
mol294,mol497,0.16
mol294,mol498,0.08974358974358974
mol294,mol499,0.10843373493975904
mol294,mol500,0.12195121951219512
mol294,mol501,0.13414634146341464
mol294,mol502,0.12987012987012986
mol294,mol503,0.10256410256410256
mol294,mol504,0.14606741573033707
mol294,mol505,0.1724137931034483
mol294,mol506,0.13414634146341464
mol294,mol507,0.13333333333333333
mol294,mol508,0.11627906976744186
mol294,mol509,0.14102564102564102
mol294,mol510,0.1111111111111111
mol294,mol511,0.09876543209876543
mol294,mol512,0.15
mol294,mol513,0.10666666666666667
mol294,mol514,0.13793103448275862
mol294,mol515,0.12658227848101267
mol294,mol516,0.14634146341463414
mol294,mol517,0.13636363636363635
mol294,mol518,0.1780821917808219
mol294,mol519,0.08641975308641975
mol294,mol520,0.18478260869565216
mol294,mol521,0.08108108108108109
mol294,mol522,0.05405405405405406
mol294,mol523,0.12987012987012986
mol294,mol524,0.14666666666666667
mol294,mol525,0.13513513513513514
mol294,mol526,0.16
mol294,mol527,0.12345679012345678
mol294,mol528,0.1
mol294,mol529,0.12048192771084337
mol294,mol530,0.1038961038961039
mol294,mol531,0.12195121951219512
mol294,mol532,0.14444444444444443
mol294,mol533,0.14705882352941177
mol294,mol534,0.10144927536231885
mol294,mol535,0.17567567567567569
mol294,mol536,0.18571428571428572
mol294,mol537,0.136986301369863
mol294,mol538,0.13157894736842105
mol294,mol539,0.10975609756097561
mol294,mol540,0.1625
mol294,mol541,0.17647058823529413
mol294,mol542,0.11842105263157894
mol294,mol543,0.18421052631578946
mol294,mol544,0.19480519480519481
mol294,mol545,0.08
mol294,mol546,0.14102564102564102
mol294,mol547,0.12903225806451613
mol294,mol548,0.16666666666666666
mol294,mol549,0.12658227848101267
mol294,mol550,0.18055555555555555
mol294,mol551,0.12121212121212122
mol294,mol552,0.08139534883720931
mol294,mol553,0.11235955056179775
mol294,mol554,0.16666666666666666
mol294,mol555,0.125
mol294,mol556,0.10588235294117647
mol294,mol557,0.11494252873563218
mol294,mol558,0.13333333333333333
mol294,mol559,0.10309278350515463
mol294,mol560,0.11956521739130435
mol294,mol561,0.12087912087912088
mol294,mol562,0.16666666666666666
mol294,mol563,0.10588235294117647
mol294,mol564,0.08974358974358974
mol294,mol565,0.09473684210526316
mol294,mol566,0.19736842105263158
mol294,mol567,0.15584415584415584
mol294,mol568,0.11
mol294,mol569,0.22093023255813954
mol294,mol570,0.15476190476190477
mol294,mol571,0.0958904109589041
mol294,mol572,0.12121212121212122
mol294,mol573,0.16049382716049382
mol294,mol574,0.13414634146341464
mol294,mol575,0.13095238095238096
mol294,mol576,0.16666666666666666
mol294,mol577,0.1038961038961039
mol294,mol578,0.1232876712328767
mol294,mol579,0.16049382716049382
mol294,mol580,0.11904761904761904
mol294,mol581,0.16470588235294117
mol294,mol582,0.13953488372093023
mol294,mol583,0.10227272727272728
mol294,mol584,0.13414634146341464
mol294,mol585,0.14634146341463414
mol294,mol586,0.09782608695652174
mol294,mol587,0.1595744680851064
mol294,mol588,0.16666666666666666
mol294,mol589,0.16666666666666666
mol294,mol590,0.1518987341772152
mol294,mol591,0.10638297872340426
mol294,mol592,0.17721518987341772
mol294,mol593,0.14634146341463414
mol294,mol594,0.1511627906976744
mol294,mol595,0.15306122448979592
mol294,mol596,0.18055555555555555
mol294,mol597,0.13414634146341464
mol294,mol598,0.16666666666666666
mol294,mol599,0.19101123595505617
mol294,mol600,0.13253012048192772
mol294,mol601,0.0958904109589041
mol294,mol602,0.11363636363636363
mol294,mol603,0.17857142857142858
mol294,mol604,0.208955223880597
mol294,mol605,0.11904761904761904
mol294,mol606,0.11764705882352941
mol294,mol607,0.07692307692307693
mol294,mol608,0.1095890410958904
mol294,mol609,0.11764705882352941
mol294,mol610,0.16176470588235295
mol294,mol611,0.14444444444444443
mol294,mol612,0.12
mol294,mol613,0.09195402298850575
mol294,mol614,0.08860759493670886
mol294,mol615,0.13793103448275862
mol294,mol616,0.15492957746478872
mol294,mol617,0.11235955056179775
mol294,mol618,0.1686746987951807
mol294,mol619,0.10975609756097561
mol294,mol620,0.15789473684210525
mol294,mol621,0.14444444444444443
mol294,mol622,0.1896551724137931
mol294,mol623,0.09210526315789473
mol294,mol624,0.16666666666666666
mol294,mol625,0.10588235294117647
mol294,mol626,0.12941176470588237
mol294,mol627,0.11494252873563218
mol294,mol628,0.07142857142857142
mol294,mol629,0.11904761904761904
mol294,mol630,0.16666666666666666
mol294,mol631,0.11904761904761904
mol294,mol632,0.15384615384615385
mol294,mol633,0.1348314606741573
mol294,mol634,0.08974358974358974
mol294,mol635,0.1375
mol294,mol636,0.21333333333333335
mol294,mol637,0.15476190476190477
mol294,mol638,0.1590909090909091
mol294,mol639,0.16666666666666666
mol294,mol640,0.125
mol294,mol641,0.10752688172043011
mol294,mol642,0.10975609756097561
mol294,mol643,0.1686746987951807
mol294,mol644,0.10810810810810811
mol294,mol645,0.14772727272727273
mol294,mol646,0.16494845360824742
mol294,mol647,0.1
mol294,mol648,0.208955223880597
mol294,mol649,0.12222222222222222
mol294,mol650,0.07692307692307693
mol294,mol651,0.12903225806451613
mol294,mol652,0.10810810810810811
mol294,mol653,0.14634146341463414
mol294,mol654,0.13253012048192772
mol294,mol655,0.13095238095238096
mol294,mol656,0.22972972972972974
mol294,mol657,0.11702127659574468
mol294,mol658,0.12941176470588237
mol294,mol659,0.10256410256410256
mol294,mol660,0.12
mol294,mol661,0.1411764705882353
mol294,mol662,0.14893617021276595
mol294,mol663,0.14893617021276595
mol294,mol664,0.17582417582417584
mol294,mol665,0.1232876712328767
mol294,mol666,0.0875
mol294,mol667,0.12359550561797752
mol294,mol668,0.12371134020618557
mol294,mol669,0.11688311688311688
mol294,mol670,0.20833333333333334
mol294,mol671,0.12359550561797752
mol294,mol672,0.1411764705882353
mol294,mol673,0.11235955056179775
mol294,mol674,0.1111111111111111
mol294,mol675,0.1625
mol294,mol676,0.1267605633802817
mol294,mol677,0.1111111111111111
mol294,mol678,0.12903225806451613
mol294,mol679,0.13636363636363635
mol294,mol680,0.10526315789473684
mol294,mol681,0.11392405063291139
mol294,mol682,0.13253012048192772
mol294,mol683,0.11363636363636363
mol294,mol684,0.1348314606741573
mol294,mol685,0.08888888888888889
mol294,mol686,0.14
mol294,mol687,0.12345679012345678
mol294,mol688,0.11764705882352941
mol294,mol689,0.11904761904761904
mol294,mol690,0.13402061855670103
mol294,mol691,0.17333333333333334
mol294,mol692,0.11764705882352941
mol294,mol693,0.09090909090909091
mol294,mol694,0.125
mol294,mol695,0.15714285714285714
mol294,mol696,0.09090909090909091
mol294,mol697,0.14102564102564102
mol294,mol698,0.1794871794871795
mol294,mol699,0.09574468085106383
mol294,mol700,0.0975609756097561
mol294,mol701,0.13043478260869565
mol294,mol702,0.18421052631578946
mol294,mol703,0.12790697674418605
mol294,mol704,0.13414634146341464
mol294,mol705,0.0641025641025641
mol294,mol706,0.18181818181818182
mol294,mol707,0.1125
mol294,mol708,0.14666666666666667
mol294,mol709,0.1625
mol294,mol710,0.1411764705882353
mol294,mol711,0.2
mol294,mol712,0.11494252873563218
mol294,mol713,0.17105263157894737
mol294,mol714,0.11363636363636363
mol294,mol715,0.14893617021276595
mol294,mol716,0.13924050632911392
mol294,mol717,0.15714285714285714
mol294,mol718,0.17045454545454544
mol294,mol719,0.11904761904761904
mol294,mol720,0.20270270270270271
mol294,mol721,0.1518987341772152
mol294,mol722,0.16216216216216217
mol294,mol723,0.1794871794871795
mol294,mol724,0.10294117647058823
mol294,mol725,0.09090909090909091
mol294,mol726,0.16666666666666666
mol294,mol727,0.15730337078651685
mol294,mol728,0.17333333333333334
mol294,mol729,0.1414141414141414
mol294,mol730,0.17391304347826086
mol294,mol731,0.18309859154929578
mol294,mol732,0.10975609756097561
mol294,mol733,0.11267605633802817
mol294,mol734,0.13924050632911392
mol294,mol735,0.14606741573033707
mol294,mol736,0.11538461538461539
mol294,mol737,0.09722222222222222
mol294,mol738,0.1111111111111111
mol294,mol739,0.13793103448275862
mol294,mol740,0.09090909090909091
mol294,mol741,0.1111111111111111
mol294,mol742,0.12658227848101267
mol294,mol743,0.10344827586206896
mol294,mol744,0.1917808219178082
mol294,mol745,0.16049382716049382
mol294,mol746,0.12195121951219512
mol294,mol747,0.10843373493975904
mol294,mol748,0.12195121951219512
mol294,mol749,0.125
mol294,mol750,0.07228915662650602
mol294,mol751,0.16470588235294117
mol294,mol752,0.14457831325301204
mol294,mol753,0.13580246913580246
mol294,mol754,0.12048192771084337
mol294,mol755,0.16666666666666666
mol294,mol756,0.1518987341772152
mol294,mol757,0.12790697674418605
mol294,mol758,0.10344827586206896
mol294,mol759,0.10843373493975904
mol294,mol760,0.14473684210526316
mol294,mol761,0.08641975308641975
mol294,mol762,0.1744186046511628
mol294,mol763,0.14285714285714285
mol294,mol764,0.16455696202531644
mol294,mol765,0.16923076923076924
mol294,mol766,0.1125
mol294,mol767,0.2077922077922078
mol294,mol768,0.12359550561797752
mol294,mol769,0.17073170731707318
mol294,mol770,0.13580246913580246
mol294,mol771,0.13541666666666666
mol294,mol772,0.11494252873563218
mol294,mol773,0.1111111111111111
mol294,mol774,0.15
mol294,mol775,0.13953488372093023
mol294,mol776,0.13846153846153847
mol294,mol777,0.12745098039215685
mol294,mol778,0.16883116883116883
mol294,mol779,0.16216216216216217
mol294,mol780,0.15
mol294,mol781,0.0945945945945946
mol294,mol782,0.15584415584415584
mol294,mol783,0.13580246913580246
mol294,mol784,0.10588235294117647
mol294,mol785,0.16666666666666666
mol294,mol786,0.14102564102564102
mol294,mol787,0.16326530612244897
mol294,mol788,0.16216216216216217
mol294,mol789,0.05952380952380952
mol294,mol790,0.14084507042253522
mol294,mol791,0.08860759493670886
mol294,mol792,0.2
mol294,mol793,0.09375
mol294,mol794,0.03571428571428571
mol294,mol795,0.03571428571428571
mol294,mol796,0.13978494623655913
mol294,mol797,0.0875
mol294,mol798,0.21794871794871795
mol294,mol799,0.1864406779661017
mol294,mol800,0.1111111111111111
mol294,mol801,0.07228915662650602
mol294,mol802,0.14130434782608695
mol294,mol803,0.11764705882352941
mol294,mol804,0.18518518518518517
mol294,mol805,0.1267605633802817
mol294,mol806,0.15789473684210525
mol294,mol807,0.12
mol294,mol808,0.11827956989247312
mol294,mol809,0.11428571428571428
mol294,mol810,0.11594202898550725
mol294,mol811,0.13043478260869565
mol294,mol812,0.16091954022988506
mol294,mol813,0.10144927536231885
mol294,mol814,0.2
mol294,mol815,0.11267605633802817
mol294,mol816,0.11827956989247312
mol294,mol817,0.09210526315789473
mol294,mol818,0.0821917808219178
mol294,mol819,0.1
mol294,mol820,0.13402061855670103
mol294,mol821,0.10227272727272728
mol294,mol822,0.13636363636363635
mol294,mol823,0.10256410256410256
mol294,mol824,0.14666666666666667
mol294,mol825,0.10843373493975904
mol294,mol826,0.18333333333333332
mol294,mol827,0.13043478260869565
mol294,mol828,0.11392405063291139
mol294,mol829,0.10144927536231885
mol294,mol830,0.16216216216216217
mol294,mol831,0.13333333333333333
mol294,mol832,0.14893617021276595
mol294,mol833,0.15384615384615385
mol294,mol834,0.12195121951219512
mol294,mol835,0.09333333333333334
mol294,mol836,0.1323529411764706
mol294,mol837,0.1111111111111111
mol294,mol838,0.11267605633802817
mol294,mol839,0.12658227848101267
mol294,mol840,0.1111111111111111
mol294,mol841,0.13095238095238096
mol294,mol842,0.11428571428571428
mol294,mol843,0.14084507042253522
mol294,mol844,0.13157894736842105
mol294,mol845,0.13157894736842105
mol294,mol846,0.07446808510638298
mol294,mol847,0.09876543209876543
mol294,mol848,0.19444444444444445
mol294,mol849,0.1125
mol294,mol850,0.09523809523809523
mol294,mol851,0.11363636363636363
mol294,mol852,0.10975609756097561
mol294,mol853,0.13157894736842105
mol294,mol854,0.1527777777777778
mol294,mol855,0.09333333333333334
mol294,mol856,0.17105263157894737
mol294,mol857,0.14285714285714285
mol294,mol858,0.1038961038961039
mol294,mol859,0.12903225806451613
mol294,mol860,0.14084507042253522
mol294,mol861,0.1956521739130435
mol294,mol862,0.13541666666666666
mol294,mol863,0.15789473684210525
mol294,mol864,0.12643678160919541
mol294,mol865,0.125
mol294,mol866,0.2112676056338028
mol294,mol867,0.16455696202531644
mol294,mol868,0.1
mol294,mol869,0.1518987341772152
mol294,mol870,0.125
mol294,mol871,0.1326530612244898
mol294,mol872,0.15
mol294,mol873,0.14285714285714285
mol294,mol874,0.11764705882352941
mol294,mol875,0.13978494623655913
mol294,mol876,0.1111111111111111
mol294,mol877,0.21739130434782608
mol294,mol878,0.15789473684210525
mol294,mol879,0.1388888888888889
mol294,mol880,0.08433734939759036
mol294,mol881,0.125
mol294,mol882,0.1411764705882353
mol294,mol883,0.14606741573033707
mol294,mol884,0.13432835820895522
mol294,mol885,0.11538461538461539
mol294,mol886,0.17073170731707318
mol294,mol887,0.1388888888888889
mol294,mol888,0.10810810810810811
mol294,mol889,0.20930232558139536
mol294,mol890,0.12790697674418605
mol294,mol891,0.12658227848101267
mol294,mol892,0.2054794520547945
mol294,mol893,0.13043478260869565
mol294,mol894,0.14102564102564102
mol294,mol895,0.12345679012345678
mol294,mol896,0.08571428571428572
mol294,mol897,0.15384615384615385
mol294,mol898,0.09210526315789473
mol294,mol899,0.08333333333333333
mol294,mol900,0.10843373493975904
mol294,mol901,0.12857142857142856
mol294,mol902,0.1111111111111111
mol294,mol903,0.13636363636363635
mol294,mol904,0.10526315789473684
mol294,mol905,0.18840579710144928
mol294,mol906,0.09302325581395349
mol294,mol907,0.1267605633802817
mol294,mol908,0.10975609756097561
mol294,mol909,0.10810810810810811
mol294,mol910,0.1326530612244898
mol294,mol911,0.17391304347826086
mol294,mol912,0.0963855421686747
mol294,mol913,0.11538461538461539
mol294,mol914,0.15714285714285714
mol294,mol915,0.125
mol294,mol916,0.14285714285714285
mol294,mol917,0.09333333333333334
mol294,mol918,0.14942528735632185
mol294,mol919,0.08860759493670886
mol294,mol920,0.13095238095238096
mol294,mol921,0.09523809523809523
mol294,mol922,0.15789473684210525
mol294,mol923,0.18181818181818182
mol294,mol924,0.09210526315789473
mol294,mol925,0.1282051282051282
mol294,mol926,0.16176470588235295
mol294,mol927,0.11494252873563218
mol294,mol928,0.12658227848101267
mol294,mol929,0.1095890410958904
mol294,mol930,0.10256410256410256
mol294,mol931,0.11764705882352941
mol294,mol932,0.1282051282051282
mol294,mol933,0.13333333333333333
mol294,mol934,0.13095238095238096
mol294,mol935,0.14814814814814814
mol294,mol936,0.14457831325301204
mol294,mol937,0.08860759493670886
mol294,mol938,0.10588235294117647
mol294,mol939,0.13580246913580246
mol294,mol940,0.13333333333333333
mol294,mol941,0.15789473684210525
mol294,mol942,0.09302325581395349
mol294,mol943,0.1388888888888889
mol294,mol944,0.13636363636363635
mol294,mol945,0.15584415584415584
mol294,mol946,0.12345679012345678
mol294,mol947,0.13043478260869565
mol294,mol948,0.13953488372093023
mol294,mol949,0.11904761904761904
mol294,mol950,0.15
mol294,mol951,0.10294117647058823
mol294,mol952,0.11363636363636363
mol294,mol953,0.15492957746478872
mol294,mol954,0.15476190476190477
mol294,mol955,0.15151515151515152
mol294,mol956,0.11578947368421053
mol294,mol957,0.1724137931034483
