mol,smiles,fingerprint
mol315,C1(=O)NC2C=C(C)C(=CC=2C(=C)N1C1C=CC(=CC=1)OC)C,0000000001000000000000000000000001011000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000001000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000001000000000100010000000000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000010000000000010000000000000000000000000010000010010000000000000000100100000001000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000100000000000001000000000100000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000
mol316,C(=O)(C1=CC=CC(=C1)OC(NCC(C)C)=S)NC1C=CC=C2C=CC=CC=12,0100000000000001000000000000000001000000000000000000000000000001100000000000000010000000000000000100000000000010000000000000000010000000000000000000000000000000000000000000000100000000000000000000010010000000000000000001000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000001000000000000000000000010001101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000000000000000000000000000000000100100000000000001000000001001001000000100000000000000000100000000000000000000000001000000000000000000000000000000000000000000010000000000000000000001000000000000000000000010000000001000000000000000000001000000000000000000000000000000000000000000001000000000000000000001000000000000001000000000000000100000001000000000000000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000
mol317,S(=O)(=O)(C1=CC=C(C=C1)NC(=O)C1C=CC(=C(Br)C=1)OC)NC1=NC(C)=CC(C)=N1,0000100000000000000000000000000001000000000000000000010000100000000000000000000010000000000000100100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000001001000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000010000010000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000100000100000000010000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000100000000000000000000010010000000010000000100000000001010000000000000000000000000000000000000000001000000000000000000001000000000000001000000000000000000000001010000000101000001000000000000000000000100010000000100000000010000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000
mol318,C(=O)(CC1C=CC=CC=1)N(C)C,0000000000000000000000000000000001000000001000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000010000000000010000000100000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol319,S(=O)(=O)(C1=CC=C(C=C1)F)NCC1=CC=CC=C1OC,0000000000000000000000000000000001000000000000000000000010000000100000000000000010000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000010100000100000000000000000000000010000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100000000010000000001000000000000000000000000000000000000000000000001001000000000000000000000000000010000000000000000000000000000000000100000000100010000000000000000000000000000000000000000000010001000000000000000100000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000
mol320,C(=O)(C1=CC=CC(=C1)OC(=S)NC1C=CC(=CC=1)OC)NC1=CC=CC=C1Cl,0000000000000001000000000000000001000000000000000000010000000000100000000000000000001000000000000100000000000010000000000000000010000000000000000000000000000000000000000000000100000000000000010000000010000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000010001100001000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000001000000000000000000000000010000000000000100000000000000000000000000001000001100000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000010000000000001000000000000000000000010000000001000000000000100000001000000000000000000000000000000000000000000001000000000100000000001000000000000001000000000000000000000001000000000101000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000010000000000000100000000000010000000000000000000000000000000000000000000000000
mol321,C1(=NNC2=C(Br)C=C(C=C2Br)Br)C(C2C=CC=CC=2)=NN(C2C=CC=CC=2)C1=O,0001000000000000000000000100000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000010000000100000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000001000000001001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000010000000100000000000000000100000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000111010000000100000000000000000010000000000000000000010000000000000000000000001000000000000000000000000000000010000000000000001000000000000000000000000011001000000000000000000000000000011000000000000000000011000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol322,C(=O)(NC1C=CC=C(Cl)C=1)CC(=O)N/N=C\C1=CC=C(C=C1)C,0000000000000001000000000100000001000000010000000000000000000000100000000000100010000000000000000000000010000000000000000000000010000000000000000000000000000000000001000000000000000000100000010000000000000000000000001000000000000000000100000000000000000000000000000000001000000000000000000000000010000000000001000000001000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000100010000100000000000000000000011000000000000000000000000000000000000000000000000000000000000000001000000100000001000000000000000000000000000000000001000001001000000000001000000000010000000000000000010010000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000
mol323,C1(C(=O)OC2CCCC2)C(C2=CC=C(C=C2)Cl)C2C(=O)CC(CC=2NC=1C)C1C=CC(=C(OC)C=1)OC,0000100000000000000000000000000001001000000000110000000000000000000000000000000000000000001000100000001000000000000000010001000000000000000010000101000000000000000000000000000000000000000000000000000000000000000100001000010000010001000000000000000001000001110000000000000001000000000000000000000000001100000000000010000000000000000000000000000000000000000010000000000000000000000000000010000000010000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000010000000000000010000000000000000000010010000000000000000000000000001000000000000000000000000100000000000000000000000000010000100000000000000000000001000000001000000000000000000000000100000001000000000000000000000000010000000000000010010000000000000000000000000000000010000000000000000000100000000000000100000000000000100000000000000000000000000001000010000000010000
mol324,C1(C2C=CC(=CC=2)Cl)(NC2C=CC=CC=2)C(=O)C2=C(C=CC=C2)C1=O,0000000000000000000000000000000000001000000000100000000000000000100000000000000000001000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000100000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000010000000000000000000000100010000000000000000000000000000000010000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000100000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000
mol325,N(=O)(=O)C1C=CC=C(C=1)C(=O)OC1C=CC2C(=CC=CC=2)C=1/C=N/NC(=O)C1C=CC=C(Br)C=1,0000000000000001000000000000000000000000000000000000000000000001100000000000000010000000000000100000000000000000000000000000000010000000000000000100000000000000000000000001000100000000000000000000000000010000000010000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000100000001000000000000001000000000000000010000010000110000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000001010011000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000110000000001000000000100000000011010000000000000000000000001000000000000100000000000000000010000000000000000000001000000000000000000000001000000100001000001000000000000001000000000010000000000000000010000000000000001000000100000001000000000000001000000100000000000000100000010000000000000000000000000000000000000000000000000000000
mol326,C1(NC(C2CCCCC2)=O)SC(=C(C)C=1C(OCC)=O)C(=O)NC1=CC=CC=C1F,0010100110000000000000000000000001000000000000000010001000000000100000000000000010000000000000000100000000000000000000000000000010000000000000000101000000000000001000000000000100000000000100000000000010000000000000101000000000000000000000000000000000011000000000000000000000000000100000000000001000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000010000000000000000000001001000000000000010000010011000000000000000000000000001000000000000000000000000000000001000000000000000000000100010000001000000000000001000000001000000010000000000000000000000001000000000000100000000000000000000000000010010000000000100000000000000000000010000000000000001000010000000000000000000000000010000000000000000000000000000000000000000000010000
mol327,C(COC1C=CC=C(C)C=1)(NCCNC(COC1C=CC=C(C)C=1)=O)=O,0000000000000001000000000000000101000000010000000000000000000000100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000010000000000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000100000000000000000000000000000000000000010000000000000000100000000000000000000000000010010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000001000000000000010000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000
mol328,C(=O)(C1=CC=CC(=C1)OC(=S)NC1=CC=C2C(C=CC=C2)=C1)NC1=CC=CC=C1Cl,0000000000000001000000000000000000000000000000000000000000000001100000000000000000001000000000000100000000000010000000000000000010000000000000000000000000000000000000000000000100000000100000011000000010010000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000010001100001000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000001000001100000000000000000100000000000000000100000000000000000000000000000000000000000000000000010000000010000000000001000000000000000000000010000000001000000000000000000001000000000000000000000000000000000000000000001000000000000000000001000000000000001000000000000000000000001000000000001000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000010000000000000100000000000010000000000000000000000000000000000000000000000000
mol329,C1=C(C)CC(C(CNC2CCCCC2)C1C)C,0010100000000000000000000000000001000000000000000000000000000000000000000000000010010000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000001000000000100000100000000000000000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000100000000000000000000000000000100000010000000000000010000000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000010000000000000000000000000001000000010000000000000000000000000000100000001000000000000000000000000000000000000000000000000000100010000
mol330,C(/C(OCC)=O)(\C(OCC)=O)=C/NC1C=CC2=C(OCCO2)C=1,0000000000010000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000110000000000000000001000000100000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000000000000000010000000000000000000000100010000010000000000000000000000000000000010000110010000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000001000001000000000000000000000000010000010000000000010000000000000000000000000000000010000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000
mol331,C(=O)(NC1C=CC(=CC=1)OCC1C=CC=CC=1)C1C=CC(=C(OC)C=1)OC,0000000000000000000000000000000001000000001000000000010000000000100000000000000010000000000000100000001000010000000000000000000010000000000010000000000000000000000000000000000100000000000000010000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000100000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000100000000000000000000010000000000000000000000100000001000100000000000000100000000000000000000000001000000000000000000001000000000000001000000000000000000000000000000000101000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000100000
mol332,C(=O)(OC1C=CC=C(C=1)C=NNC(=O)C1=CC=C(C=C1)OC)C1=CC=CS1,0000000000000011000000000000000001000000000000000000000000000000100000000000000100000000000000000000000000000000000000000000000010010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000001000000001000100000010000000000000000000000000010000100000000000000000000010010000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000010000000000000000000000000000001000000000001000000100000000000000000000000000000000001000000000000000000000000000000000000000000010000000010000000000000000000000101000000000000000000110000000001000000000000100000011000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000001000000000101000001000000000000001010000000010000000000000000010000000000000000000001000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000
mol333,C1(C(=O)CC(CC=1O)(C)C)C(C1=CC=C2C(C=CC=C2)=C1)C1C(=O)CC(CC1=O)(C)C,0100000000000000000000000000000001001000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001100000000000010000000000000010000000000000000000100000000000000000000000000100000000000000000000000000100000100000000000000000000000000000010000000100000000000000000010000000000000110000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000001001000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000010000101000000000000000001000000000000000000000000010000001000000000000000000000000100000000000000000010000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000010000
mol334,N1(C2=CC=C(C=C2)OCC)C(=O)CC(N(CCC2=CC=C(C(OC)=C2)OC)C(=O)C=CC(O)=O)C1=O,0001010000000000000000000000000101000000000000000000000000000000000001000100000010000000000000100000001010000000000000000000000000000000000010000000000010000001000001000000000000000000000000000000000000000000000000100001010000000001010001000000000001000000000000000000000000000000000000000000001001000000000000100010000000100000000010000000000000000000000010000000000000010000000000000000010000000000000010000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000010000000100000000000000000000000110001000000000000000000100000001000100000000000000000000000000000000000000000000000000000000000000000001001000001000010000000000000000000100000000100000001000000000000000000000000010000010000000000010000000000000000000000000000000011000000010000000000100000000000000000000100000000100000000000000000000000000000000000000000010000
mol335,C1(=N/NC2=CC=CC=C2N(=O)=O)/C(=O)NC(NC/1=O)=O,0001000000000000000000000000000000001000000000000000000000000000100000000000000000000000001000000000000000000000100000000000000010000000000000000000000000000000000010000001000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000001010000000000001000000000000000000000000000000000000000000000000000000000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000000000001000000000000000000000000000000000000000000110000000011000000000000000000000000001010000000000000000000010000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000000000
mol336,C1(OC)C=C(CCNC(COC2=CC=C(C=C2)C2C=CC=CC=2)=O)C=CC=1OC,0001000000000000000000000000000001000000010000000000000000000000100000000000000010000000000000100000001010000000000000000000000010000000100010000000000000000000000000000000000100000000000000001000010000000000000000000001010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000010000000000000000100000000000000000000000000010000000000000000000000100000001000100000100000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000100000001000000000000010000000000010000000000000000010010000000000000000000000000000000000000000000100000100000000000000000000000000000000010000000000000000000000000000000000000000000
mol337,N12C3=CC=CC=C3N=C1SC(=CC1C=C(Cl)C=CC=1OCC1C=CC=CC=1C)C2=O,0000000000000000000000000000000001000000000001000000000000000000100000000100000010000000000000100000000000000000000000000000000000000000000000000000000000000000001001000000000100000000100000000000000000100000000000001000000000000000000000000000000000000000000001000000000000000000010000000100000000100001000000000010000000000100000000000000000000000000000011000010000100000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000001000000000000100000000000001000000000000000010000000000001000000000001000000000000000000000010000000000000000000000000000000000000000000000000000010000010010000000000000011000000000000000000110010000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000010000000000000000001000000000000001000000000000100001000000000000000000000000010000000000000000010000000000000000000000000000000000000000010000001000100000000000000100000000000001000000000000000000000010000000000000000000000000
mol338,C(=O)(NC1C=CC(=CC=1)Br)C/C(/C)=N/NC(COC1C=CC(=C(C)C=1)Br)=O,0000000000000000000000000000000001000000010000000000010000000000000000000000000010000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000011000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000110000000010000001000000000000000010000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000010000000000000000000000000000000000000000000010010100000000000000000100000011010000000000000000000000100000000000000000000000000000010000000001000000000000001000000000000000000000000010000000001000001000000000000010000000000010000000000000000010000000100000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100000000000000000001000000
mol339,C(=O)(NC1=CC=CC(Cl)=C1)CC(=O)N/N=C\C1=CC=C(C(OC)=C1)OCC1C=CC=CC=1,0000000000000001000000000100000001000000011000000000000000000000100000000000100010000000000000100000000010010000000000000000000010010000000000000000000000000000000001000000000100000000100000010000000000100000000000001000010000000000000000000000000001000000000000000000000000000000000000000000000010000000000001000000001000000000000010000000000000000000000010000000000000000000000000000000010000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000110000000100000000000000000000011000100000000000000100000000000000000000000000000000000000000000001000000000001001000000000000000000000000000000000101000001001000000000001000000000010000000000000000010000000100000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000100000
mol340,C(=O)(NC1C=CC(=CC=1)C(N)=O)C/C(/C)=N/NC(=O)C1=CC=C(C=C1)NC(C)=O,0000000000000000000000000000000001000000010000000000010000000000000000000000000010000000000000010000000000000000000000000000000010000000000010000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000010001000000001000000000000010000001000000000000000010000100000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000001000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000100000000000000000000000000100100000000000000000000011000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000001000001000000000000000000000000000000000000000000010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
mol341,S(CC1C=CC=CC=1)(=O)(=O)NC1C=CC=CC=1C(C)C,0100010000000000000000000000000001000000001000000000000000000100100000000000000010000000000000000000001000100000000000000100000010000000000000000000000000000000000000000100000100000000000000000000000010000000000000000000000000000000001001000000001001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol342,C(N(CC)CC)(=S)OC1C=CC=C(C=1)C(=O)NC1C=CC(=CC=1)Br,0000000000000001000000000000000001000000000000000000010000000000100000000000000010000000000000000100000000000010000000000000000010000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000010001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000100000000000000000000000000001000000100000000000000000000000000000000000000000000100000000000000000100000000000000000000000010010000000000000000000000000000000000000000010000000001000000000000000000001010000000000000000000000000000000000000000001000000000000000000001000010000000001000000000000000000000000000000000001000001000000000100000000000000010000010000000000010000000000000001000000000000000000000010000000000000000000001000000100000000000000001000000000000000000000000000001000000000000000
mol343,C(=O)(NC1=CC=CC(Cl)=C1)CC(=O)N/N=C\C1=CC=C(C(OC)=C1)OCCC,0000000000000101000000000100000001000000010000000000000000000000100000000000100010000000000000100000000010000000000000000000000010010000000000000000000000000000000001000000000000000000100000010000000000000000000000001000010000000000000000000000000001000000000000000000000000000000000000000000001010000000000001000000001000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000110000000100000000000000000000011000000000000000000000000000000000000000000000000000000000000000001010000000001001000000000000000000000000000000000101000001001000000000001000001000010000000000000000010000000100000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000
mol344,C1(=CC=CC=C1NC(=O)NC1=CC=C(C(Cl)=C1)Cl)C(C1C=CC=CC=1)=O,0000000001000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000100000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100001000000000001000000000010000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000001000001000000000000000000000000000001000000000000000000000001000000000000000000100000100000000000000000000000000000000000000001000000000000001000000000000000000000000000000000001000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000100011100000000000000000000000000000000000000000000000000000000
mol345,C(OC1C=CC=C(C=1)C(=O)NC1C=CC(=CC=1)Br)(=S)NC1C=CC=C(C)C=1C,0000000000000001000000000000000001000000000000000000010000000000100000000000000000000000000000000100000000000010000000000000000010000100000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010001100010100000000000000000000000000000000000000000010000000000000000000000000000100000000000100000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000001000000100000000000000000100000000010000000000000000100000000000000000100000000000000000000000010000000000000000000001000000000000000000000010010000001000000000000000000001010000000000000000000000000000000000000000001000000000000000000001000000000000001000000000000000000000000000000000001000001000000000000000000000000010000000000000000010000000000000001000000000000000000000000000000000000000000001000000100000000000001000000000000000000000000000000000000000000000000
mol346,S(=O)(=O)(C1=CC=C(C=C1)NC(=O)C1=C(C)ON=C1C1C=CC=CC=1)N1CCC(CC1)C,0000000000000000000000000000000001000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000100010000000100000000000000010000000000010000000000100000000000000010000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000100000000100000000000000000100010000000000000000000000000010000010000100001000000010001000000000010000000000000000000000000000000000000000000000000000000000000010001000010000000001000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000000010000000000000000100000000001000000000100000000000000000000100000000000000000000000000000000001000000010000001000000000000000000000000000100000001000001000000000000000000000000000001000000000000010000000000000000000000000000000010000000010000000001000000001000000000000000000100000000000000000000000000000000000000001000010000
mol347,N12N=C(SC1=NC(=O)C(=CC1C3=CC=CC=C3N(CCOC3C=CC=CC=3OC)C=1C)C2=N)CCC,0001000000000100000000000000000001000000000001000000000000000000100000000000000110000000000000001000000000000000000000000100000000000000000010000000000000000000000000000000000100000000000000010000000000100000000000010001000000000000000000000000000001000000000001000000001000000000010000000000001000000000000000000010000000000000000001000000000000000010000010000000000000000000001000000010000000010000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000010001000000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000100000000000100000001000000000010000000111010001000000000000000000000001000000100000000100000000000000000000000000000000000000000000000000010000100100000100000000001000000000010000000001100000011000000000000000000000000000000000000000000000000000000000000000000000000000001010000010000001000100000000000000000000000000000000000000000010000000000000000000001000000001000
mol348,C(=O)(NC1=CC=C(C=C1)C(OCC)=O)C/C(/C)=N/NC(COC1C=CC(=C(C)C=1)Br)=O,0000000000000000000000000000000001000000010000000000010000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000101000000000000000000000000000000000000000000011000000001000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000001000110000000010000001000000000000000010000100000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000001000000000000000000001000010000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000010000000000000000000000100000000000000000000010010100000000000000000100000011010000000000000000000000100000001000000000000000000000010000000001000000000000001000000000000000000000000010000000001000001000000000000010000000000010000000000000000010000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100000000000000000001000000
