mol,smiles,fingerprint
mol374,C(=O)(C1C=CC=C(C=1)OC(NCC1C=CC=CC=1)=S)NC1C=CC(=CC=1)OC,0000000000000001000000000000000001000000001000000000010000000000100000000000000010000000000000000100000000000010000000000000000010000000000000000000000000000000000000000000000100000000000000010000010000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010001100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000000000000000000000010000000000000100000000000000000000001000001000000100000000000000000100000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000010000000001000000000000100000001000100000000000000000000000000000000000000001000000000100000000001000000000000001000000100000000000000001000000000101000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000
mol375,N1(C2C=CC(=CC=2)N(=O)=O)N=C(C(=NNC2C=CC(=CC=2)OCC)C1=O)C,0001000000000000000000000000000001000000000000000000000000000000000001000000000010010000000000000010001000000000000000000000000010000000000000000000000000000000000000000001000000000000000000010000010000000000000000100000000000000000010101000000000000100000000000000000000000000000000000000000001000000000000000000010000000100000000000000000000000000000000010000000000001000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100010000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000010010000000000000000100100000011000000000000000000000000001010000000000000100000010000000010000100000000001000000000000000000000000000000000000100001000001000000100000000000000000000001000000000000000000000000000000000000000000000000010000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol376,C(=O)(NC1=CC=C(C=C1)NC(C)=O)C/C(/C)=N/NC(COC1C=C(C)C(=CC=1Br)Br)=O,0000000000000000000000000000000001000000010000000000010000100000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000011000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000001010010000000010000001000000000000000010000000000100000000000000000000000000000000000000000000000000000010000010000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000010000000000000000000000000000000000000000000010010100000000000000000000000011010000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000010000000001000001000000000000000000000000010000000000000000010000000100000000000000000000000000000000000000000000100100000000000000000000000000000010000000000000000100000000000000000001000000
mol377,C1(C2=C(C=CC=C2F)Cl)=NOC(C)=C1C(=O)NC1C=CC(=CC=1)C,0000000010000001000000000000000001000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000010000000000000000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000010000100001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000000000000100000000001000000000000000000000000000000000000000000000000000010000010010000000000000000000000000000000000000011000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000001000000100000001000000001000000000000000000100000001000001000000000000000000000000000000000000000000010010000000100000000000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000001000000000
mol378,C(=O)(N/N=C/C1=CC=C(C=C1Cl)Cl)C1=CC=C(C=C1)COC1=CC=C(C=C1)C,0000000000000000000000000000000001000000000000000000000000000000010000000100000010000000000000000000001000010000000000000000000010000000000000000000000000000000000001100000000000000000010000000000000001000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000100000001000100000000000000000000000000000000010000100001000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010001000010000000000000100000000000000000000110010000000000000000000100000011000100000000000000100000000000000000000000000000000000000000000000000000100000001000000001000000000000000000000000001000001000000000000001000000000010000000000000000010010000000000000000000000000001000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000100000
mol379,S1C(C(C)C)=NN=C1NC(=O)C1C=C(OC)C(=C(OC)C=1)OC,0100001000000000000000000000000011000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000010000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001100000000000000000000000000000000000000000000000001000000000000000000000010000110000000000000001000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000010000000000000000000000000000000000010000000000000000000000100000000000000000000000001000000000000000000000000010000000000000000000000001000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000001000000000000000000000000000000000100000001000000000000000000100000010000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000
mol380,C(=O)(NC1=CC=C(C=C1)C(N)=O)C/C(/C)=N/NC(COC1C=C(C)C(=CC=1Br)Br)=O,0000000000000000000000000000000001000000010000000000010000100000000000000000000010000000000000000000000000000000000000000000000010000000000010000001000000000000000100000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000001010010000000010000001000000000000000010000100000100000000000000000000000000000000000000000000000000000010000010001000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000010000000000000000000000100000000000000000000010010100100000000000000000000011010000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000010000000001000001000000000000000000000000010000000000000000010000000100000000000000000000000000000000000000000000100100000000000000000000000000000010000000000000000100000000000000000001000000
mol381,C1(O)(CC(=O)C2=CC=C3C(C=CC=C3)=C2)C2C=CC=CC=2N(CCC2C=CC=CC=2)C1=O,0000000000000000000001000000000000001000001000000000000000000001100000000000000010000000000001000000000000000000000000000100000000100000000000000000000000000000000000000000010100000000000000000000000000010000000000000001000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000010000000100000000000000000000000000000000010000100000000000000000000000000010000000000000100000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000001000000000100000000000000000000000010000000000000000000000000010000000000000000001000100010100000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000001000000000000000000000000000000001000000000000000000000001000000000000000001000000100000000000000000010000000000000000010000000100000000000000000000000010000000010000000000000001000010000000000000000000000000000000000000000000000000000000000000000000
mol382,C(=O)(N/N=C/C1=CC=C(C=C1)OC)C1=CC=C(C=C1)COC1=CC=C(C=C1)C,0000000000000000000000000100000001000000000000000000000000000000000000000000000010000000000000000000001000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000000000001100000001000100000000000000000000000000000000010000100000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010001000000000000000000100000000000000000000110010000000000000000000100000011000100000000000000100000000000000000000000000000000000100000000000000000100000001000000000000000000000001000000000101000001000000000000001000000000000000000000000000010010000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000100000
mol383,C1(/C(=O)CC(CC/1=O)(C)C)=N\NC1=CC=C(C=C1)N=NC1C=CC=CC=1,0001000000000000000000000000000001001000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000000000000000000000100000000000000010000010000100000000000000000000000000000000000000000000000100000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000010000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000100010000000000000000001010000000000000000000000000000000000000000000000000000010000000000001000001000000100000000000000000000000000000000000000000000000000000000000000000000010000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol384,C12(OC(C3C(N(C4=CC=CC=C4C(F)(F)F)C(=O)C13)=O)C1C=CC(=CC=1)Br)C(=O)C1=C(C=CC=C1)C2=O,0000010010000000000000000000000000001000000000100000000000000000100000000000000000001000000000000000000000000000001000000000000000000100000000000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000110000000000000000000000000000000000000000010000000000000000000000010000000000000100010000000001000000000000000000000000000000000000000000000000000010000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010100000000000000000000000010000010000010000000000000000000000000000000000000000000000010000000000001001010000000000000000000100000000000001000000000000000010000000000000000000000000000010000000000000000101000000000000000000001000000000000000000000000000000000000000000000000000000110001000001000000000000000000010000000000000000000000000000000000000100000000011000000000000000000000000000000100010000
mol385,C(=O)(C1C=CC(=CC=1)OC)OC1C=CC(=CC=1)/C=N/C1=CC=C(C(C)=C1)C,0000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000100000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000010000000000000000100000100000000000000000000110010000001000000000000100000011000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000011000000000100000001001000000000001010000000010000100000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000
mol386,C(COC1=CC=CC=C1)(=O)NNC(COC1=CC=CC=C1)=O,0000000000000000000000000000000000000000010000000000000000000000100000000000000010000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000
mol387,N1(/N=C/C2C3=CC=CC=C3C=CC=2OC(=O)C2C=CC(=CC=2)C)C(=O)C2=C(C=CC=C2)C1=O,0000000000000000000000000000000001000000000000000000000000000001100000000000000010000000000000100000000010000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000010000000010000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000100010000000000000100001000000000000000010100010000110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000100000000000000000000110010000001000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000100100001000000000000000000000001000000000000000001000000000000001000000000000001000000000000010010000000000000000000000000000000000010010000000000100000000000000000000000000000000000001000000000000000000000000000000000000000
mol388,S(=O)(=O)(N(C)C)NC1C=CC=CC=1,0000000000000000000000000100000001000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000010000000000100000000000000000000000000000000000100000000000000010000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000100000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mol389,C(NCCC1C=CC=CC=1)(=S)N1CCC(CC1)CC1C=CC=CC=1,0000000000000000000001000000010000000000001000000000000000000000100000000000000010000000000000000100000000000010000000000000000010000000000000000000000000000000000010000000000100000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000101000000000000000000010000000000000000000000000000000000000000001000000000000000000000001010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000100000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000010000001000000000000000000001000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000010000
mol390,C(=O)(OC1=CC=C(C=C1)/C=N/NC(C1=CC=CC=C1)=O)CC1C=CC=C2C=CC=CC=12,0000000000000001000000000100000000000000000000000000000000000001100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000001000100100000001000000000000000000000010000110000000000000000000000010010000000000000000000000000000000010000001000000000000000000000000000001000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000000110000000000000000000000000000000000000000000110000000001000000000000100000011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000001000000000001000001000000000000001000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000100000010000000000000000000000000000000000000000100010000000000
mol391,C(=O)(C1=CC=CC=C1OC)NC(=S)NC1C=CC(=CC=1)CN1CCOCC1,0000000000000000000000000000000001000000000000000000010000000000100000000000000010000000000000010100000000000010000000000000000010000000000000000000000000000000000000000000000100000000010000010000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000100001000010000000000000000000000000100001000001000000000000000000000000000000001000000000000000000000000000001000000000000000000000000010000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010010000000000000000000000000000000000010000000000000000000000000000001000100000000001000001000000000000000000010000000000000000100000001000000000000001000000000000000001000000000000000101000001000000000000000000000000000000000000000000010000000000000000000000000000000010000000011000000000100010000000000000000100000000000000000000000000000000000000000000000000000000
mol392,C(=O)(NC1=CC=C(C=C1)I)C/C(/C)=N/NC(COC1=CC(C)=C(C=C1Br)Br)=O,0000000000000000000000000000000001000000010000000000010000100000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001010010000000010000001000000000000000010000000000100000000000000000000000000000000000000000000000000000010000010000000000000000000000000010000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000100000000000000000000000100000000000000000010000000000100000000000000000000000000000000010010100000000000000000000000011010000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000010000000001000001000000000000000000000000010000000000000000010000000100000000000000000000000000000000000000000000110100000000000000000000000000000010000000000000000100000000000000000001000000
mol393,N1(C2C=CC(=CC=2)OC)CC2C(=CC(=CC=2)C(=O)N/N=C/C2=CC=CC(Br)=C2)C1,0000000000000001000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010010000000000000000010000000000000000000000000000000000000000000010000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000001000000001000100000010000000000000000000000000010000100000000000000000001000010000000000000000000010000000000000000000000000100000000000000000000000000000000001000000000000000011000000000000000010000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000100000000000000000000110000000000000000000000100000011010000000000000000000000000000000000000100000000000000100000000000000000001000001000000000000000000000001000000000101000001000000000000001000000000010000000000000000010000000000000001000000000000101010000000010000001000000000000010000000000010000000000000000000000000000000000000000100000000000000
mol394,C(N)(=O)NN=CC(CC)=CC1C=CC=CC=1,0000000000000000000000000000000001000000000000000000000000000010100000000000000010000000000000000000000000000000000000000100000010000000000010000001000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000010000000000000000000000000010000000000000000000100000000000010000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000010011000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000001000001000000000000000000000010000000000000000000010000100000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000
mol395,C(=O)(C/C(/C)=N/NC(COC1=CC(C)=C(C=C1Br)Br)=O)NC1=CC=CC=C1Br,0000000000000000000000000000000001000000010000000000000001100000100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000100000000000100000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001010010000000010000001000000000000000010000000000100000000000000000000000000000000000000000000000000000010000010000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000010000000000000000000001000000000000000000000010010100000000000000000000000011010000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000010000000000000001000000000000000000000000010001000000000000010000000000000000000000000000001000000000000000000000100100000000000000000000000000000010000000000001000100000000000000000001000000
mol396,S(=O)(=O)(C1C=CC(=CC=1)C)N(CC(=O)NC1=CC=C(C(C)=C1)C)C1=CC=CC=C1OC,0000000000000000000000000000000001000000010000000000000000000000100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000100000000100000010000000000000000000000000000000000000000000100000000000001000000000000000000100000000000000000000000000000000000000000000000000100000000000000000010000000000010000010000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000100000000000000000000000000010010000000000000000100000000001000000000000000000000000000000000000000000000000000000000000000001000010100000001000000010000000000000000000000000101000001000000000010000000000000011000010000000000010010000100000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000100000000000000000000000000000
mol397,S(=O)(=O)(OC1C=CC(=CC=1)/C=N/NC(=O)C1C(O)=CC2C(=CC=CC=2)C=1)C1C=CC=C(C=1)N(=O)=O,0000000000000001000000000100000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000000001000100000000001000000000000000000100000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000001000000001100100001000000000000000001001010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000100100000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000110000000000000000000100100000011000000000000000000000000001000000000000000000000000000000010000000000000000000001100000000000000000000001000000100001001001001000000000001000000000010000000000000000010000000000000000000000100000001000000000000001000000000000000000000000000110000000000000000000000000000000000000000100000000000000
mol398,C(=O)(COC1C=CC(=CC=1OC)C(CC)=O)N1CCCC1,0000100000000000000000000000000001000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000011000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000100000001000000000000000000000000000000000000000001000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100001000100000100000000000000010000000000000000000000000000001000000000000000000000000000000000100000000000100010000000000000000000000000000001000000000000000000000000000000000100000001000000000000000000000000010000000000000000010000100000000000000000000000000010000000010000000000100000000000000000000000000010000010000100000000000000000000000100000000000000
mol399,C(C1=CC=CC=C1)(=O)N/N=C/C1=CC=CC=C1OCCCCC,0000000000000100000000000000000001000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000010000100000000000000000000000010010000000000000000000000000000001000000010000000000001000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000110000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000001000001000000000000001010000000000000000000010000010000000000000000000000000000001000000000000000000000100000000000000100000010000000000000000000000000000000000000000000000000000000
mol400,N(=O)(=O)C1C=C(C=CC=1Cl)C=NNC(=S)NC1C=CC=C(C)C=1,0000000000000001000000000100000101000000000000000000000000000000100000000000000000000000000000000100000000000010000000000000000010010000000000000000000000000000000000000001000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000001000000000000000000000000000000000001010000000001000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000010000001000000000000000000000000000100010000100000000000110000000011010000000000000000000000001000000000000000000000000000000000000001000000100000001000000000000000000000000000000100001000001000000000000001000000000010000000000000000000000000000000000000000000000001000000000001001000000000000000000000000000000000000000000000000000000000000000000000100010000000000
mol401,C(C1=CC=CC=C1)(=O)OC1=CC=C(C=C1)/C=N/C1=CC=C(C=C1C)C,0000000000000000001000000100000001000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000001000000000000000000100000000000000000000000000000100000000000000000000000000001000000010000000000000000000000100000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000001000000010000100000100000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000010000000000000000000000000000000000000000000110010000001000000000000100000011000000000000000000000000000000000000000000100000000000000000000000000000100000001000000000000000000000000000000000000000001000000000000001010000000010000000000000000010000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000100010000000000
mol402,S(=O)(=O)(NCC1CCCO1)C1=C(C)C=CC(=C1)C1C2=CC=CC=C2C(=NN=1)NC1=CC=C(C=C1)OCC(NC)=O,0000100000000000000000000000000011000000010000000000000000000000100000000000000010000000000000000000001000000000100000000001000010000010100010000000000000000000100000000000000100000000000000011000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000110000000001000000000001000010000010000100000100000100001000000000000010000000000000100000000000000000000010000000000000001000000010000000001000100000000000000010000000010000000010100000000000000000000000000010000000000000100001000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000010000010000000000100010000000000000000000000010010000000001000000000100000001000000000000000000000000100000000000000000000000100000000000000000000000000100001000000000000010000000000000000000001000001000000000000010000000000010000000000001000010010000000000000000000000000000010000000000000000000000010000000000000000000000000000010000000010000000000000000000000000000010000
mol403,N(=O)(=O)C1=CC=CC(=C1)/C=N/NC(CCCC1=CC=C(C=C1OC)C)=O,0000000000000001001000000000000001000000010000000000000000000000100000000000000010000010000000000000000000000000000000000000000010010000000000000000000000000000000000000001000000000000000000000000000000000000000000000001000000000000000100000000000001100000000000000000000000000000000000000000000000000000000001000000001000000100010000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000001000000000000000000000000000000000000000100000100000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000110010000000000000000101000000011000000000000000000000000001000000000000000000000000000000010000000000000100000001000000000000000000000000000000100101000001001000000000001000000000011000000000010000010000000000000000000000100000001000000000000001000000100000000000000000000000000000000000000000000000000000000000000100010000000000
mol404,C1(C2CCCCC=2SC=1NC(=O)C1=CC=CS1)C(=O)NC1=CC=CC(Cl)=C1,0100100000000011000000000000000000000000001000000010000000000000100000000000000100000000000000000000000010000000000000000000000010000000000000000000000010000000001001000000000000000000100000010000000000000000000000001000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000100000100000000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000100000100000100000000000000000000000000000000000000000000000000010000000010100000000000001000000000000000000000000000100000000001000000010001000000000000000000000000000000000000000000000000000000000000000001100000000000001010000000000000000001000000000000000000001000000000000000000000000010000000000000000010000000000000000000001000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000
mol405,C1(Cl)=C(C=CC=C1NC(=O)C/C(/C)=N/NC(COC1=CC(C)=C(C=C1Br)Br)=O)Cl,0000000000000001000000000000000001000000010000000000000000100000100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000001000000010000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000001010010000100010000001000000000000000010000000001100000000000000000000000000000000000000000000000000000010000010000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000100000000000000000000000100000000000000000010000000010100000000001000000000000000000000010010100000000000000000000000011010000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000010000000000000001000000000000000000000000010000000000000000010000000000000000000000000000001000000000000000000000100100000000000000000000000010000010000000000000000100000000000001000001000000
mol406,C(NN=CC1C=C(Cl)C=CC=1OCCOC1=CC(CC)=CC(C)=C1)(NCC1=CC=CC=C1)=S,0001000000100100000000000010000001000000001000000000000000000000100000000000000010000000000000100100000000000010000000000000000010000000000000000100000000000000000001000000000100000000000000000000010001000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000001000100000000000000000000000000000000010000010000000000000000000000000010000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000101000000000000000000000000000000000000000000000000100000000000000000100000000010000000000000000000010000000000000000100000000000000000110010000000000000000000000000011000100000001000000000000000100000000000000000000100000000000000000000000100000001000000001000000000000000000100000001000001000000000000001000000000010000000000000000000000000000000000000000000000001000010000000000000000100000000000000100000000000000000000000000000000000000000000000000000000000000
mol407,C1(C2C=CC=CC=2C=CC=1OC(=O)C1=CC=C(C=C1)C)/C=N/C1=CC=C(C=C1)NC(C)=O,0000000000000000000000000000000001000000000000000000010000000001100000000000000010000000000000100000000000000000000000000000000010000000000000000100000000000000000000000000000100000000000000010000000000110000000010000000000000000000000100000000010000000000000000000000000000000000000000000000001000000000000000100000000000000000000001000000000000000010000010000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000010000000000000100001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000100000000000000000000110010000001000000000000000000011000000000000000000000000000000000000000000000000000000000000000001000000100000001000000000000000000000011000000000001000001000000000000001000000000000000100000000000010010000000000000000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000100000000000001000000
