i,j,tanimoto
mol1,mol342,0.07692307692307693
mol1,mol343,0.10714285714285714
mol1,mol344,0.16666666666666666
mol1,mol345,0.10126582278481013
mol1,mol346,0.1625
mol1,mol347,0.09375
mol1,mol348,0.06896551724137931
mol1,mol349,0.11904761904761904
mol1,mol350,0.08108108108108109
mol1,mol351,0.11688311688311688
mol1,mol352,0.1686746987951807
mol1,mol353,0.04819277108433735
mol1,mol354,0.08108108108108109
mol1,mol355,0.12048192771084337
mol1,mol356,0.09411764705882353
mol1,mol357,0.12048192771084337
mol1,mol358,0.0759493670886076
mol1,mol359,0.08536585365853659
mol1,mol360,0.125
mol1,mol361,0.05
mol1,mol362,0.13157894736842105
mol1,mol363,0.11538461538461539
mol1,mol364,0.19696969696969696
mol1,mol365,0.1038961038961039
mol1,mol366,0.0759493670886076
mol1,mol367,0.0963855421686747
mol1,mol368,0.1038961038961039
mol1,mol369,0.12195121951219512
mol1,mol370,0.14864864864864866
mol1,mol371,0.07368421052631578
mol1,mol372,0.10843373493975904
mol1,mol373,0.14285714285714285
mol1,mol374,0.11538461538461539
mol1,mol375,0.09876543209876543
mol1,mol376,0.06172839506172839
mol1,mol377,0.17142857142857143
mol1,mol378,0.12658227848101267
mol1,mol379,0.0684931506849315
mol1,mol380,0.07058823529411765
mol1,mol381,0.10126582278481013
mol1,mol382,0.09090909090909091
mol1,mol383,0.10294117647058823
mol1,mol384,0.15584415584415584
mol1,mol385,0.08
mol1,mol386,0.10714285714285714
mol1,mol387,0.16
mol1,mol388,0.12727272727272726
mol1,mol389,0.10144927536231885
mol1,mol390,0.08974358974358974
mol1,mol391,0.1125
mol1,mol392,0.060240963855421686
mol1,mol393,0.09302325581395349
mol1,mol394,0.12121212121212122
mol1,mol395,0.1
mol1,mol396,0.11392405063291139
mol1,mol397,0.08045977011494253
mol1,mol398,0.0821917808219178
mol1,mol399,0.09859154929577464
mol1,mol400,0.14473684210526316
mol1,mol401,0.125
mol1,mol402,0.10891089108910891
mol1,mol403,0.08139534883720931
mol1,mol404,0.09876543209876543
mol1,mol405,0.10714285714285714
mol1,mol406,0.1686746987951807
mol1,mol407,0.1111111111111111
mol1,mol408,0.09876543209876543
mol1,mol409,0.12658227848101267
mol1,mol410,0.11594202898550725
mol1,mol411,0.15942028985507245
mol1,mol412,0.05952380952380952
mol1,mol413,0.09876543209876543
mol1,mol414,0.056818181818181816
mol1,mol415,0.09333333333333334
mol1,mol416,0.10975609756097561
mol1,mol417,0.13333333333333333
mol1,mol418,0.1
mol1,mol419,0.14473684210526316
mol1,mol420,0.056818181818181816
mol1,mol421,0.1038961038961039
mol1,mol422,0.1506849315068493
mol1,mol423,0.05714285714285714
mol1,mol424,0.12
mol1,mol425,0.13432835820895522
mol1,mol426,0.07142857142857142
mol1,mol427,0.19753086419753085
mol1,mol428,0.12
mol1,mol429,0.1044776119402985
mol1,mol430,0.1125
mol1,mol431,0.06818181818181818
mol1,mol432,0.14084507042253522
mol1,mol433,0.1
mol1,mol434,0.08450704225352113
mol1,mol435,0.1095890410958904
mol1,mol436,0.0963855421686747
mol1,mol437,0.10752688172043011
mol1,mol438,0.11392405063291139
mol1,mol439,0.0759493670886076
mol1,mol440,0.10526315789473684
mol1,mol441,0.12307692307692308
mol1,mol442,0.12658227848101267
mol1,mol443,0.09210526315789473
mol1,mol444,0.16883116883116883
mol1,mol445,0.09090909090909091
mol1,mol446,0.12
mol1,mol447,0.1111111111111111
mol1,mol448,0.1625
mol1,mol449,0.07142857142857142
mol1,mol450,0.07608695652173914
mol1,mol451,0.07575757575757576
mol1,mol452,0.08108108108108109
mol1,mol453,0.11842105263157894
mol1,mol454,0.19696969696969696
mol1,mol455,0.07407407407407407
mol1,mol456,0.1125
mol1,mol457,0.10126582278481013
mol1,mol458,0.1267605633802817
mol1,mol459,0.10975609756097561
mol1,mol460,0.10975609756097561
mol1,mol461,0.17391304347826086
mol1,mol462,0.10975609756097561
mol1,mol463,0.1506849315068493
mol1,mol464,0.11538461538461539
mol1,mol465,0.06756756756756757
mol1,mol466,0.09210526315789473
mol1,mol467,0.08571428571428572
mol1,mol468,0.10126582278481013
mol1,mol469,0.15584415584415584
mol1,mol470,0.0898876404494382
mol1,mol471,0.078125
mol1,mol472,0.0975609756097561
mol1,mol473,0.14285714285714285
mol1,mol474,0.13924050632911392
mol1,mol475,0.136986301369863
mol1,mol476,0.07692307692307693
mol1,mol477,0.17142857142857143
mol1,mol478,0.1038961038961039
mol1,mol479,0.16216216216216217
mol1,mol480,0.12857142857142856
mol1,mol481,0.13636363636363635
mol1,mol482,0.1038961038961039
mol1,mol483,0.16417910447761194
mol1,mol484,0.09375
mol1,mol485,0.1643835616438356
mol1,mol486,0.13095238095238096
mol1,mol487,0.0963855421686747
mol1,mol488,0.0963855421686747
mol1,mol489,0.10714285714285714
mol1,mol490,0.09473684210526316
mol1,mol491,0.1774193548387097
mol1,mol492,0.10126582278481013
mol1,mol493,0.12941176470588237
mol1,mol494,0.09876543209876543
mol1,mol495,0.09722222222222222
mol1,mol496,0.10294117647058823
mol1,mol497,0.12857142857142856
mol1,mol498,0.1
mol1,mol499,0.12
mol1,mol500,0.12
mol1,mol501,0.14864864864864866
mol1,mol502,0.11267605633802817
mol1,mol503,0.14705882352941177
mol1,mol504,0.09302325581395349
mol1,mol505,0.09302325581395349
mol1,mol506,0.1038961038961039
mol1,mol507,0.08045977011494253
mol1,mol508,0.07317073170731707
mol1,mol509,0.125
mol1,mol510,0.06493506493506493
mol1,mol511,0.0945945945945946
mol1,mol512,0.12
mol1,mol513,0.056338028169014086
mol1,mol514,0.16666666666666666
mol1,mol515,0.0945945945945946
mol1,mol516,0.11688311688311688
mol1,mol517,0.046875
mol1,mol518,0.2
mol1,mol519,0.06666666666666667
mol1,mol520,0.14772727272727273
mol1,mol521,0.09090909090909091
mol1,mol522,0.07692307692307693
mol1,mol523,0.12857142857142856
mol1,mol524,0.11428571428571428
mol1,mol525,0.11764705882352941
mol1,mol526,0.11267605633802817
mol1,mol527,0.10666666666666667
mol1,mol528,0.15942028985507245
mol1,mol529,0.1038961038961039
mol1,mol530,0.1323529411764706
mol1,mol531,0.09090909090909091
mol1,mol532,0.11764705882352941
mol1,mol533,0.09375
mol1,mol534,0.15254237288135594
mol1,mol535,0.09722222222222222
mol1,mol536,0.11940298507462686
mol1,mol537,0.08695652173913043
mol1,mol538,0.09859154929577464
mol1,mol539,0.1527777777777778
mol1,mol540,0.08974358974358974
mol1,mol541,0.12195121951219512
mol1,mol542,0.06944444444444445
mol1,mol543,0.1388888888888889
mol1,mol544,0.09090909090909091
mol1,mol545,0.1774193548387097
mol1,mol546,0.0945945945945946
mol1,mol547,0.15476190476190477
mol1,mol548,0.07792207792207792
mol1,mol549,0.14084507042253522
mol1,mol550,0.16666666666666666
mol1,mol551,0.05102040816326531
mol1,mol552,0.1038961038961039
mol1,mol553,0.08333333333333333
mol1,mol554,0.1694915254237288
mol1,mol555,0.07058823529411765
mol1,mol556,0.06172839506172839
mol1,mol557,0.07228915662650602
mol1,mol558,0.11
mol1,mol559,0.05319148936170213
mol1,mol560,0.20253164556962025
mol1,mol561,0.08045977011494253
mol1,mol562,0.12162162162162163
mol1,mol563,0.10256410256410256
mol1,mol564,0.1323529411764706
mol1,mol565,0.09090909090909091
mol1,mol566,0.09210526315789473
mol1,mol567,0.08
mol1,mol568,0.05102040816326531
mol1,mol569,0.15476190476190477
mol1,mol570,0.08536585365853659
mol1,mol571,0.16129032258064516
mol1,mol572,0.05102040816326531
mol1,mol573,0.10256410256410256
mol1,mol574,0.11842105263157894
mol1,mol575,0.10126582278481013
mol1,mol576,0.07792207792207792
mol1,mol577,0.11594202898550725
mol1,mol578,0.1746031746031746
mol1,mol579,0.08860759493670886
mol1,mol580,0.13157894736842105
mol1,mol581,0.0963855421686747
mol1,mol582,0.08433734939759036
mol1,mol583,0.09876543209876543
mol1,mol584,0.0759493670886076
mol1,mol585,0.13157894736842105
mol1,mol586,0.13414634146341464
mol1,mol587,0.18823529411764706
mol1,mol588,0.0975609756097561
mol1,mol589,0.07792207792207792
mol1,mol590,0.07792207792207792
mol1,mol591,0.054945054945054944
mol1,mol592,0.11842105263157894
mol1,mol593,0.11688311688311688
mol1,mol594,0.10975609756097561
mol1,mol595,0.16666666666666666
mol1,mol596,0.08450704225352113
mol1,mol597,0.08974358974358974
mol1,mol598,0.10666666666666667
mol1,mol599,0.15294117647058825
mol1,mol600,0.06172839506172839
mol1,mol601,0.09090909090909091
mol1,mol602,0.13924050632911392
mol1,mol603,0.0963855421686747
mol1,mol604,0.1774193548387097
mol1,mol605,0.10256410256410256
mol1,mol606,0.06097560975609756
mol1,mol607,0.13432835820895522
mol1,mol608,0.15873015873015872
mol1,mol609,0.06097560975609756
mol1,mol610,0.12698412698412698
mol1,mol611,0.06741573033707865
mol1,mol612,0.10144927536231885
mol1,mol613,0.14473684210526316
mol1,mol614,0.0684931506849315
mol1,mol615,0.05813953488372093
mol1,mol616,0.13846153846153847
mol1,mol617,0.08333333333333333
mol1,mol618,0.1125
mol1,mol619,0.12162162162162163
mol1,mol620,0.0958904109589041
mol1,mol621,0.06741573033707865
mol1,mol622,0.10909090909090909
mol1,mol623,0.07142857142857142
mol1,mol624,0.08571428571428572
mol1,mol625,0.06172839506172839
mol1,mol626,0.17333333333333334
mol1,mol627,0.1125
mol1,mol628,0.06493506493506493
mol1,mol629,0.06172839506172839
mol1,mol630,0.09210526315789473
mol1,mol631,0.13157894736842105
mol1,mol632,0.10227272727272728
mol1,mol633,0.056818181818181816
mol1,mol634,0.11594202898550725
mol1,mol635,0.10666666666666667
mol1,mol636,0.16901408450704225
mol1,mol637,0.047058823529411764
mol1,mol638,0.175
mol1,mol639,0.058823529411764705
mol1,mol640,0.07352941176470588
mol1,mol641,0.10465116279069768
mol1,mol642,0.1527777777777778
mol1,mol643,0.047058823529411764
mol1,mol644,0.1044776119402985
mol1,mol645,0.2077922077922078
mol1,mol646,0.09375
mol1,mol647,0.06666666666666667
mol1,mol648,0.140625
mol1,mol649,0.056818181818181816
mol1,mol650,0.07042253521126761
mol1,mol651,0.06593406593406594
mol1,mol652,0.08823529411764706
mol1,mol653,0.075
mol1,mol654,0.075
mol1,mol655,0.10126582278481013
mol1,mol656,0.18571428571428572
mol1,mol657,0.0898876404494382
mol1,mol658,0.1
mol1,mol659,0.05405405405405406
mol1,mol660,0.061224489795918366
mol1,mol661,0.15584415584415584
mol1,mol662,0.12359550561797752
mol1,mol663,0.1111111111111111
mol1,mol664,0.2222222222222222
mol1,mol665,0.1044776119402985
mol1,mol666,0.11267605633802817
mol1,mol667,0.1794871794871795
mol1,mol668,0.06315789473684211
mol1,mol669,0.11428571428571428
mol1,mol670,0.0821917808219178
mol1,mol671,0.15
mol1,mol672,0.07228915662650602
mol1,mol673,0.05813953488372093
mol1,mol674,0.16129032258064516
mol1,mol675,0.11842105263157894
mol1,mol676,0.1076923076923077
mol1,mol677,0.0625
mol1,mol678,0.1411764705882353
mol1,mol679,0.10843373493975904
mol1,mol680,0.07042253521126761
mol1,mol681,0.1267605633802817
mol1,mol682,0.11688311688311688
mol1,mol683,0.07142857142857142
mol1,mol684,0.10714285714285714
mol1,mol685,0.07142857142857142
mol1,mol686,0.08163265306122448
mol1,mol687,0.12162162162162163
mol1,mol688,0.11538461538461539
mol1,mol689,0.08860759493670886
mol1,mol690,0.07368421052631578
mol1,mol691,0.15942028985507245
mol1,mol692,0.07407407407407407
mol1,mol693,0.11764705882352941
mol1,mol694,0.10810810810810811
mol1,mol695,0.140625
mol1,mol696,0.0989010989010989
mol1,mol697,0.15714285714285714
mol1,mol698,0.16666666666666666
mol1,mol699,0.06741573033707865
mol1,mol700,0.1388888888888889
mol1,mol701,0.07865168539325842
mol1,mol702,0.09333333333333334
mol1,mol703,0.1125
mol1,mol704,0.08974358974358974
mol1,mol705,0.056338028169014086
mol1,mol706,0.07792207792207792
mol1,mol707,0.125
mol1,mol708,0.08333333333333333
mol1,mol709,0.0759493670886076
mol1,mol710,0.08536585365853659
mol1,mol711,0.15789473684210525
mol1,mol712,0.08536585365853659
mol1,mol713,0.14084507042253522
mol1,mol714,0.07142857142857142
mol1,mol715,0.17647058823529413
mol1,mol716,0.09333333333333334
mol1,mol717,0.08955223880597014
mol1,mol718,0.15853658536585366
mol1,mol719,0.08860759493670886
mol1,mol720,0.08
mol1,mol721,0.09210526315789473
mol1,mol722,0.09859154929577464
mol1,mol723,0.12
mol1,mol724,0.15517241379310345
mol1,mol725,0.060240963855421686
mol1,mol726,0.11290322580645161
mol1,mol727,0.07954545454545454
mol1,mol728,0.08108108108108109
mol1,mol729,0.10526315789473684
mol1,mol730,0.10606060606060606
mol1,mol731,0.10144927536231885
mol1,mol732,0.07792207792207792
mol1,mol733,0.09230769230769231
mol1,mol734,0.07894736842105263
mol1,mol735,0.06818181818181818
mol1,mol736,0.05333333333333334
mol1,mol737,0.18333333333333332
mol1,mol738,0.1232876712328767
mol1,mol739,0.10975609756097561
mol1,mol740,0.07526881720430108
mol1,mol741,0.09090909090909091
mol1,mol742,0.1095890410958904
mol1,mol743,0.060240963855421686
mol1,mol744,0.16176470588235295
mol1,mol745,0.075
mol1,mol746,0.06329113924050633
mol1,mol747,0.06329113924050633
mol1,mol748,0.10526315789473684
mol1,mol749,0.07894736842105263
mol1,mol750,0.1095890410958904
mol1,mol751,0.10975609756097561
mol1,mol752,0.07407407407407407
mol1,mol753,0.06329113924050633
mol1,mol754,0.0759493670886076
mol1,mol755,0.10666666666666667
mol1,mol756,0.09210526315789473
mol1,mol757,0.1125
mol1,mol758,0.047619047619047616
mol1,mol759,0.09090909090909091
mol1,mol760,0.12857142857142856
mol1,mol761,0.15942028985507245
mol1,mol762,0.1625
mol1,mol763,0.16129032258064516
mol1,mol764,0.16666666666666666
mol1,mol765,0.0967741935483871
mol1,mol766,0.05194805194805195
mol1,mol767,0.1643835616438356
mol1,mol768,0.08235294117647059
mol1,mol769,0.1
mol1,mol770,0.06329113924050633
mol1,mol771,0.08602150537634409
mol1,mol772,0.08536585365853659
mol1,mol773,0.058823529411764705
mol1,mol774,0.2
mol1,mol775,0.07142857142857142
mol1,mol776,0.17857142857142858
mol1,mol777,0.11458333333333333
mol1,mol778,0.1232876712328767
mol1,mol779,0.14705882352941177
mol1,mol780,0.07692307692307693
mol1,mol781,0.07352941176470588
mol1,mol782,0.0945945945945946
mol1,mol783,0.09090909090909091
mol1,mol784,0.075
mol1,mol785,0.13432835820895522
mol1,mol786,0.08
mol1,mol787,0.09278350515463918
mol1,mol788,0.08333333333333333
mol1,mol789,0.06578947368421052
mol1,mol790,0.12307692307692308
mol1,mol791,0.0684931506849315
mol1,mol792,0.10144927536231885
mol1,mol793,0.16981132075471697
mol1,mol794,0.02040816326530612
mol1,mol795,0.09722222222222222
mol1,mol796,0.08888888888888889
mol1,mol797,0.09722222222222222
mol1,mol798,0.11538461538461539
mol1,mol799,0.10714285714285714
mol1,mol800,0.09090909090909091
mol1,mol801,0.0945945945945946
mol1,mol802,0.12790697674418605
mol1,mol803,0.0967741935483871
mol1,mol804,0.1282051282051282
mol1,mol805,0.043478260869565216
mol1,mol806,0.13333333333333333
mol1,mol807,0.15151515151515152
mol1,mol808,0.12941176470588237
mol1,mol809,0.1111111111111111
mol1,mol810,0.13114754098360656
mol1,mol811,0.09375
mol1,mol812,0.10714285714285714
mol1,mol813,0.0625
mol1,mol814,0.1282051282051282
mol1,mol815,0.09230769230769231
mol1,mol816,0.14285714285714285
mol1,mol817,0.07142857142857142
mol1,mol818,0.109375
mol1,mol819,0.1896551724137931
mol1,mol820,0.13333333333333333
mol1,mol821,0.08536585365853659
mol1,mol822,0.11666666666666667
mol1,mol823,0.08333333333333333
mol1,mol824,0.13043478260869565
mol1,mol825,0.10526315789473684
mol1,mol826,0.14545454545454545
mol1,mol827,0.16666666666666666
mol1,mol828,0.14285714285714285
mol1,mol829,0.07936507936507936
mol1,mol830,0.08333333333333333
mol1,mol831,0.06944444444444445
mol1,mol832,0.16279069767441862
mol1,mol833,0.09333333333333334
mol1,mol834,0.09090909090909091
mol1,mol835,0.13846153846153847
mol1,mol836,0.11290322580645161
mol1,mol837,0.1076923076923077
mol1,mol838,0.09230769230769231
mol1,mol839,0.06578947368421052
mol1,mol840,0.07462686567164178
mol1,mol841,0.0875
mol1,mol842,0.12903225806451613
mol1,mol843,0.12307692307692308
mol1,mol844,0.09859154929577464
mol1,mol845,0.13043478260869565
mol1,mol846,0.10714285714285714
mol1,mol847,0.06578947368421052
mol1,mol848,0.13043478260869565
mol1,mol849,0.0945945945945946
