mol,smiles
mol740,N(=O)(=O)C1=CC(=CC=C1OC(=O)C1=CC=CO1)/C=N/NC(=O)C1C=NC=C(Br)C=1
mol741,C1C(CC(CC=1NCC1C=CC(=CC=1)C)(C)C)=O
mol742,C1(O)(CC(=O)C2=CC=C(C=C2)C(C)(C)C)C2=CC(Cl)=CC=C2NC1=O
mol743,C(COC1=CC=C(C(C)=C1)C)(=O)N/N=C/C1=CC=C2C(OCO2)=C1
mol744,C12C(O)=NCCOC=1C1C=CC=CC=1N(C)C2=O
mol745,C1(C(C)=CC=CC=1C)OCC(=O)N/N=C/C1C=CC(=C(OC)C=1)O
mol746,C(COC1=CC=C(C(C)=C1)C)(=O)N/N=C/C1=CC=C(C(OC)=C1)OC
mol747,C(COC1=CC=C(C(C)=C1)C)(=O)N/N=C/C1C=CC(=CC=1)N(C)C
mol748,N1(CC2=CC=CC=C2)C2C=CC=CC=2C(O)(CC(=O)C2=CC=CS2)C1=O
mol749,C1(=C(C)C=CC=C1C)OCC(=O)N/N=C/C1=CC=C(C=C1)N(C)C
mol750,C1(=CC=C(C=C1N(=O)=O)Cl)C(=O)NC1C=CC(=CC=1F)Br
