mol,smiles
mol564,C1(=CC=C(C=C1N(=O)=O)Cl)C(=O)N(CC#N)CC#N
mol565,N(=O)(=O)C1C=C(C=CC=1Cl)/C=N/NC(COC1=CC=C(C=C1)C(C)(C)CC(C)(C)C)=O
mol566,C1(OC)C(OC)=CC(=CC=1OC)/C=N/NC(=O)CC1C=CC=C2C=CC=CC=12
mol567,N1C(=O)C(SC1=S)=CC1=CC=CC=C1OCCOC1C=CC=CC=1OC
mol568,N(=O)(=O)C1=CC=C(C(Br)=C1)OCC(=O)N/N=C/C1C=C(Br)C=C(Br)C=1OC(=O)C1=CC=CO1
mol569,N1(C2=CC=CC=C2)C(SCC(=O)NN=CC2=CC=C(C(OC)=C2OC)OC)=NN=C1C1C=CC=CC=1
mol570,C1(=N/NC(COC2=C(C)C=CC=C2C)=O)/C2C=C(Br)C=CC=2NC/1=O
mol571,C(=O)(NC1=CC=C(C=C1)Cl)NC1=CC(C)=CC=C1C
mol572,C1(C(Br)=CC(=CC=1/C=N/NC(COC1=CC=C(C=C1)C(C)(C)CC(C)(C)C)=O)Br)OC(=O)C1=CC=CO1
mol573,C(NN=CC1C=C(C)C=CC=1OCCOC1=CC=C(C=C1)OC)(=S)NC1C=CC(=CC=1)C
mol574,C1(=CC2C=C(N(C3C=CC4C(=CC=CC=4)C=3)C=2C)C)C(=O)NC(N(C)C1=O)=O
mol575,C(=CC1=CC=C(C=C1)OC(C)C)(NC(C1C=CC=CC=1)=O)C(=O)N1CCCCC1
mol576,C1(=CC(O)=CC=C1O)/C(/C)=N/NC(COC1=C(C)C=CC=C1C)=O
mol577,N(C1C=CC=CC=1Cl)C(CCC(=O)N/N=C1/CCCC/1)=O
mol578,N(C1=CC(C)=CC=N1)C(CC1=CC=C(C=C1)Cl)=O
mol579,N(/NC(=O)CC1C=CC=C2C=CC=CC=12)=C(/C)\C1=CC=C2C(OCCO2)=C1
mol580,N1(N=C(CC1(O)C(F)(F)F)CCCCC)C(=O)C1C=CC=CC=1Cl
mol581,C1(=N/NC(=O)CC2C=CC=C3C=CC=CC=23)/C(=O)NC2C=CC(=CC/1=2)N(=O)=O
mol582,C(=O)(C1C=CC=CC=1C)NC1C=CC(=CC=1)C(=O)NNC(COC1C=CC(=CC=1Br)C)=O
mol583,C12N=CN(CC(=O)NC3C=CC(=CC=3)S(=O)(=O)NC(C)=O)C=1C(N(C)C(=O)N2C)=O
mol584,C1(Br)OC(=CC=1Br)/C=N/NC(COC1=C(C)C=CC=C1C)=O
mol585,S(=O)(=O)(N(CC)CC)C1=CC=C(C=C1)NC(=S)NC(COC1C=CC=CC=1)=O
mol586,C1(=CC=C(/C=N/NC(COC2=CC=C(C(C)=C2)C)=O)O1)C1=CC(Cl)=CC=C1Cl
mol587,N1(C2CCCCC2)C(SCC(=O)NN=CC2=CC=CC=C2C(O)=O)=NN=C1C1=CC=C(C=C1)Cl
mol588,C1(=N/NC(COC2C(C)=CC=CC=2C)=O)\C(=O)NC2C(=CC(Br)=CC\1=2)Br
mol589,C12N(C)C(=O)NC(=O)C=1N(C(SCCCCCCCC)=N2)C(C)C
mol590,C12C=C(C=CC=1C(C)=CC(=O)O2)OCC(=O)NCC(O)=O
mol591,N(=O)(=O)C1=CC=C(C(Br)=C1)OCC(=O)N/N=C/C1=CC=C(C(OC)=C1)OC(C)=O
mol592,C1(C(=O)NNC(=O)C2=CC=CC=C2Cl)=C(O)C2C=CC=CC=2N(CCC)C1=O
mol593,C1(/C=N/NC(COC2=CC=C(C(C)=C2)C)=O)C=C(Cl)C=CC=1O
mol594,S(C)(=O)(=O)N(C1C=CC=CC=1)CC1C=CC(=CC=1)C(=O)NC1=CC=CC=C1C(=O)NC(C)CC
mol595,N1(C2=CC=CC=C2)C(SCC(=O)NN=CC=CC2=CC=CC=C2N(=O)=O)=NN=C1C1=CC=C(C=C1)C(C)(C)C
mol596,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1=CC=C(C=C1)O
mol597,C(=O)(C(=O)NCC1CCCO1)NC1=CC=CC=C1OCC
mol598,C1(/C=N/NC(=O)CC2C=CC=C3C=CC=CC=23)C(OCC)=CC=C2C=CC=CC=12
mol599,N1(C2=CC=C(C=C2)C)C(SCC(=O)NN=CC2=CC=CC(=C2)OC2=CC=CC=C2)=NN=C1C1C=CC(=CC=1)C
mol600,C(COC1=CC=C(C(C)=C1)C)(=O)N/N=C/C1C=CC(=C(OC)C=1)O
mol601,S(=O)(=O)(N(C)C)NC1C=CC=C(C=1)N(=O)=O
mol602,C1(OC2=C(C=C(C=C2)NC(CCCCC)=O)N=1)C1=CC=C(C=C1Cl)Cl
mol603,N(=O)(=O)C1C(OC)=CC=C(/C(/C)=N/NC(=O)CC2C=CC=C3C=CC=CC=23)C=1
mol604,N1(C2=CC=C(C=C2)Br)C(C)=NC2=C(C=CC=C2)C1=O
mol605,C(=O)(C1=CC=CC(Br)=C1)NC1C=CC(=CC=1)N=CC1C=C(Cl)C=CC=1O
mol606,C1(Br)=C(O)C(/C=N/NC(CNC(=O)C2=CC=CC(F)=C2)=O)=CC(Br)=C1O
mol607,N1(CCOCC1)CCNC(CC1=CC=C(C=C1)Cl)=O
mol608,C1(=O)NC2C=C(C)C(=CC=2C(=C)N1C1C=CC(=CC=1)C)C
mol609,C1(Br)=C(O)C(/C=N/NC(CNC(=O)C2=CC=CO2)=O)=CC(Br)=C1O
mol610,C(=O)(NCC(C)O)C(NCCC1=CC=CC=C1)=O
mol611,N(=O)(=O)C1C=CC(=C(/C=N/NC(CNC(=O)C2=CC=CC(F)=C2)=O)C=1)OC
mol612,C(=O)(C1=CC=CC=C1I)NC(=S)NC1=CC=CC=N1
mol613,C1(Br)=C(O)C(/C=N/NC(CNC(=O)C2=CC=C(C=C2)Cl)=O)=C(C(Br)=C1O)C
mol614,N1(CC#C)C(=O)C(SC1=O)=CC1=CC=CO1
mol615,N(=O)(=O)C1C=CC(=C(/C=N/NC(CNC(=O)C2C=CC(=C(OC)C=2)OC)=O)C=1)OC
mol616,N(C(=O)C1=CC=C(C(C)=C1)C)C(=S)NC1=CC=CC=C1
mol617,C1(Br)=C(O)C(/C=N/NC(CNC(=O)C2=CC=CC(F)=C2)=O)=C(C(Br)=C1O)C
mol618,S(=O)(=O)(C1C=CC(=CC=1)OC)N(C1C=CC=CC=1)CC(NCCCOCC)=O
mol619,C1(O)C(I)=CC(=CC=1I)/C=N/NC(CNC(=O)C1C=CC(=CC=1)Cl)=O
mol620,C(=O)(NN=CC1=CC=C(C(OC)=C1)OC)C(O)(C1C=CC=CC=1)C1=CC=CC=C1
mol621,N(=O)(=O)C1C=CC(=C(/C=N/NC(CNC(=O)C2=CC=CO2)=O)C=1)OC
mol622,C1(Br)=C(O)C=CC2=CC=CC=C12
mol623,C(=O)(NC1=CC=C(C=C1)N(C)C(C)=O)C1=CC=CO1
mol624,N(C(COC1C=CC=CC=1)=O)C1=CC=C(C=C1O)CC1=CC=C(C(O)=C1)NC(COC1=CC=CC=C1)=O
mol625,C1(O)C(Br)=CC(=CC=1Br)/C=N/NC(CNC(=O)C1C=CC=C(F)C=1)=O
mol626,C1(C2=CC=CO2)=NN=C(C2=CC=CC(=C2)NC(CC2=CC=C(C=C2)Cl)=O)O1
mol627,C(=O)(C1C=CC(=CC=1)Cl)NCC(=O)N/N=C/C1=CC=C(C(I)=C1)OC
mol628,C1(NC(CCC(OCC)=O)=O)SC2=C(CCCC2)C=1C(N)=O
mol629,C1(O)=C(I)C=C(C=C1I)/C=N/NC(CNC(=O)C1C=CC=C(F)C=1)=O
mol630,C1(O)(CC(=O)C=CC2=CC=CC=C2)C2C=C(Br)C=CC=2NC1=O
mol631,C(=O)(NNC(CCC(=O)NC1C=CC=C(Cl)C=1C)=O)[C@H]1CCCC[C@H]1C(O)=O
mol632,C1(NC(=O)C=CC2C=CC=CC=2)=NN=C(SC(C)C(=O)NC2C=CC(=CC=2)OCC)S1
mol633,C1(O)C(OC)=CC(=CC=1Br)/C=N/NC(CNC(=O)C1=CC=CO1)=O
mol634,C1(=CC=C(C(=O)NC2C=CC(=C(Cl)C=2)Cl)O1)N(=O)=O
mol635,N1(CC(=O)NN=C(C)C2=CC=CC=C2O)C2C=CC=CC=2N=C1
mol636,C1(C#N)C2CCCCC=2C(=NC=1SCCCC)C1C=CC=CC=1
mol637,C(=O)(NCC(=O)N/N=C/C1C=C(OC)C=CC=1O)C1=CC=C(C(OC)=C1)OC
mol638,N1C(N2CCCC2)=NC(=NC=1N1CCCC1)NN=CC1C=C(Cl)C=C(Cl)C=1OCCOC1C=CC=CC=1
mol639,C(=O)(C1C=CC=C(F)C=1)NCC(=O)N/N=C/C1C=C(OC)C=CC=1O
mol640,N(=O)(=O)C1C=CC(=CC=1)CC(=O)NCC(OC)=O
mol641,C(C#N)(=CC1C=CC(=CC=1)OCC(=O)NC1=CC=CC=C1C)C(=O)NC1CCCCC1
mol642,N(=O)(=O)C1C=CC(=C(C)C=1)NC(COC1=CC=C(C=C1)Cl)=O
mol643,C1(OC)=C(OC)C=C(C=C1OC)C(=O)NCC(=O)N/N=C/C1C=C(OC)C=CC=1O
mol644,N1(C2C=CC=CC=2SC2C=CC=CC1=2)C(=O)CN1CCOCC1
mol645,N1C2C=C(Cl)C=CC=2OC=1C1=CC=C(C(NC(=O)C=CC2C=CC=CC=2)=C1)C
mol646,C1(=C(C=CC(=C1)N(=O)=O)OC1=CC=C(C=C1OCC)C=NNC(CNC1=CC=CC2=CC=CC=C12)=O)N(=O)=O
mol647,N(=C(C)C1=CC=C2C(OCCO2)=C1)NC(C1C=CN=CC=1)=O
mol648,C1(C2=CC=CC=C2N=C2C=CC=CC=12)N[C@H](CC1C=CC=CC=1)C(O)=O
mol649,C(=O)(C1C=CC=C(F)C=1)NCC(=O)N/N=C/C1=CC=C(C(OCC)=C1)O
mol650,C(=O)(NC1=CC=C(C=C1)N(C)C(C)=O)N1CCOCC1
mol651,N1C(=O)C(SC1=S)=CC1=CC=C(C(OC)=C1)OC(=O)C1=CC=CC(=C1)N(=O)=O
mol652,C(=O)(C1=CC=CC(C)=C1)N/N=C1\CCCCC\1
mol653,C1(=CC2C=C(OC)C(=C(I)C=2)O)C(=O)NN(C2=CC=C(C=C2)F)C1=O
mol654,C(=O)(C1C=CC=C(F)C=1)NCC(=O)N/N=C/C1=CC=CC(C)=C1O
mol655,C(=O)(C1C=CC=C(F)C=1)NCC(=O)N/N=C/C1=CC(Cl)=CC=C1O
mol656,C1(SC=C(C2=CC=CC=C2)N=1)NC(=O)C=CC(OCC)=O
mol657,N(=O)(=O)C1=CC=C(C(Br)=C1)OCC(=O)N/N=C/C1C=C(OCC)C(=C(Cl)C=1)O
mol658,S1C(SCC(=O)NN=CC2=CC=CO2)=NN=C1SCC1=CC=CC=C1
mol659,C(=O)(C1C=CC(=CC=1)OCC)NC1=CC=C(C=C1)N(C)C(C)=O
mol660,C1(=C(Br)C=C(C=C1/C=N/NC(COC1=CC(C)=CC=C1C(C)C)=O)Br)OC(=O)C1=CC=CO1
mol661,C1(=CC=C(/C=N\NC(=O)CC2=CC=CC3C=CC=CC2=3)O1)C1=CC(Cl)=CC=C1Cl
mol662,C(=C/C1=CC=C2C(OCO2)=C1)(\NC(C1=CC=CC=C1)=O)/C(=O)N/N=C/C1=CC(Cl)=CC=C1OC
mol663,C1(C(/C=N/NC(=O)/C(/NC(C2=CC=CC=C2)=O)=C\C2=CC=CS2)=CC=C(O)C=1OC)N(=O)=O
mol664,N1(C2=CC=CC=C2)C(SCC(=O)NN=CC2C=CC=CC=2OCC)=NN=C1C1=CC=C(C=C1)Cl
mol665,S(CC1C=CC=CC=1)(=O)(=O)NC1=CC=C(C=C1)C(C)CC
mol666,C1(=CC=C(C=NC2C=CC=CC=2C(N)=O)S1)N(=O)=O
mol667,C12SSC(=S)C=1C1=C(C=C(C(C)=C1)C)N(C(=O)COC1=CC=C(C=C1)Cl)C2(C)C
mol668,C1(C(/C=N/NC(COC2=CC(C)=CC=C2C(C)C)=O)=CC=C(OC(C)=O)C=1OC)N(=O)=O
mol669,C(=O)(C1C=CC=C(Cl)C=1)NC1=CC=C(C=C1)C(C)CC
mol670,C1(=CC=CC2C=CC=CC1=2)CC(=O)N/N=C/C1=CC=CC(O)=C1
mol671,C1(=CC=C(/C=N/NC(COC2C(C)=CC=CC=2C)=O)O1)C1=CC(Cl)=CC=C1Cl
mol672,C1(/C=N/NC(COC2=C(C)C=CC=C2C)=O)C=C2OCOC2=CC=1Br
mol673,C1(O)C(OCC)=CC(=CC=1I)/C=N/NC(COC1=CC=C(C(C)=C1)C)=O
mol674,C(CSC1C=CC(=CC=1)Cl)(=O)NC1=CC=C(C=C1)NC(C)=O
mol675,C1(/C=N/NC(COC2C(C)=CC=CC=2C)=O)C(OCC)=CC=C2C=CC=CC=12
mol676,S(=O)(=O)(C1C=CC(=CC=1)NC(C)=O)NC1C=CC=C2C=1C=CC=C2NS(=O)(=O)C1=CC=C(C=C1)NC(C)=O
mol677,C(=C/C1=CC=C2C(OCO2)=C1)(\NC(C1=CC=CC=C1)=O)/C(=O)N/N=C/C1=CC=CC=C1OC(=O)C1=CC=CO1
mol678,N1(C2=CC=C(C=C2)OC)N=C2C(C=C(C(C)=C2)NC(=O)C2=CC=C(C3=CC=CC(Cl)=C3C)O2)=N1
mol679,C1(=CC(C)=CC=C1C(C)C)OCC(=O)N/N=C/C1=CC(Cl)=CC=C1OC
mol680,C(=O)(C(C)(C)C)NC1=CC=CC(=C1)C(=O)NC1C=CC(=CC=1)I
mol681,C1(C(C2C=CC=CC=2)C2=CC=CC=C2)=NN=C(NC(=O)NC2=CC=CC=C2F)S1
mol682,N1(C2=CC=C(C=C2)OC)N=C2C(C=C(C(C)=C2)NC(=S)NC(=O)C2C=CC(=CC=2)OC)=N1
mol683,C1(C2C=CC(=CC=2)I)=CC=C(/C=N/NC(COC2=C(Br)C=C(C=C2Br)Br)=O)O1
mol684,C1(=CC(=NN1)C)C(=O)NN=CC1=CC=C(C2C=CC=C(C=2)C(F)(F)F)O1
mol685,C12(CCCCC1C2C(=O)N/N=C/C1=CC=CC(=C1)N(=O)=O)C
mol686,N12N=C(SC1=NC(=O)C(=CC1C3C=CC=CC=3N(CCOC3=CC=C(C=C3)C(C)(C)C)C=1)C2=N)C(C)C
mol687,C1(C=NC=C(Br)C=1)C(=O)N/N=C/C1=CC(Cl)=CC=C1O
mol688,C1(C2CCCCCC=2SC=1NC(C1C=CC=CC=1)=O)C(=O)NC1C=CC=C(C)C=1
mol689,N(=O)(=O)C1=CC=C(C=C1)N1CCN(CC1)C(=O)CC1C=CC(=C(OC)C=1)OC
mol690,C(=C/C1=CC=C(C=C1)N(CC)CC)(\NC(C1=CC=CC=C1)=O)/C(=O)N/N=C/C1C=C(OCC)C(=C(I)C=1)O
mol691,S(=O)(=O)(C1=CC=C(C=C1)OC)NC1=CC=CC=C1C(OCC)=O
mol692,C1(C=NC=C(Br)C=1)C(=O)N/N=C/C1C=CC(=C(I)C=1)OC
mol693,N(=O)(=O)C1C=CC(=C(C=1)NC(=O)C1=CC=CC(=C1)N(=O)=O)Cl
mol694,C1(C=NC=C(Br)C=1)C(=O)N/N=C/C1=CC=C2C(C=CC=C2)=C1
mol695,C1(N=C(C)C=C(C)N=1)NC(=N)NC1=CC=CC(C)=C1C
mol696,C1(C(=CC=C(C=1)N(=O)=O)OC1=CC=CC(=C1)/C=N/NC(COC1=CC=C(C=C1Cl)Cl)=O)N(=O)=O
mol697,N(C(=S)NC1C=CC(=C(Cl)C=1)C(O)=O)C(=O)C1=CC=CC=C1C
mol698,N1(C(=O)CSC2=NN=C(C3C=CC(=CC=3)C)N2)C2C=CC=CC=2SC2C=CC=CC1=2
mol699,N(=O)(=O)C1=CC(=CC=C1OC(=O)C1=CC=CO1)/C=N/NC(C1=CC=NC=C1)=O
mol700,C(=O)(C(C)OC1=CC=C(C=C1Cl)Cl)NC1C=CC(=CC=1)C#N
mol701,C(=C/C1=CC=C(C=C1)N(CC)CC)(\NC(C1=CC=CC=C1)=O)/C(=O)N/N=C/C1=CC=C(C=C1)OCC1C=CC=CC=1
mol702,C(=O)(NNC(COC1C=CC=C2C=CC=CC=12)=O)[C@H]1CCCC[C@H]1C(O)=O
mol703,C1(O)C(OCC)=CC(=CC=1Cl)/C=N/NC(COC1=CC=C(C=C1Cl)Cl)=O
mol704,C1(=N/NC(=O)C2C=CC=C(Br)C=2)/C(=O)NC2C=CC(C)=C(Br)C/1=2
mol705,N(=O)(=O)C1=CC2OCOC=2C=C1/C=C(/C#N)\C#N
mol706,C1(/C=N/NC(=O)CC2C=CC=C3C=CC=CC=23)C=C(Br)C=C(Br)C=1O
mol707,C1(O)(CC(=O)C2C=CC(=CC=2)C(C)C)C(=O)NC2C(=CC=C(Cl)C1=2)C
mol708,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1C=CC(=CC=1)Br
mol709,C1(=CC=C(C2=CC=CC=C12)Br)CC(=O)NN=CC1C=CC=CC=1OC(C)=O
mol710,N(=O)(=O)C1C=C(C=CC=1O)/C=N/NC(COC1=C(C)C=CC=C1C)=O
mol711,S(N)(=O)(=O)C1=CC=C(C=C1)CCNC(=O)C1C2=CC=CC=C2N=C(C2C=CC=CC=2)C=1
mol712,N(=O)(=O)C1=CC=CC(=C1)/C=N/NC(COC1=CC=C(C(C)=C1)C)=O
mol713,C(=O)(NC1=CC=CC(C)=N1)C1C=CC(=CC=1OC)SC
mol714,N(=O)(=O)C1C=C(C=CC=1O)/C=N/NC(COC1=CC=C(C(C)=C1)C)=O
mol715,C12C3CCN(CC=3SC=1N=C(SCC=C)N(C1=CC=C(C=C1)C)C2=O)CC1C=CC=CC=1
mol716,N(=O)(=O)C1=CC=C(C=C1)/C=N/NC(=O)CC1C=CC=C2C=CC=CC=12
mol717,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1C=CC(=CC=1)/C=N/NC(=O)CC1C=CC=C2C=CC=CC=12
mol718,C12C3CCN(CC=3SC=1N=C(SCC(C)=C)N(CC1=CC=CC=C1)C2=O)C
mol719,C1(=CC=C(/C=N/NC(COC2C(C)=CC=CC=2C)=O)O1)N(=O)=O
mol720,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1=CC=C(C=C1O)O
mol721,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C=C/C1=CC=CO1
mol722,C1(/C=N/NC(=O)CC2C=CC=C3C=CC=CC=23)C(O)=CC=C2C=CC=CC=12
mol723,C1(/C=N/NC(COC2C(C)=CC=CC=2C)=O)C(O)=CC=C2C=CC=CC=12
mol724,N(C1C(Cl)=CC=C(Cl)C=1)C(C(C)C)=O
mol725,C1(C(O)=C(/C=N/NC(=O)C2C=NC=C(Br)C=2)C=C(C=1)N(=O)=O)N(=O)=O
mol726,C(=O)(C1C=CC(=CC=1)C(C)(C)C)NCC1C=CC=CC=1
mol727,C12C(=O)CC(CC=1NC1=C(C=CC=C1)N(CC(OC)=O)C2C1=CC=CO1)(C)C
mol728,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1=CC=C(C(O)=C1)O
mol729,N12N=C(SC1=NC(=O)C(=CC1=CC=C(C(OC)=C1)OCC1C=CC=CC=1Cl)C2=N)CC(C)C
mol730,C1(C(NCC#N)=O)C2C=CC=CC=2OC2=CC=CC=C12
mol731,N1(C(=O)CSC2SCCN=2)C2C=CC=CC=2C2C=CC=CC1=2
mol732,N(=C(/C)\C1=CC=C(C=C1)CC)/NC(CNC1=CC=CC(C)=C1)=O
mol733,C1(C=C(C)C=CC=1C)NC(CCC(NN)=O)=O
mol734,C1(/C=N/NC(=O)C2=CC=CN=C2)C=C(I)C=C(I)C=1O
mol735,C1(C(OCCC)=O)=C(C)NC2=C(C(=O)CC(C)(C)C2)C1C1C=CC(=C(OC)C=1OC)OC
mol736,C1(/C=N/NC(C2=CC=NC=C2)=O)C=C(I)C=C(I)C=1O
mol737,N1C2C=C(Cl)C=CC=2OC=1C1=CC=C(C=C1)Br
mol738,N(=C(/C)\C1=CC=C(C=C1)C(C)C)/NC(CNC1C=CC=CC=1C)=O
mol739,C1(=NC2=CC=CC=C2OC)SC(C(=O)NC2=CC=C(C=C2)OC)CC(=O)N1C
