i,j,tanimoto
mol501,mol655,0.16455696202531644
mol501,mol656,0.1891891891891892
mol501,mol657,0.10869565217391304
mol501,mol658,0.2077922077922078
mol501,mol659,0.136986301369863
mol501,mol660,0.11224489795918367
mol501,mol661,0.189873417721519
mol501,mol662,0.16666666666666666
mol501,mol663,0.10526315789473684
mol501,mol664,0.20930232558139536
mol501,mol665,0.12857142857142856
mol501,mol666,0.16666666666666666
mol501,mol667,0.1686746987951807
mol501,mol668,0.08163265306122448
mol501,mol669,0.18571428571428572
mol501,mol670,0.13513513513513514
mol501,mol671,0.1686746987951807
mol501,mol672,0.13253012048192772
mol501,mol673,0.09090909090909091
mol501,mol674,0.2222222222222222
mol501,mol675,0.125
mol501,mol676,0.1323529411764706
mol501,mol677,0.13829787234042554
mol501,mol678,0.18604651162790697
mol501,mol679,0.1411764705882353
mol501,mol680,0.14084507042253522
mol501,mol681,0.2878787878787879
mol501,mol682,0.12345679012345678
mol501,mol683,0.11764705882352941
mol501,mol684,0.11363636363636363
mol501,mol685,0.11764705882352941
mol501,mol686,0.11
mol501,mol687,0.15789473684210525
mol501,mol688,0.1794871794871795
mol501,mol689,0.1375
mol501,mol690,0.11458333333333333
mol501,mol691,0.14864864864864866
mol501,mol692,0.09523809523809523
mol501,mol693,0.15714285714285714
mol501,mol694,0.12987012987012986
mol501,mol695,0.13043478260869565
mol501,mol696,0.14130434782608695
mol501,mol697,0.16216216216216217
mol501,mol698,0.18666666666666668
mol501,mol699,0.14942528735632185
mol501,mol700,0.16
mol501,mol701,0.1348314606741573
mol501,mol702,0.16
mol501,mol703,0.14634146341463414
mol501,mol704,0.1111111111111111
mol501,mol705,0.08108108108108109
mol501,mol706,0.1282051282051282
mol501,mol707,0.11688311688311688
mol501,mol708,0.136986301369863
mol501,mol709,0.125
mol501,mol710,0.10588235294117647
mol501,mol711,0.1625
mol501,mol712,0.10588235294117647
mol501,mol713,0.14666666666666667
mol501,mol714,0.09195402298850575
mol501,mol715,0.15384615384615385
mol501,mol716,0.12987012987012986
mol501,mol717,0.14705882352941177
mol501,mol718,0.17647058823529413
mol501,mol719,0.1375
mol501,mol720,0.13157894736842105
mol501,mol721,0.14285714285714285
mol501,mol722,0.136986301369863
mol501,mol723,0.12658227848101267
mol501,mol724,0.2
mol501,mol725,0.09411764705882353
mol501,mol726,0.1746031746031746
mol501,mol727,0.13636363636363635
mol501,mol728,0.13333333333333333
mol501,mol729,0.12244897959183673
mol501,mol730,0.4444444444444444
mol501,mol731,0.17391304347826086
mol501,mol732,0.14285714285714285
mol501,mol733,0.16923076923076924
mol501,mol734,0.11538461538461539
mol501,mol735,0.1
mol501,mol736,0.10526315789473684
mol501,mol737,0.15151515151515152
mol501,mol738,0.16
mol501,mol739,0.1566265060240964
mol501,mol740,0.14130434782608695
mol501,mol741,0.11594202898550725
mol501,mol742,0.14666666666666667
mol501,mol743,0.12048192771084337
mol501,mol744,0.13513513513513514
mol501,mol745,0.10975609756097561
mol501,mol746,0.1125
mol501,mol747,0.1125
mol501,mol748,0.17105263157894737
mol501,mol749,0.12987012987012986
mol501,mol750,0.16216216216216217
mol501,mol751,0.1566265060240964
mol501,mol752,0.10843373493975904
mol501,mol753,0.09876543209876543
mol501,mol754,0.16883116883116883
mol501,mol755,0.15789473684210525
mol501,mol756,0.1282051282051282
mol501,mol757,0.09302325581395349
mol501,mol758,0.17721518987341772
mol501,mol759,0.1125
mol501,mol760,0.16666666666666666
mol501,mol761,0.18055555555555555
mol501,mol762,0.18072289156626506
mol501,mol763,0.1323529411764706
mol501,mol764,0.20270270270270271
mol501,mol765,0.15873015873015872
mol501,mol766,0.11688311688311688
mol501,mol767,0.2
mol501,mol768,0.11494252873563218
mol501,mol769,0.14814814814814814
mol501,mol770,0.09876543209876543
mol501,mol771,0.10416666666666667
mol501,mol772,0.10588235294117647
mol501,mol773,0.11594202898550725
mol501,mol774,0.14102564102564102
mol501,mol775,0.09195402298850575
mol501,mol776,0.14516129032258066
mol501,mol777,0.12
mol501,mol778,0.12987012987012986
mol501,mol779,0.16901408450704225
mol501,mol780,0.15584415584415584
mol501,mol781,0.09859154929577464
mol501,mol782,0.11688311688311688
mol501,mol783,0.15584415584415584
mol501,mol784,0.0963855421686747
mol501,mol785,0.1095890410958904
mol501,mol786,0.10256410256410256
mol501,mol787,0.14432989690721648
mol501,mol788,0.136986301369863
mol501,mol789,0.14666666666666667
mol501,mol790,0.14705882352941177
mol501,mol791,0.16901408450704225
mol501,mol792,0.14084507042253522
mol501,mol793,0.08064516129032258
mol501,mol794,0.1
mol501,mol795,0.10526315789473684
mol501,mol796,0.09574468085106383
mol501,mol797,0.1506849315068493
mol501,mol798,0.12195121951219512
mol501,mol799,0.11666666666666667
mol501,mol800,0.1
mol501,mol801,0.14666666666666667
mol501,mol802,0.12087912087912088
mol501,mol803,0.140625
mol501,mol804,0.12048192771084337
mol501,mol805,0.11594202898550725
mol501,mol806,0.10309278350515463
mol501,mol807,0.14084507042253522
mol501,mol808,0.14772727272727273
mol501,mol809,0.10294117647058823
mol501,mol810,0.1044776119402985
mol501,mol811,0.19047619047619047
mol501,mol812,0.15294117647058825
mol501,mol813,0.140625
mol501,mol814,0.19230769230769232
mol501,mol815,0.13432835820895522
mol501,mol816,0.16091954022988506
mol501,mol817,0.1267605633802817
mol501,mol818,0.1875
mol501,mol819,0.2542372881355932
mol501,mol820,0.2159090909090909
mol501,mol821,0.11904761904761904
mol501,mol822,0.09090909090909091
mol501,mol823,0.07792207792207792
mol501,mol824,0.18571428571428572
mol501,mol825,0.12658227848101267
mol501,mol826,0.19298245614035087
mol501,mol827,0.11940298507462686
mol501,mol828,0.0759493670886076
mol501,mol829,0.15873015873015872
mol501,mol830,0.07792207792207792
mol501,mol831,0.1388888888888889
mol501,mol832,0.19318181818181818
mol501,mol833,0.16
mol501,mol834,0.14102564102564102
mol501,mol835,0.1791044776119403
mol501,mol836,0.12121212121212122
mol501,mol837,0.18461538461538463
mol501,mol838,0.15151515151515152
mol501,mol839,0.11688311688311688
mol501,mol840,0.203125
mol501,mol841,0.09523809523809523
mol501,mol842,0.13636363636363635
mol501,mol843,0.09859154929577464
mol501,mol844,0.1527777777777778
mol501,mol845,0.2028985507246377
mol501,mol846,0.13953488372093023
mol501,mol847,0.14666666666666667
mol501,mol848,0.1527777777777778
mol501,mol849,0.1780821917808219
mol501,mol850,0.20270270270270271
mol501,mol851,0.13095238095238096
mol501,mol852,0.15789473684210525
mol501,mol853,0.136986301369863
mol501,mol854,0.15942028985507245
mol501,mol855,0.1791044776119403
mol501,mol856,0.14666666666666667
mol501,mol857,0.21428571428571427
mol501,mol858,0.1232876712328767
mol501,mol859,0.10869565217391304
mol501,mol860,0.18181818181818182
mol501,mol861,0.15053763440860216
mol501,mol862,0.13978494623655913
mol501,mol863,0.14864864864864866
mol501,mol864,0.15853658536585366
mol501,mol865,0.11627906976744186
mol501,mol866,0.136986301369863
mol501,mol867,0.1125
mol501,mol868,0.19718309859154928
mol501,mol869,0.1
mol501,mol870,0.17567567567567569
mol501,mol871,0.125
mol501,mol872,0.14102564102564102
mol501,mol873,0.16666666666666666
mol501,mol874,0.12195121951219512
mol501,mol875,0.09574468085106383
mol501,mol876,0.16666666666666666
mol501,mol877,0.1095890410958904
mol501,mol878,0.1643835616438356
mol501,mol879,0.14492753623188406
mol501,mol880,0.1917808219178082
mol501,mol881,0.14285714285714285
mol501,mol882,0.16049382716049382
mol501,mol883,0.08791208791208792
mol501,mol884,0.140625
mol501,mol885,0.1506849315068493
mol501,mol886,0.13414634146341464
mol501,mol887,0.0821917808219178
mol501,mol888,0.16176470588235295
mol501,mol889,0.21686746987951808
mol501,mol890,0.10588235294117647
mol501,mol891,0.14666666666666667
mol501,mol892,0.14864864864864866
mol501,mol893,0.08602150537634409
mol501,mol894,0.075
mol501,mol895,0.29411764705882354
mol501,mol896,0.08955223880597014
mol501,mol897,0.1724137931034483
mol501,mol898,0.14285714285714285
mol501,mol899,0.1282051282051282
mol501,mol900,0.07228915662650602
mol501,mol901,0.1875
mol501,mol902,0.11594202898550725
mol501,mol903,0.1686746987951807
mol501,mol904,0.14084507042253522
mol501,mol905,0.1791044776119403
mol501,mol906,0.1375
mol501,mol907,0.14925373134328357
mol501,mol908,0.1282051282051282
mol501,mol909,0.19696969696969696
mol501,mol910,0.125
mol501,mol911,0.14705882352941177
mol501,mol912,0.2054794520547945
mol501,mol913,0.1506849315068493
mol501,mol914,0.13043478260869565
mol501,mol915,0.14473684210526316
mol501,mol916,0.09523809523809523
mol501,mol917,0.11267605633802817
mol501,mol918,0.11494252873563218
mol501,mol919,0.10666666666666667
mol501,mol920,0.15
mol501,mol921,0.1125
mol501,mol922,0.1643835616438356
mol501,mol923,0.14285714285714285
mol501,mol924,0.14285714285714285
mol501,mol925,0.1643835616438356
mol501,mol926,0.15151515151515152
mol501,mol927,0.09302325581395349
mol501,mol928,0.13157894736842105
mol501,mol929,0.14705882352941177
mol501,mol930,0.12162162162162163
mol501,mol931,0.057971014492753624
mol501,mol932,0.13333333333333333
mol501,mol933,0.11235955056179775
mol501,mol934,0.12195121951219512
mol501,mol935,0.08433734939759036
mol501,mol936,0.19480519480519481
mol501,mol937,0.1527777777777778
mol501,mol938,0.0963855421686747
mol501,mol939,0.2191780821917808
mol501,mol940,0.17857142857142858
mol501,mol941,0.15053763440860216
mol501,mol942,0.1375
mol501,mol943,0.14492753623188406
mol501,mol944,0.11494252873563218
mol501,mol945,0.13157894736842105
mol501,mol946,0.15789473684210525
mol501,mol947,0.24691358024691357
mol501,mol948,0.1728395061728395
mol501,mol949,0.12345679012345678
mol501,mol950,0.08536585365853659
mol501,mol951,0.1076923076923077
mol501,mol952,0.14457831325301204
mol501,mol953,0.0821917808219178
mol501,mol954,0.13253012048192772
mol501,mol955,0.140625
mol501,mol956,0.17045454545454544
mol501,mol957,0.13793103448275862
mol501,mol958,0.1875
mol501,mol959,0.18309859154929578
mol501,mol960,0.11627906976744186
mol501,mol961,0.2236842105263158
mol501,mol962,0.16049382716049382
mol501,mol963,0.08641975308641975
mol501,mol964,0.10843373493975904
mol501,mol965,0.1780821917808219
mol501,mol966,0.1728395061728395
mol501,mol967,0.1111111111111111
mol501,mol968,0.1643835616438356
mol501,mol969,0.12941176470588237
mol501,mol970,0.12195121951219512
mol501,mol971,0.12048192771084337
mol501,mol972,0.08433734939759036
mol501,mol973,0.1891891891891892
mol501,mol974,0.14666666666666667
mol501,mol975,0.1875
mol501,mol976,0.18333333333333332
mol501,mol977,0.13636363636363635
mol501,mol978,0.10843373493975904
mol501,mol979,0.13253012048192772
mol501,mol980,0.11392405063291139
mol501,mol981,0.05194805194805195
mol501,mol982,0.1625
mol501,mol983,0.12987012987012986
mol501,mol984,0.16129032258064516
mol501,mol985,0.16666666666666666
mol501,mol986,0.15384615384615385
mol501,mol987,0.08571428571428572
mol501,mol988,0.13157894736842105
mol501,mol989,0.1232876712328767
mol501,mol990,0.14772727272727273
mol501,mol991,0.14084507042253522
mol501,mol992,0.15476190476190477
mol501,mol993,0.1780821917808219
mol501,mol994,0.10869565217391304
mol501,mol995,0.14925373134328357
mol501,mol996,0.16470588235294117
mol501,mol997,0.17721518987341772
mol501,mol998,0.1643835616438356
mol501,mol999,0.08421052631578947
mol501,mol1000,0.17721518987341772
mol502,mol503,0.1
mol502,mol504,0.13414634146341464
mol502,mol505,0.2236842105263158
mol502,mol506,0.1506849315068493
mol502,mol507,0.2077922077922078
mol502,mol508,0.16
mol502,mol509,0.15942028985507245
mol502,mol510,0.17391304347826086
mol502,mol511,0.1111111111111111
mol502,mol512,0.23880597014925373
mol502,mol513,0.13846153846153847
mol502,mol514,0.1111111111111111
mol502,mol515,0.23076923076923078
mol502,mol516,0.21428571428571427
mol502,mol517,0.17857142857142858
mol502,mol518,0.1
mol502,mol519,0.1791044776119403
mol502,mol520,0.19047619047619047
mol502,mol521,0.07575757575757576
mol502,mol522,0.09523809523809523
mol502,mol523,0.11428571428571428
mol502,mol524,0.16666666666666666
mol502,mol525,0.15384615384615385
mol502,mol526,0.16417910447761194
mol502,mol527,0.1232876712328767
mol502,mol528,0.11267605633802817
mol502,mol529,0.12
mol502,mol530,0.16923076923076924
mol502,mol531,0.23880597014925373
mol502,mol532,0.175
mol502,mol533,0.11290322580645161
mol502,mol534,0.09836065573770492
mol502,mol535,0.14705882352941177
mol502,mol536,0.21311475409836064
mol502,mol537,0.1935483870967742
mol502,mol538,0.16666666666666666
mol502,mol539,0.10810810810810811
mol502,mol540,0.13513513513513514
mol502,mol541,0.3
mol502,mol542,0.3333333333333333
mol502,mol543,0.17391304347826086
mol502,mol544,0.18571428571428572
mol502,mol545,0.07462686567164178
mol502,mol546,0.17647058823529413
mol502,mol547,0.09090909090909091
mol502,mol548,0.1232876712328767
mol502,mol549,0.17647058823529413
mol502,mol550,0.10144927536231885
mol502,mol551,0.1724137931034483
mol502,mol552,0.07692307692307693
mol502,mol553,0.2676056338028169
mol502,mol554,0.0967741935483871
mol502,mol555,0.13924050632911392
mol502,mol556,0.3076923076923077
mol502,mol557,0.15789473684210525
mol502,mol558,0.0891089108910891
mol502,mol559,0.15294117647058825
mol502,mol560,0.09302325581395349
mol502,mol561,0.25675675675675674
mol502,mol562,0.1388888888888889
mol502,mol563,0.1643835616438356
mol502,mol564,0.13432835820895522
mol502,mol565,0.14457831325301204
mol502,mol566,0.18840579710144928
mol502,mol567,0.2903225806451613
mol502,mol568,0.14606741573033707
mol502,mol569,0.17073170731707318
mol502,mol570,0.15789473684210525
mol502,mol571,0.16393442622950818
mol502,mol572,0.1590909090909091
mol502,mol573,0.328125
mol502,mol574,0.1506849315068493
mol502,mol575,0.1780821917808219
mol502,mol576,0.17142857142857143
mol502,mol577,0.10144927536231885
mol502,mol578,0.140625
mol502,mol579,0.13333333333333333
mol502,mol580,0.1038961038961039
mol502,mol581,0.1111111111111111
mol502,mol582,0.20270270270270271
mol502,mol583,0.11392405063291139
mol502,mol584,0.18309859154929578
mol502,mol585,0.1643835616438356
mol502,mol586,0.2602739726027397
mol502,mol587,0.12359550561797752
mol502,mol588,0.15584415584415584
mol502,mol589,0.0379746835443038
mol502,mol590,0.22388059701492538
mol502,mol591,0.1728395061728395
mol502,mol592,0.10526315789473684
mol502,mol593,0.3076923076923077
mol502,mol594,0.0975609756097561
mol502,mol595,0.13043478260869565
mol502,mol596,0.11764705882352941
mol502,mol597,0.18309859154929578
mol502,mol598,0.17142857142857143
mol502,mol599,0.15476190476190477
mol502,mol600,0.3076923076923077
mol502,mol601,0.09230769230769231
mol502,mol602,0.1125
mol502,mol603,0.15384615384615385
mol502,mol604,0.1076923076923077
mol502,mol605,0.11842105263157894
mol502,mol606,0.13157894736842105
mol502,mol607,0.08695652173913043
mol502,mol608,0.125
mol502,mol609,0.13157894736842105
mol502,mol610,0.14754098360655737
mol502,mol611,0.175
mol502,mol612,0.10294117647058823
mol502,mol613,0.10256410256410256
mol502,mol614,0.1323529411764706
mol502,mol615,0.18421052631578946
mol502,mol616,0.23728813559322035
mol502,mol617,0.13924050632911392
mol502,mol618,0.17333333333333334
mol502,mol619,0.10810810810810811
mol502,mol620,0.1791044776119403
mol502,mol621,0.175
mol502,mol622,0.1320754716981132
mol502,mol623,0.1044776119402985
mol502,mol624,0.171875
mol502,mol625,0.13333333333333333
mol502,mol626,0.11538461538461539
mol502,mol627,0.14285714285714285
mol502,mol628,0.0945945945945946
mol502,mol629,0.13333333333333333
mol502,mol630,0.15492957746478872
mol502,mol631,0.1038961038961039
mol502,mol632,0.17073170731707318
mol502,mol633,0.16455696202531644
mol502,mol634,0.07042253521126761
mol502,mol635,0.1388888888888889
mol502,mol636,0.15492957746478872
mol502,mol637,0.2054794520547945
mol502,mol638,0.2077922077922078
mol502,mol639,0.17105263157894737
mol502,mol640,0.125
mol502,mol641,0.2702702702702703
mol502,mol642,0.20588235294117646
mol502,mol643,0.2054794520547945
mol502,mol644,0.10606060606060606
mol502,mol645,0.16455696202531644
mol502,mol646,0.15555555555555556
mol502,mol647,0.11267605633802817
mol502,mol648,0.1076923076923077
mol502,mol649,0.16455696202531644
mol502,mol650,0.08695652173913043
mol502,mol651,0.14285714285714285
mol502,mol652,0.15873015873015872
mol502,mol653,0.14864864864864866
mol502,mol654,0.18055555555555555
mol502,mol655,0.11688311688311688
mol502,mol656,0.15492957746478872
mol502,mol657,0.14285714285714285
mol502,mol658,0.10126582278481013
mol502,mol659,0.16666666666666666
mol502,mol660,0.15730337078651685
mol502,mol661,0.11392405063291139
mol502,mol662,0.17857142857142858
mol502,mol663,0.125
mol502,mol664,0.20987654320987653
mol502,mol665,0.10606060606060606
mol502,mol666,0.09859154929577464
mol502,mol667,0.18181818181818182
mol502,mol668,0.16279069767441862
mol502,mol669,0.14925373134328357
mol502,mol670,0.14705882352941177
mol502,mol671,0.16666666666666666
mol502,mol672,0.2054794520547945
mol502,mol673,0.2857142857142857
mol502,mol674,0.12698412698412698
mol502,mol675,0.2
mol502,mol676,0.109375
mol502,mol677,0.16091954022988506
mol502,mol678,0.14285714285714285
mol502,mol679,0.18181818181818182
mol502,mol680,0.15384615384615385
mol502,mol681,0.0821917808219178
mol502,mol682,0.14864864864864866
mol502,mol683,0.12658227848101267
mol502,mol684,0.12195121951219512
mol502,mol685,0.1125
mol502,mol686,0.19318181818181818
mol502,mol687,0.10810810810810811
mol502,mol688,0.14666666666666667
mol502,mol689,0.14864864864864866
mol502,mol690,0.18823529411764706
mol502,mol691,0.1791044776119403
mol502,mol692,0.14666666666666667
mol502,mol693,0.11940298507462686
mol502,mol694,0.14084507042253522
mol502,mol695,0.16129032258064516
mol502,mol696,0.1511627906976744
mol502,mol697,0.14285714285714285
mol502,mol698,0.136986301369863
mol502,mol699,0.11904761904761904
mol502,mol700,0.17391304347826086
mol502,mol701,0.20253164556962025
mol502,mol702,0.15714285714285714
mol502,mol703,0.14285714285714285
mol502,mol704,0.16666666666666666
mol502,mol705,0.27586206896551724
mol502,mol706,0.15492957746478872
mol502,mol707,0.1267605633802817
mol502,mol708,0.11594202898550725
mol502,mol709,0.21739130434782608
mol502,mol710,0.17333333333333334
mol502,mol711,0.11538461538461539
mol502,mol712,0.29411764705882354
mol502,mol713,0.15942028985507245
mol502,mol714,0.2714285714285714
mol502,mol715,0.1
mol502,mol716,0.125
mol502,mol717,0.125
mol502,mol718,0.09302325581395349
mol502,mol719,0.1643835616438356
mol502,mol720,0.14285714285714285
mol502,mol721,0.10810810810810811
mol502,mol722,0.1323529411764706
mol502,mol723,0.2028985507246377
