mol,smiles
mol480,C(=O)(NC1C=CC(=C(Cl)C=1)Cl)CC(=O)N/N=C/C1=CC=CC=C1Cl
mol481,S(=O)(=O)(C1=CC=C(C=C1)F)NC(C)CCC1=CC=CC=C1
mol482,C(=O)(NC1C=CC(=C(Cl)C=1)Cl)CC(=O)N/N=C/C1C=CC(=CC=1)OCC
mol483,N1(CCN(CC1)C1C=CC=C(Cl)C=1)C(=O)CSC1=CC=CC=C1
mol484,C1(O)C(=CC=CC=1C=NC1C=CC=C(C)C=1)O
mol485,C(=O)(N1CCN(CC1)C(OCC)=O)C(=O)NN=CC1=CC=CC=C1F
mol486,C12C(=O)CC(CC=1N(C1CC(C)(C)CC(=O)C=1C2C1=CC(Cl)=CC=C1OCC1C=CC(=CC=1Cl)Cl)CC(O)=O)(C)C
mol487,C1=C(Br)C(C)=CC(OCC(=O)N/N=C(\C)/CC(NCCC2C=CC=CC=2)=O)=C1Br
mol488,C(=O)(NC1C=CC(=C(Cl)C=1)Cl)CC(=O)N/N=C/C1=CC=C(C(OC)=C1)OCCC
mol489,C(=O)(NC1=CC=C(C(Cl)=C1)Cl)CC(=O)N/N=C/C1C=CC(=C(OCC)C=1)OCC=C
mol490,N12N=C(SC1=NC(=O)C(=CC1C3=CC=CC=C3N(CCOC3=CC(C)=CC=C3C)C=1C)C2=N)CC
mol491,C(=S)(NC1=CC=C(C=C1)Cl)N1CCN(CC1)CC
mol492,C1(=NNC(=O)C2=CC(=NN2)C)C2C=C(Br)C=CC=2N(C)C1=O
mol493,C(=O)(NC1=CC=C(C(Cl)=C1)Cl)CC(=O)N/N=C/C1C=CC(=C(OCC)C=1)OCC1=CC=CC=C1
mol494,C1(C=COC=1C)C(=O)NN=CC1=CC=CC(=C1)OCC1=CC=CC=C1
mol495,C(=O)(NC1=CC=C(C(Cl)=C1)Cl)CC(=O)N/N=C/C1=CC=C(C=C1)O
mol496,N(=O)(=O)C1=CC(=CC=C1C1CC1)C(C1=CC=CC=C1)=O
mol497,N1(C=C(N=C1C)C)C(=O)C=CC1C=CC(=C(OC)C=1)OC
mol498,N(=O)(=O)C1C=CC(=CC=1C)C(=O)NC1=CC=C(C=C1)C(N)=O
mol499,N(=O)(=O)C1C=CC(=C(Cl)C=1)C(=O)NC1C(CC)=CC=CC=1C
mol500,C(=S)(OC1C=CC=C(C=1)C(=O)NC1C=CC(=CC=1)C)N1CCCCC1
