i,j,tanimoto
mol135,mol253,0.1320754716981132
mol135,mol254,0.15714285714285714
mol135,mol255,0.15
mol135,mol256,0.13846153846153847
mol135,mol257,0.14492753623188406
mol135,mol258,0.10909090909090909
mol135,mol259,0.14516129032258066
mol135,mol260,0.15873015873015872
mol135,mol261,0.18867924528301888
mol135,mol262,0.16666666666666666
mol135,mol263,0.12857142857142856
mol135,mol264,0.05263157894736842
mol135,mol265,0.13043478260869565
mol135,mol266,0.234375
mol135,mol267,0.1111111111111111
mol135,mol268,0.08928571428571429
mol135,mol269,0.15942028985507245
mol135,mol270,0.15384615384615385
mol135,mol271,0.12162162162162163
mol135,mol272,0.12162162162162163
mol135,mol273,0.07936507936507936
mol135,mol274,0.13157894736842105
mol135,mol275,0.16071428571428573
mol135,mol276,0.1724137931034483
mol135,mol277,0.171875
mol135,mol278,0.08064516129032258
mol135,mol279,0.17721518987341772
mol135,mol280,0.18292682926829268
mol135,mol281,0.08536585365853659
mol135,mol282,0.12
mol135,mol283,0.14084507042253522
mol135,mol284,0.15384615384615385
mol135,mol285,0.16901408450704225
mol135,mol286,0.1016949152542373
mol135,mol287,0.14457831325301204
mol135,mol288,0.13636363636363635
mol135,mol289,0.1044776119402985
mol135,mol290,0.11688311688311688
mol135,mol291,0.09859154929577464
mol135,mol292,0.1111111111111111
mol135,mol293,0.10843373493975904
mol135,mol294,0.0945945945945946
mol135,mol295,0.16417910447761194
mol135,mol296,0.0625
mol135,mol297,0.125
mol135,mol298,0.14516129032258066
mol135,mol299,0.13333333333333333
mol135,mol300,0.16176470588235295
mol135,mol301,0.1095890410958904
mol135,mol302,0.14473684210526316
mol135,mol303,0.13636363636363635
mol135,mol304,0.1282051282051282
mol135,mol305,0.125
mol135,mol306,0.18333333333333332
mol135,mol307,0.13114754098360656
mol135,mol308,0.10606060606060606
mol135,mol309,0.14705882352941177
mol135,mol310,0.13846153846153847
mol135,mol311,0.10975609756097561
mol135,mol312,0.1791044776119403
mol135,mol313,0.0851063829787234
mol135,mol314,0.125
mol135,mol315,0.07692307692307693
mol135,mol316,0.15942028985507245
mol135,mol317,0.14084507042253522
mol135,mol318,0.1702127659574468
mol135,mol319,0.13559322033898305
mol135,mol320,0.15942028985507245
mol135,mol321,0.10294117647058823
mol135,mol322,0.11940298507462686
mol135,mol323,0.1375
mol135,mol324,0.14545454545454545
mol135,mol325,0.2
mol135,mol326,0.2112676056338028
mol135,mol327,0.20754716981132076
mol135,mol328,0.16176470588235295
mol135,mol329,0.2037037037037037
mol135,mol330,0.14516129032258066
mol135,mol331,0.1746031746031746
mol135,mol332,0.12162162162162163
mol135,mol333,0.13636363636363635
mol135,mol334,0.13095238095238096
mol135,mol335,0.28846153846153844
mol135,mol336,0.16923076923076924
mol135,mol337,0.09876543209876543
mol135,mol338,0.1111111111111111
mol135,mol339,0.12658227848101267
mol135,mol340,0.12903225806451613
mol135,mol341,0.12280701754385964
mol135,mol342,0.1323529411764706
mol135,mol343,0.11688311688311688
mol135,mol344,0.1864406779661017
mol135,mol345,0.1267605633802817
mol135,mol346,0.2112676056338028
mol135,mol347,0.08888888888888889
mol135,mol348,0.11688311688311688
mol135,mol349,0.11538461538461539
mol135,mol350,0.140625
mol135,mol351,0.0821917808219178
mol135,mol352,0.0975609756097561
mol135,mol353,0.1111111111111111
mol135,mol354,0.12307692307692308
mol135,mol355,0.14666666666666667
mol135,mol356,0.2112676056338028
mol135,mol357,0.08860759493670886
mol135,mol358,0.18181818181818182
mol135,mol359,0.20588235294117646
mol135,mol360,0.1527777777777778
mol135,mol361,0.1323529411764706
mol135,mol362,0.0821917808219178
mol135,mol363,0.1267605633802817
mol135,mol364,0.18032786885245902
mol135,mol365,0.16417910447761194
mol135,mol366,0.13043478260869565
mol135,mol367,0.23529411764705882
mol135,mol368,0.16417910447761194
mol135,mol369,0.18055555555555555
mol135,mol370,0.13043478260869565
mol135,mol371,0.23376623376623376
mol135,mol372,0.14864864864864866
mol135,mol373,0.19672131147540983
mol135,mol374,0.14285714285714285
mol135,mol375,0.15492957746478872
mol135,mol376,0.12857142857142856
mol135,mol377,0.13636363636363635
mol135,mol378,0.1232876712328767
mol135,mol379,0.12698412698412698
mol135,mol380,0.12
mol135,mol381,0.1267605633802817
mol135,mol382,0.1323529411764706
mol135,mol383,0.13333333333333333
mol135,mol384,0.10810810810810811
mol135,mol385,0.12121212121212122
mol135,mol386,0.2222222222222222
mol135,mol387,0.1267605633802817
mol135,mol388,0.14583333333333334
mol135,mol389,0.21052631578947367
mol135,mol390,0.14705882352941177
mol135,mol391,0.18840579710144928
mol135,mol392,0.125
mol135,mol393,0.12987012987012986
mol135,mol394,0.15517241379310345
mol135,mol395,0.15714285714285714
mol135,mol396,0.15714285714285714
mol135,mol397,0.22535211267605634
mol135,mol398,0.14285714285714285
mol135,mol399,0.18333333333333332
mol135,mol400,0.21212121212121213
mol135,mol401,0.13846153846153847
mol135,mol402,0.16666666666666666
mol135,mol403,0.1780821917808219
mol135,mol404,0.15492957746478872
mol135,mol405,0.13157894736842105
mol135,mol406,0.1111111111111111
mol135,mol407,0.136986301369863
mol135,mol408,0.20588235294117646
mol135,mol409,0.1232876712328767
mol135,mol410,0.16666666666666666
mol135,mol411,0.12307692307692308
mol135,mol412,0.1232876712328767
mol135,mol413,0.1388888888888889
mol135,mol414,0.11688311688311688
mol135,mol415,0.15384615384615385
mol135,mol416,0.1506849315068493
mol135,mol417,0.09859154929577464
mol135,mol418,0.37254901960784315
mol135,mol419,0.0958904109589041
mol135,mol420,0.13157894736842105
mol135,mol421,0.14705882352941177
mol135,mol422,0.16666666666666666
mol135,mol423,0.19642857142857142
mol135,mol424,0.16666666666666666
mol135,mol425,0.1896551724137931
mol135,mol426,0.12162162162162163
mol135,mol427,0.34328358208955223
mol135,mol428,0.14925373134328357
mol135,mol429,0.09836065573770492
mol135,mol430,0.1388888888888889
mol135,mol431,0.16
mol135,mol432,0.2982456140350877
mol135,mol433,0.15714285714285714
mol135,mol434,0.14754098360655737
mol135,mol435,0.1746031746031746
mol135,mol436,0.1506849315068493
mol135,mol437,0.11627906976744186
mol135,mol438,0.14084507042253522
mol135,mol439,0.13043478260869565
mol135,mol440,0.11594202898550725
mol135,mol441,0.06451612903225806
mol135,mol442,0.09333333333333334
mol135,mol443,0.22580645161290322
mol135,mol444,0.1527777777777778
mol135,mol445,0.14925373134328357
mol135,mol446,0.18461538461538463
mol135,mol447,0.16666666666666666
mol135,mol448,0.2112676056338028
mol135,mol449,0.18571428571428572
mol135,mol450,0.16455696202531644
mol135,mol451,0.16363636363636364
mol135,mol452,0.23728813559322035
mol135,mol453,0.16417910447761194
mol135,mol454,0.07462686567164178
mol135,mol455,0.1267605633802817
mol135,mol456,0.15492957746478872
mol135,mol457,0.15942028985507245
mol135,mol458,0.140625
mol135,mol459,0.13513513513513514
mol135,mol460,0.13513513513513514
mol135,mol461,0.32142857142857145
mol135,mol462,0.12
mol135,mol463,0.1323529411764706
mol135,mol464,0.14285714285714285
mol135,mol465,0.125
mol135,mol466,0.13432835820895522
mol135,mol467,0.21052631578947367
mol135,mol468,0.15942028985507245
mol135,mol469,0.06493506493506493
mol135,mol470,0.0975609756097561
mol135,mol471,0.16981132075471697
mol135,mol472,0.136986301369863
mol135,mol473,0.06557377049180328
mol135,mol474,0.136986301369863
mol135,mol475,0.13432835820895522
mol135,mol476,0.06779661016949153
mol135,mol477,0.171875
mol135,mol478,0.09859154929577464
mol135,mol479,0.11267605633802817
mol135,mol480,0.16129032258064516
mol135,mol481,0.13333333333333333
mol135,mol482,0.11428571428571428
mol135,mol483,0.14516129032258066
mol135,mol484,0.08620689655172414
mol135,mol485,0.14705882352941177
mol135,mol486,0.11392405063291139
mol135,mol487,0.16666666666666666
mol135,mol488,0.10526315789473684
mol135,mol489,0.10256410256410256
mol135,mol490,0.0898876404494382
mol135,mol491,0.11864406779661017
mol135,mol492,0.1111111111111111
mol135,mol493,0.12658227848101267
mol135,mol494,0.17142857142857143
mol135,mol495,0.1076923076923077
mol135,mol496,0.36
mol135,mol497,0.1076923076923077
mol135,mol498,0.2727272727272727
mol135,mol499,0.24193548387096775
mol135,mol500,0.16666666666666666
mol135,mol501,0.14705882352941177
mol135,mol502,0.125
mol135,mol503,0.109375
mol135,mol504,0.17567567567567569
mol135,mol505,0.12987012987012986
mol135,mol506,0.09859154929577464
mol135,mol507,0.14473684210526316
mol135,mol508,0.24615384615384617
mol135,mol509,0.1746031746031746
mol135,mol510,0.11940298507462686
mol135,mol511,0.21311475409836064
mol135,mol512,0.14925373134328357
mol135,mol513,0.13333333333333333
mol135,mol514,0.21739130434782608
mol135,mol515,0.1935483870967742
mol135,mol516,0.16176470588235295
mol135,mol517,0.07142857142857142
mol135,mol518,0.109375
mol135,mol519,0.140625
mol135,mol520,0.09302325581395349
mol135,mol521,0.2037037037037037
mol135,mol522,0.125
mol135,mol523,0.14285714285714285
mol135,mol524,0.12698412698412698
mol135,mol525,0.13114754098360656
mol135,mol526,0.1076923076923077
mol135,mol527,0.13432835820895522
mol135,mol528,0.12307692307692308
mol135,mol529,0.13043478260869565
mol135,mol530,0.09375
mol135,mol531,0.26229508196721313
mol135,mol532,0.1282051282051282
mol135,mol533,0.125
mol135,mol534,0.1509433962264151
mol135,mol535,0.16129032258064516
mol135,mol536,0.11475409836065574
mol135,mol537,0.15254237288135594
mol135,mol538,0.16393442622950818
mol135,mol539,0.3333333333333333
mol135,mol540,0.2786885245901639
mol135,mol541,0.1038961038961039
mol135,mol542,0.14754098360655737
mol135,mol543,0.15384615384615385
mol135,mol544,0.1323529411764706
mol135,mol545,0.11864406779661017
mol135,mol546,0.13846153846153847
mol135,mol547,0.125
mol135,mol548,0.13432835820895522
mol135,mol549,0.1935483870967742
mol135,mol550,0.1111111111111111
mol135,mol551,0.10344827586206896
mol135,mol552,0.2
mol135,mol553,0.12
mol135,mol554,0.24
mol135,mol555,0.18309859154929578
mol135,mol556,0.12857142857142856
mol135,mol557,0.10810810810810811
mol135,mol558,0.10638297872340426
mol135,mol559,0.10843373493975904
mol135,mol560,0.1
mol135,mol561,0.1917808219178082
mol135,mol562,0.13432835820895522
mol135,mol563,0.12857142857142856
mol135,mol564,0.25
mol135,mol565,0.20270270270270271
mol135,mol566,0.13432835820895522
mol135,mol567,0.12121212121212122
mol135,mol568,0.17073170731707318
mol135,mol569,0.1111111111111111
mol135,mol570,0.1232876712328767
mol135,mol571,0.14035087719298245
mol135,mol572,0.10344827586206896
mol135,mol573,0.0821917808219178
mol135,mol574,0.08333333333333333
mol135,mol575,0.17647058823529413
mol135,mol576,0.15151515151515152
mol135,mol577,0.22807017543859648
mol135,mol578,0.13559322033898305
mol135,mol579,0.14492753623188406
mol135,mol580,0.1791044776119403
mol135,mol581,0.2
mol135,mol582,0.18571428571428572
mol135,mol583,0.1232876712328767
mol135,mol584,0.13043478260869565
mol135,mol585,0.16176470588235295
mol135,mol586,0.11688311688311688
mol135,mol587,0.20512820512820512
mol135,mol588,0.12162162162162163
mol135,mol589,0.02702702702702703
mol135,mol590,0.13432835820895522
mol135,mol591,0.17105263157894737
mol135,mol592,0.2
mol135,mol593,0.12857142857142856
mol135,mol594,0.16666666666666666
mol135,mol595,0.20987654320987653
mol135,mol596,0.14754098360655737
mol135,mol597,0.21875
mol135,mol598,0.15151515151515152
mol135,mol599,0.10975609756097561
mol135,mol600,0.12857142857142856
mol135,mol601,0.2037037037037037
mol135,mol602,0.09210526315789473
mol135,mol603,0.23529411764705882
mol135,mol604,0.1
mol135,mol605,0.12857142857142856
mol135,mol606,0.1267605633802817
mol135,mol607,0.1694915254237288
mol135,mol608,0.08196721311475409
mol135,mol609,0.1267605633802817
mol135,mol610,0.20754716981132076
mol135,mol611,0.1891891891891892
mol135,mol612,0.23214285714285715
mol135,mol613,0.1111111111111111
mol135,mol614,0.09230769230769231
mol135,mol615,0.2
mol135,mol616,0.19642857142857142
mol135,mol617,0.12
mol135,mol618,0.17142857142857143
mol135,mol619,0.11764705882352941
mol135,mol620,0.140625
mol135,mol621,0.1891891891891892
mol135,mol622,0.125
mol135,mol623,0.15254237288135594
mol135,mol624,0.1694915254237288
mol135,mol625,0.12857142857142856
mol135,mol626,0.125
mol135,mol627,0.10810810810810811
mol135,mol628,0.10294117647058823
mol135,mol629,0.12857142857142856
mol135,mol630,0.11764705882352941
mol135,mol631,0.19696969696969696
mol135,mol632,0.125
mol135,mol633,0.11688311688311688
mol135,mol634,0.22807017543859648
mol135,mol635,0.1875
mol135,mol636,0.10144927536231885
mol135,mol637,0.1232876712328767
mol135,mol638,0.11538461538461539
mol135,mol639,0.12162162162162163
mol135,mol640,0.24528301886792453
mol135,mol641,0.2571428571428571
mol135,mol642,0.20634920634920634
mol135,mol643,0.1232876712328767
mol135,mol644,0.15517241379310345
mol135,mol645,0.13157894736842105
mol135,mol646,0.20987654320987653
mol135,mol647,0.140625
mol135,mol648,0.15789473684210525
mol135,mol649,0.13157894736842105
mol135,mol650,0.15
mol135,mol651,0.16883116883116883
mol135,mol652,0.21818181818181817
mol135,mol653,0.0821917808219178
mol135,mol654,0.12857142857142856
mol135,mol655,0.1267605633802817
mol135,mol656,0.13432835820895522
mol135,mol657,0.16883116883116883
mol135,mol658,0.125
mol135,mol659,0.14516129032258066
mol135,mol660,0.10227272727272728
mol135,mol661,0.1232876712328767
mol135,mol662,0.13414634146341464
mol135,mol663,0.19230769230769232
mol135,mol664,0.12195121951219512
mol135,mol665,0.11666666666666667
mol135,mol666,0.3090909090909091
mol135,mol667,0.08974358974358974
mol135,mol668,0.16049382716049382
mol135,mol669,0.14516129032258066
mol135,mol670,0.14285714285714285
mol135,mol671,0.11842105263157894
mol135,mol672,0.1388888888888889
mol135,mol673,0.12
mol135,mol674,0.1206896551724138
mol135,mol675,0.14705882352941177
mol135,mol676,0.18181818181818182
mol135,mol677,0.13095238095238096
mol135,mol678,0.1111111111111111
mol135,mol679,0.1038961038961039
mol135,mol680,0.15
mol135,mol681,0.140625
mol135,mol682,0.11267605633802817
mol135,mol683,0.10666666666666667
mol135,mol684,0.11688311688311688
mol135,mol685,0.27692307692307694
mol135,mol686,0.1
mol135,mol687,0.11764705882352941
mol135,mol688,0.17647058823529413
mol135,mol689,0.1791044776119403
mol135,mol690,0.13095238095238096
mol135,mol691,0.21666666666666667
mol135,mol692,0.1111111111111111
mol135,mol693,0.2545454545454545
mol135,mol694,0.15384615384615385
mol135,mol695,0.1
mol135,mol696,0.2077922077922078
mol135,mol697,0.1935483870967742
mol135,mol698,0.11594202898550725
mol135,mol699,0.2222222222222222
mol135,mol700,0.10294117647058823
mol135,mol701,0.14102564102564102
mol135,mol702,0.25
mol135,mol703,0.10810810810810811
mol135,mol704,0.14705882352941177
mol135,mol705,0.21428571428571427
mol135,mol706,0.13432835820895522
mol135,mol707,0.1044776119402985
mol135,mol708,0.14516129032258066
mol135,mol709,0.13043478260869565
mol135,mol710,0.24242424242424243
mol135,mol711,0.19117647058823528
mol135,mol712,0.22388059701492538
mol135,mol713,0.15625
mol135,mol714,0.23880597014925373
mol135,mol715,0.08139534883720931
mol135,mol716,0.22950819672131148
mol135,mol717,0.15789473684210525
mol135,mol718,0.1282051282051282
mol135,mol719,0.234375
mol135,mol720,0.13846153846153847
mol135,mol721,0.13432835820895522
mol135,mol722,0.14516129032258066
mol135,mol723,0.14925373134328357
mol135,mol724,0.1320754716981132
mol135,mol725,0.208955223880597
mol135,mol726,0.19230769230769232
mol135,mol727,0.14285714285714285
mol135,mol728,0.140625
mol135,mol729,0.08888888888888889
mol135,mol730,0.17857142857142858
mol135,mol731,0.15
mol135,mol732,0.11764705882352941
mol135,mol733,0.14285714285714285
mol135,mol734,0.13636363636363635
mol135,mol735,0.11538461538461539
mol135,mol736,0.125
mol135,mol737,0.04918032786885246
mol135,mol738,0.13636363636363635
mol135,mol739,0.16666666666666666
mol135,mol740,0.2077922077922078
mol135,mol741,0.1016949152542373
mol135,mol742,0.08823529411764706
mol135,mol743,0.14084507042253522
mol135,mol744,0.125
mol135,mol745,0.12857142857142856
mol135,mol746,0.1323529411764706
mol135,mol747,0.1323529411764706
mol135,mol748,0.1323529411764706
mol135,mol749,0.13636363636363635
mol135,mol750,0.2982456140350877
mol135,mol751,0.1506849315068493
mol135,mol752,0.1267605633802817
mol135,mol753,0.1323529411764706
mol135,mol754,0.14705882352941177
mol135,mol755,0.22580645161290322
mol135,mol756,0.15151515151515152
mol135,mol757,0.09333333333333334
mol135,mol758,0.208955223880597
mol135,mol759,0.1323529411764706
mol135,mol760,0.18032786885245902
mol135,mol761,0.12307692307692308
mol135,mol762,0.11688311688311688
mol135,mol763,0.1016949152542373
mol135,mol764,0.16666666666666666
mol135,mol765,0.17307692307692307
mol135,mol766,0.13846153846153847
mol135,mol767,0.13043478260869565
mol135,mol768,0.26865671641791045
mol135,mol769,0.14084507042253522
mol135,mol770,0.1323529411764706
mol135,mol771,0.09302325581395349
mol135,mol772,0.22388059701492538
mol135,mol773,0.08333333333333333
mol135,mol774,0.11594202898550725
mol135,mol775,0.2028985507246377
mol135,mol776,0.1568627450980392
mol135,mol777,0.12359550561797752
mol135,mol778,0.15384615384615385
mol135,mol779,0.16393442622950818
mol135,mol780,0.14925373134328357
mol135,mol781,0.24528301886792453
mol135,mol782,0.13846153846153847
mol135,mol783,0.1
mol135,mol784,0.2153846153846154
mol135,mol785,0.09523809523809523
mol135,mol786,0.13846153846153847
mol135,mol787,0.11235955056179775
mol135,mol788,0.14516129032258066
mol135,mol789,0.1746031746031746
mol135,mol790,0.17857142857142858
mol135,mol791,0.22413793103448276
mol135,mol792,0.15
mol135,mol793,0.1
mol135,mol794,0.10256410256410256
mol135,mol795,0.07462686567164178
mol135,mol796,0.0963855421686747
mol135,mol797,0.2631578947368421
mol135,mol798,0.08108108108108109
mol135,mol799,0.14583333333333334
mol135,mol800,0.1206896551724138
mol135,mol801,0.27586206896551724
mol135,mol802,0.13924050632911392
mol135,mol803,0.1509433962264151
mol135,mol804,0.1095890410958904
mol135,mol805,0.1016949152542373
mol135,mol806,0.10465116279069768
mol135,mol807,0.3269230769230769
mol135,mol808,0.2361111111111111
mol135,mol809,0.16666666666666666
mol135,mol810,0.08771929824561403
mol135,mol811,0.16666666666666666
mol135,mol812,0.13157894736842105
mol135,mol813,0.17307692307692307
mol135,mol814,0.125
mol135,mol815,0.18518518518518517
mol135,mol816,0.07228915662650602
mol135,mol817,0.25925925925925924
mol135,mol818,0.16363636363636364
mol135,mol819,0.19230769230769232
mol135,mol820,0.10465116279069768
mol135,mol821,0.30158730158730157
mol135,mol822,0.1320754716981132
mol135,mol823,0.18333333333333332
mol135,mol824,0.14516129032258066
mol135,mol825,0.2222222222222222
mol135,mol826,0.16666666666666666
mol135,mol827,0.125
mol135,mol828,0.12307692307692308
mol135,mol829,0.17307692307692307
mol135,mol830,0.09230769230769231
mol135,mol831,0.14754098360655737
mol135,mol832,0.13414634146341464
mol135,mol833,0.15384615384615385
mol135,mol834,0.3050847457627119
mol135,mol835,0.15517241379310345
mol135,mol836,0.21568627450980393
mol135,mol837,0.22641509433962265
mol135,mol838,0.16363636363636364
mol135,mol839,0.12121212121212122
mol135,mol840,0.16071428571428573
mol135,mol841,0.1267605633802817
mol135,mol842,0.18867924528301888
mol135,mol843,0.11864406779661017
mol135,mol844,0.18333333333333332
mol135,mol845,0.14516129032258066
mol135,mol846,0.19444444444444445
mol135,mol847,0.1746031746031746
mol135,mol848,0.16393442622950818
mol135,mol849,0.23333333333333334
mol135,mol850,0.11594202898550725
mol135,mol851,0.2028985507246377
mol135,mol852,0.13432835820895522
mol135,mol853,0.12698412698412698
mol135,mol854,0.15254237288135594
mol135,mol855,0.13559322033898305
mol135,mol856,0.21311475409836064
mol135,mol857,0.15873015873015872
mol135,mol858,0.12903225806451613
mol135,mol859,0.2
mol135,mol860,0.13793103448275862
mol135,mol861,0.10465116279069768
mol135,mol862,0.10588235294117647
mol135,mol863,0.140625
mol135,mol864,0.09210526315789473
mol135,mol865,0.10526315789473684
mol135,mol866,0.14516129032258066
mol135,mol867,0.11594202898550725
mol135,mol868,0.15873015873015872
mol135,mol869,0.13432835820895522
mol135,mol870,0.15384615384615385
mol135,mol871,0.11627906976744186
mol135,mol872,0.1323529411764706
mol135,mol873,0.1206896551724138
mol135,mol874,0.19402985074626866
mol135,mol875,0.08333333333333333
mol135,mol876,0.16071428571428573
mol135,mol877,0.15
mol135,mol878,0.12307692307692308
mol135,mol879,0.09836065573770492
mol135,mol880,0.19047619047619047
mol135,mol881,0.06329113924050633
mol135,mol882,0.1388888888888889
mol135,mol883,0.12987012987012986
mol135,mol884,0.1509433962264151
mol135,mol885,0.16129032258064516
mol135,mol886,0.2857142857142857
mol135,mol887,0.06349206349206349
mol135,mol888,0.13559322033898305
mol135,mol889,0.14102564102564102
mol135,mol890,0.17142857142857143
mol135,mol891,0.1044776119402985
mol135,mol892,0.15873015873015872
mol135,mol893,0.14102564102564102
mol135,mol894,0.1746031746031746
mol135,mol895,0.10144927536231885
mol135,mol896,0.24489795918367346
mol135,mol897,0.1111111111111111
mol135,mol898,0.13333333333333333
mol135,mol899,0.26666666666666666
